Dataset,Package,File,"Number of errors"
top1k-typed-nodeps,resolve-from,fixture/fixture.ts,0
top1k-typed-nodeps,resolve-from,index.ts,1
top1k-typed-nodeps,retry,example/dns.ts,1
top1k-typed-nodeps,retry,example/stop.ts,1
top1k-typed-nodeps,retry,index.ts,0
top1k-typed-nodeps,retry,lib/retry.ts,1
top1k-typed-nodeps,retry,lib/retry_operation.ts,3
top1k-typed-nodeps,rsvp,ember-cli-build.ts,5
top1k-typed-nodeps,rsvp,lib/rsvp/-internal.ts,23
top1k-typed-nodeps,rsvp,lib/rsvp/all-settled.ts,2
top1k-typed-nodeps,rsvp,lib/rsvp/all.ts,1
top1k-typed-nodeps,rsvp,lib/rsvp/asap.ts,4
top1k-typed-nodeps,rsvp,lib/rsvp/config.ts,0
top1k-typed-nodeps,rsvp,lib/rsvp/defer.ts,2
top1k-typed-nodeps,rsvp,lib/rsvp/enumerator.ts,22
top1k-typed-nodeps,rsvp,lib/rsvp/events.ts,2
top1k-typed-nodeps,rsvp,lib/rsvp/filter.ts,13
top1k-typed-nodeps,rsvp,lib/rsvp/hash-settled.ts,3
top1k-typed-nodeps,rsvp,lib/rsvp/hash.ts,3
top1k-typed-nodeps,rsvp,lib/rsvp/instrument.ts,6
top1k-typed-nodeps,rsvp,lib/rsvp/map.ts,13
top1k-typed-nodeps,rsvp,lib/rsvp/node.ts,9
top1k-typed-nodeps,rsvp,lib/rsvp/promise/all.ts,1
top1k-typed-nodeps,rsvp,lib/rsvp/promise/race.ts,0
top1k-typed-nodeps,rsvp,lib/rsvp/promise/reject.ts,0
top1k-typed-nodeps,rsvp,lib/rsvp/promise/resolve.ts,0
top1k-typed-nodeps,rsvp,lib/rsvp/promise-hash.ts,3
top1k-typed-nodeps,rsvp,lib/rsvp/promise.ts,21
top1k-typed-nodeps,rsvp,lib/rsvp/race.ts,1
top1k-typed-nodeps,rsvp,lib/rsvp/reject.ts,1
top1k-typed-nodeps,rsvp,lib/rsvp/resolve.ts,1
top1k-typed-nodeps,rsvp,lib/rsvp/rethrow.ts,0
top1k-typed-nodeps,rsvp,lib/rsvp/then.ts,1
top1k-typed-nodeps,rsvp,lib/rsvp.ts,6
top1k-typed-nodeps,rsvp,server/index.ts,2
top1k-typed-nodeps,rsvp,testem.ts,0
top1k-typed-nodeps,safe-buffer,index.ts,5
top1k-typed-nodeps,safer-buffer,dangerous.ts,7
top1k-typed-nodeps,safer-buffer,safer.ts,4
top1k-typed-nodeps,sax,.github/workflows/package-json-repo.ts,0
top1k-typed-nodeps,sax,examples/example.ts,2
top1k-typed-nodeps,sax,examples/get-products.ts,1
top1k-typed-nodeps,sax,examples/hello-world.ts,2
top1k-typed-nodeps,sax,examples/pretty-print.ts,4
top1k-typed-nodeps,sax,lib/sax.ts,198
top1k-typed-nodeps,setimmediate,setImmediate.ts,14
top1k-typed-nodeps,setprototypeof,index.ts,1
top1k-typed-nodeps,shebang-regex,index.ts,0
top1k-typed-nodeps,signal-exit,.github/workflows/package-json-repo.ts,0
top1k-typed-nodeps,signal-exit,index.ts,5
top1k-typed-nodeps,signal-exit,signals.ts,0
top1k-typed-nodeps,sisteransi,example.ts,3
top1k-typed-nodeps,sisteransi,src/index.ts,4
top1k-typed-nodeps,slash,index.ts,3
top1k-typed-nodeps,source-list-map,lib/CodeNode.ts,13
top1k-typed-nodeps,source-list-map,lib/MappingsContext.ts,13
top1k-typed-nodeps,source-list-map,lib/SingleLineNode.ts,42
top1k-typed-nodeps,source-list-map,lib/SourceListMap.ts,36
top1k-typed-nodeps,source-list-map,lib/SourceNode.ts,46
top1k-typed-nodeps,source-list-map,lib/base64-vlq.ts,5
top1k-typed-nodeps,source-list-map,lib/fromStringWithSourceMap.ts,14
top1k-typed-nodeps,source-list-map,lib/helpers.ts,0
top1k-typed-nodeps,source-list-map,lib/index.ts,0
top1k-typed-nodeps,split-on-first,index.ts,0
top1k-typed-nodeps,split-string,example.ts,0
top1k-typed-nodeps,split-string,index.ts,23
top1k-typed-nodeps,sprintf-js,.eslintrc.ts,0
top1k-typed-nodeps,sprintf-js,benchmark/benchmark.ts,0
top1k-typed-nodeps,sprintf-js,dist/angular-sprintf.min.ts,3
top1k-typed-nodeps,sprintf-js,dist/sprintf.min.ts,7
top1k-typed-nodeps,sprintf-js,gulpfile.ts,0
top1k-typed-nodeps,sprintf-js,src/angular-sprintf.ts,7
top1k-typed-nodeps,sprintf-js,src/sprintf.ts,8
top1k-typed-nodeps,stable,rollup.config.ts,0
top1k-typed-nodeps,stable,src/banner.ts,0
top1k-typed-nodeps,stable,src/stable.ts,3
top1k-typed-nodeps,stable,stable.min.ts,8
top1k-typed-nodeps,stable,stable.ts,6
top1k-typed-nodeps,statuses,index.ts,13
top1k-typed-nodeps,statuses,scripts/build.ts,1
top1k-typed-nodeps,statuses,scripts/fetch-apache.ts,2
top1k-typed-nodeps,statuses,scripts/fetch-iana.ts,8
top1k-typed-nodeps,statuses,scripts/fetch-nginx.ts,2
top1k-typed-nodeps,statuses,scripts/fetch-node.ts,2
top1k-typed-nodeps,statuses,scripts/lib/write.ts,0
top1k-typed-nodeps,statuses,scripts/version-history.ts,0
top1k-typed-nodeps,stream-shift,index.ts,2
top1k-typed-nodeps,strict-uri-encode,index.ts,0
top1k-typed-nodeps,strip-bom,index.ts,1
top1k-typed-nodeps,strip-final-newline,index.ts,2
top1k-typed-nodeps,strip-json-comments,benchmark.ts,0
top1k-typed-nodeps,strip-json-comments,index.ts,2
top1k-typed-nodeps,symbol-observable,es/index.ts,0
top1k-typed-nodeps,symbol-observable,es/ponyfill.ts,0
top1k-typed-nodeps,symbol-observable,index.ts,0
top1k-typed-nodeps,symbol-observable,ponyfill.ts,0
top1k-typed-nodeps,symbol-tree,lib/SymbolTree.ts,5
top1k-typed-nodeps,symbol-tree,lib/SymbolTreeNode.ts,21
top1k-typed-nodeps,symbol-tree,lib/TreeIterator.ts,1
top1k-typed-nodeps,symbol-tree,lib/TreePosition.ts,0
top1k-typed-nodeps,tapable,.prettierrc.ts,0
top1k-typed-nodeps,tapable,lib/AsyncParallelBailHook.ts,7
top1k-typed-nodeps,tapable,lib/AsyncParallelHook.ts,7
top1k-typed-nodeps,tapable,lib/AsyncSeriesBailHook.ts,7
top1k-typed-nodeps,tapable,lib/AsyncSeriesHook.ts,7
top1k-typed-nodeps,tapable,lib/AsyncSeriesLoopHook.ts,7
top1k-typed-nodeps,tapable,lib/AsyncSeriesWaterfallHook.ts,7
top1k-typed-nodeps,tapable,lib/Hook.ts,0
top1k-typed-nodeps,tapable,lib/HookCodeFactory.ts,0
top1k-typed-nodeps,tapable,lib/HookMap.ts,0
top1k-typed-nodeps,tapable,lib/MultiHook.ts,0
top1k-typed-nodeps,tapable,lib/SyncBailHook.ts,7
top1k-typed-nodeps,tapable,lib/SyncHook.ts,7
top1k-typed-nodeps,tapable,lib/SyncLoopHook.ts,7
top1k-typed-nodeps,tapable,lib/SyncWaterfallHook.ts,7
top1k-typed-nodeps,tapable,lib/index.ts,0
top1k-typed-nodeps,tapable,lib/util-browser.ts,0
top1k-typed-nodeps,throat,index.ts,8
top1k-typed-nodeps,throat,perf.ts,0
top1k-typed-nodeps,through,index.ts,2
top1k-typed-nodeps,tmpl,lib/tmpl.ts,1
top1k-typed-nodeps,to-fast-properties,index.ts,3
top1k-typed-nodeps,trim-newlines,index.ts,0
top1k-typed-nodeps,tslib,modules/index.ts,1
top1k-typed-nodeps,tslib,tslib.es6.ts,29
top1k-typed-nodeps,tslib,tslib.ts,31
top1k-typed-nodeps,tweetnacl,nacl-fast.min.ts,0
top1k-typed-nodeps,tweetnacl,nacl-fast.ts,1
top1k-typed-nodeps,tweetnacl,nacl.min.ts,0
top1k-typed-nodeps,tweetnacl,nacl.ts,1
top1k-typed-nodeps,type,array/ensure.ts,0
top1k-typed-nodeps,type,array/is.ts,1
top1k-typed-nodeps,type,array-length/coerce.ts,0
top1k-typed-nodeps,type,array-length/ensure.ts,1
top1k-typed-nodeps,type,array-like/ensure.ts,1
top1k-typed-nodeps,type,array-like/is.ts,1
top1k-typed-nodeps,type,big-int/coerce.ts,0
top1k-typed-nodeps,type,big-int/ensure.ts,0
top1k-typed-nodeps,type,commitlint.config.ts,0
top1k-typed-nodeps,type,constructor/ensure.ts,0
top1k-typed-nodeps,type,constructor/is.ts,0
top1k-typed-nodeps,type,date/ensure.ts,0
top1k-typed-nodeps,type,date/is.ts,0
top1k-typed-nodeps,type,ensure.ts,0
top1k-typed-nodeps,type,error/ensure.ts,0
top1k-typed-nodeps,type,error/is.ts,0
top1k-typed-nodeps,type,finite/coerce.ts,0
top1k-typed-nodeps,type,finite/ensure.ts,1
top1k-typed-nodeps,type,function/ensure.ts,0
top1k-typed-nodeps,type,function/is.ts,2
top1k-typed-nodeps,type,integer/coerce.ts,0
top1k-typed-nodeps,type,integer/ensure.ts,1
top1k-typed-nodeps,type,iterable/ensure.ts,0
top1k-typed-nodeps,type,iterable/is.ts,0
top1k-typed-nodeps,type,lib/ensure/min.ts,0
top1k-typed-nodeps,type,lib/is-to-string-tag-supported.ts,0
top1k-typed-nodeps,type,lib/resolve-error-message.ts,0
top1k-typed-nodeps,type,lib/resolve-exception.ts,0
top1k-typed-nodeps,type,lib/safe-to-string.ts,0
top1k-typed-nodeps,type,lib/to-short-string.ts,4
top1k-typed-nodeps,type,map/ensure.ts,0
top1k-typed-nodeps,type,map/is.ts,0
top1k-typed-nodeps,type,natural-number/coerce.ts,0
top1k-typed-nodeps,type,natural-number/ensure.ts,1
top1k-typed-nodeps,type,number/coerce.ts,0
top1k-typed-nodeps,type,number/ensure.ts,1
top1k-typed-nodeps,type,object/ensure.ts,0
top1k-typed-nodeps,type,object/is.ts,1
top1k-typed-nodeps,type,plain-function/ensure.ts,0
top1k-typed-nodeps,type,plain-function/is.ts,0
top1k-typed-nodeps,type,plain-object/ensure.ts,0
top1k-typed-nodeps,type,plain-object/is.ts,2
top1k-typed-nodeps,type,promise/ensure.ts,0
top1k-typed-nodeps,type,promise/is.ts,0
top1k-typed-nodeps,type,prototype/is.ts,0
top1k-typed-nodeps,type,reg-exp/ensure.ts,0
top1k-typed-nodeps,type,reg-exp/is.ts,1
top1k-typed-nodeps,type,safe-integer/coerce.ts,0
top1k-typed-nodeps,type,safe-integer/ensure.ts,1
top1k-typed-nodeps,type,set/ensure.ts,0
top1k-typed-nodeps,type,set/is.ts,0
top1k-typed-nodeps,type,string/coerce.ts,0
top1k-typed-nodeps,type,string/ensure.ts,1
top1k-typed-nodeps,type,thenable/ensure.ts,0
top1k-typed-nodeps,type,thenable/is.ts,0
top1k-typed-nodeps,type,time-value/coerce.ts,0
top1k-typed-nodeps,type,time-value/ensure.ts,1
top1k-typed-nodeps,type,value/ensure.ts,0
top1k-typed-nodeps,type,value/is.ts,1
top1k-typed-nodeps,typedarray-to-buffer,index.ts,0
top1k-typed-nodeps,universalify,index.ts,0
top1k-typed-nodeps,urix,index.ts,1
top1k-typed-nodeps,util-deprecate,browser.ts,2
top1k-typed-nodeps,util-deprecate,node.ts,0
top1k-typed-nodeps,utils-merge,index.ts,0
top1k-typed-nodeps,uuid,examples/benchmark/benchmark.ts,0
top1k-typed-nodeps,uuid,examples/benchmark/browser.ts,0
top1k-typed-nodeps,uuid,examples/benchmark/node.ts,0
top1k-typed-nodeps,uuid,examples/browser-esmodules/example.ts,0
top1k-typed-nodeps,uuid,examples/browser-rollup/example-all.ts,0
top1k-typed-nodeps,uuid,examples/browser-rollup/example-v1.ts,0
top1k-typed-nodeps,uuid,examples/browser-rollup/example-v4.ts,0
top1k-typed-nodeps,uuid,examples/browser-rollup/rollup.config.ts,0
top1k-typed-nodeps,uuid,examples/browser-rollup/size-v1.ts,0
top1k-typed-nodeps,uuid,examples/browser-rollup/size-v3.ts,0
top1k-typed-nodeps,uuid,examples/browser-rollup/size-v4.ts,0
top1k-typed-nodeps,uuid,examples/browser-rollup/size-v5.ts,0
top1k-typed-nodeps,uuid,examples/browser-webpack/example-all-require.ts,0
top1k-typed-nodeps,uuid,examples/browser-webpack/example-all.ts,0
top1k-typed-nodeps,uuid,examples/browser-webpack/example-v1.ts,0
top1k-typed-nodeps,uuid,examples/browser-webpack/example-v4.ts,0
top1k-typed-nodeps,uuid,examples/browser-webpack/size-v1.ts,0
top1k-typed-nodeps,uuid,examples/browser-webpack/size-v3.ts,0
top1k-typed-nodeps,uuid,examples/browser-webpack/size-v4.ts,0
top1k-typed-nodeps,uuid,examples/browser-webpack/size-v5.ts,0
top1k-typed-nodeps,uuid,examples/browser-webpack/webpack.config.ts,0
top1k-typed-nodeps,uuid,examples/node-commonjs/example.ts,0
top1k-typed-nodeps,uuid,examples/node-webpack/example-all.ts,0
top1k-typed-nodeps,uuid,examples/node-webpack/example-v1.ts,0
top1k-typed-nodeps,uuid,examples/node-webpack/example-v4.ts,0
top1k-typed-nodeps,uuid,examples/node-webpack/webpack.config.ts,0
top1k-typed-nodeps,uuid,examples/utils/testpage.ts,0
top1k-typed-nodeps,uuid,prettier.config.ts,0
top1k-typed-nodeps,uuid,src/index.ts,0
top1k-typed-nodeps,uuid,src/md5-browser.ts,0
top1k-typed-nodeps,uuid,src/md5.ts,0
top1k-typed-nodeps,uuid,src/native-browser.ts,0
top1k-typed-nodeps,uuid,src/native.ts,0
top1k-typed-nodeps,uuid,src/nil.ts,0
top1k-typed-nodeps,uuid,src/parse.ts,0
top1k-typed-nodeps,uuid,src/regex.ts,0
top1k-typed-nodeps,uuid,src/rng-browser.ts,0
top1k-typed-nodeps,uuid,src/rng.ts,0
top1k-typed-nodeps,uuid,src/sha1-browser.ts,0
top1k-typed-nodeps,uuid,src/sha1.ts,0
top1k-typed-nodeps,uuid,src/stringify.ts,2
top1k-typed-nodeps,uuid,src/uuid-bin.ts,0
top1k-typed-nodeps,uuid,src/v1.ts,0
top1k-typed-nodeps,uuid,src/v3.ts,0
top1k-typed-nodeps,uuid,src/v35.ts,0
top1k-typed-nodeps,uuid,src/v4.ts,0
top1k-typed-nodeps,uuid,src/v5.ts,0
top1k-typed-nodeps,uuid,src/validate.ts,0
top1k-typed-nodeps,uuid,src/version.ts,0
top1k-typed-nodeps,uuid,wdio.conf.ts,0
top1k-typed-nodeps,vary,benchmark/append.ts,1
top1k-typed-nodeps,vary,benchmark/index.ts,0
top1k-typed-nodeps,vary,index.ts,7
top1k-typed-nodeps,webidl-conversions,lib/index.ts,24
top1k-typed-nodeps,webpack-sources,.eslintrc.ts,0
top1k-typed-nodeps,webpack-sources,.prettierrc.ts,0
top1k-typed-nodeps,webpack-sources,lib/CachedSource.ts,4
top1k-typed-nodeps,webpack-sources,lib/CompatSource.ts,1
top1k-typed-nodeps,webpack-sources,lib/ConcatSource.ts,5
top1k-typed-nodeps,webpack-sources,lib/OriginalSource.ts,6
top1k-typed-nodeps,webpack-sources,lib/PrefixSource.ts,5
top1k-typed-nodeps,webpack-sources,lib/RawSource.ts,3
top1k-typed-nodeps,webpack-sources,lib/ReplaceSource.ts,14
top1k-typed-nodeps,webpack-sources,lib/SizeOnlySource.ts,1
top1k-typed-nodeps,webpack-sources,lib/Source.ts,2
top1k-typed-nodeps,webpack-sources,lib/SourceMapSource.ts,5
top1k-typed-nodeps,webpack-sources,lib/helpers/__mocks__/createMappingsSerializer.ts,2
top1k-typed-nodeps,webpack-sources,lib/helpers/createMappingsSerializer.ts,3
top1k-typed-nodeps,webpack-sources,lib/helpers/getFromStreamChunks.ts,1
top1k-typed-nodeps,webpack-sources,lib/helpers/getGeneratedSourceInfo.ts,1
top1k-typed-nodeps,webpack-sources,lib/helpers/getName.ts,0
top1k-typed-nodeps,webpack-sources,lib/helpers/getSource.ts,1
top1k-typed-nodeps,webpack-sources,lib/helpers/readMappings.ts,4
top1k-typed-nodeps,webpack-sources,lib/helpers/splitIntoLines.ts,1
top1k-typed-nodeps,webpack-sources,lib/helpers/splitIntoPotentialTokens.ts,1
top1k-typed-nodeps,webpack-sources,lib/helpers/streamAndGetSourceAndMap.ts,3
top1k-typed-nodeps,webpack-sources,lib/helpers/streamChunks.ts,2
top1k-typed-nodeps,webpack-sources,lib/helpers/streamChunksOfCombinedSourceMap.ts,3
top1k-typed-nodeps,webpack-sources,lib/helpers/streamChunksOfRawSource.ts,3
top1k-typed-nodeps,webpack-sources,lib/helpers/streamChunksOfSourceMap.ts,4
top1k-typed-nodeps,webpack-sources,lib/index.ts,0
top1k-typed-nodeps,whatwg-mimetype,lib/mime-type-parameters.ts,15
top1k-typed-nodeps,whatwg-mimetype,lib/mime-type.ts,21
top1k-typed-nodeps,whatwg-mimetype,lib/parser.ts,3
top1k-typed-nodeps,whatwg-mimetype,lib/serializer.ts,1
top1k-typed-nodeps,whatwg-mimetype,lib/utils.ts,0
top1k-typed-nodeps,whatwg-mimetype,scripts/get-latest-platform-tests.ts,2
top1k-typed-nodeps,word-wrap,index.ts,8
top1k-typed-nodeps,ws,bench/parser.benchmark.ts,10
top1k-typed-nodeps,ws,bench/sender.benchmark.ts,9
top1k-typed-nodeps,ws,bench/speed.ts,15
top1k-typed-nodeps,ws,browser.ts,0
top1k-typed-nodeps,ws,examples/express-session-parse/index.ts,13
top1k-typed-nodeps,ws,examples/express-session-parse/public/app.ts,4
top1k-typed-nodeps,ws,examples/server-stats/index.ts,7
top1k-typed-nodeps,ws,examples/ssl.ts,8
top1k-typed-nodeps,ws,index.ts,8
top1k-typed-nodeps,ws,lib/buffer-util.ts,12
top1k-typed-nodeps,ws,lib/constants.ts,0
top1k-typed-nodeps,ws,lib/event-target.ts,21
top1k-typed-nodeps,ws,lib/extension.ts,8
top1k-typed-nodeps,ws,lib/limiter.ts,11
top1k-typed-nodeps,ws,lib/permessage-deflate.ts,92
top1k-typed-nodeps,ws,lib/receiver.ts,35
top1k-typed-nodeps,ws,lib/sender.ts,59
top1k-typed-nodeps,ws,lib/stream.ts,17
top1k-typed-nodeps,ws,lib/subprotocol.ts,4
top1k-typed-nodeps,ws,lib/validation.ts,2
top1k-typed-nodeps,ws,lib/websocket-server.ts,24
top1k-typed-nodeps,ws,lib/websocket.ts,70
top1k-typed-nodeps,xml-name-validator,lib/xml-name-validator.ts,0
top1k-typed-nodeps,xml-name-validator,scripts/benchmark.ts,0
top1k-typed-nodeps,xtend,immutable.ts,1
top1k-typed-nodeps,xtend,mutable.ts,1
top1k-typed-nodeps,yallist,.github/workflows/package-json-repo.ts,0
top1k-typed-nodeps,yallist,iterator.ts,1
top1k-typed-nodeps,yallist,yallist.ts,37
top1k-typed-nodeps,yocto-queue,index.ts,0
top1k-typed-nodeps-es6,@xtuc_long,index.ts,68
top1k-typed-nodeps-es6,abab,index.ts,0
top1k-typed-nodeps-es6,abab,karma.conf.ts,2
top1k-typed-nodeps-es6,abab,lib/atob.ts,1
top1k-typed-nodeps-es6,abab,lib/btoa.ts,0
top1k-typed-nodeps-es6,abbrev,abbrev.ts,2
top1k-typed-nodeps-es6,acorn-jsx,index.ts,176
top1k-typed-nodeps-es6,acorn-jsx,xhtml.ts,0
top1k-typed-nodeps-es6,ansi-colors,bench/colors.ts,5
top1k-typed-nodeps-es6,ansi-colors,bench/dryrun.ts,2
top1k-typed-nodeps-es6,ansi-colors,bench/index.ts,0
top1k-typed-nodeps-es6,ansi-colors,bench/load-ansi-colors.ts,0
top1k-typed-nodeps-es6,ansi-colors,bench/load-chalk.ts,0
top1k-typed-nodeps-es6,ansi-colors,examples/alias.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/chained.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/colors.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/nested.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/nesting-bug.ts,4
top1k-typed-nodeps-es6,ansi-colors,examples/ok.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/readme-examples.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/screenshot-table.ts,2
top1k-typed-nodeps-es6,ansi-colors,examples/screenshot.ts,2
top1k-typed-nodeps-es6,ansi-colors,examples/styles.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/theme-custom-fn.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/theme.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/theme2.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/unstyle.ts,1
top1k-typed-nodeps-es6,ansi-colors,index.ts,25
top1k-typed-nodeps-es6,ansi-colors,symbols.ts,0
top1k-typed-nodeps-es6,ansi-regex,fixtures/ansi-codes.ts,0
top1k-typed-nodeps-es6,ansi-regex,fixtures/view-codes.ts,0
top1k-typed-nodeps-es6,ansi-regex,index.ts,1
top1k-typed-nodeps-es6,ansi-styles,index.ts,18
top1k-typed-nodeps-es6,ansi-styles,screenshot.ts,3
top1k-typed-nodeps-es6,argparse,argparse.ts,5
top1k-typed-nodeps-es6,argparse,lib/sub.ts,0
top1k-typed-nodeps-es6,argparse,lib/textwrap.ts,2
top1k-typed-nodeps-es6,arr-diff,benchmark/check.ts,6
top1k-typed-nodeps-es6,arr-diff,benchmark/code/arr-diff-3.0.0.ts,1
top1k-typed-nodeps-es6,arr-diff,benchmark/code/arr-diff-4.0.0.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/array-differ.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/filter.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/for-negative.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/for.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/forEach.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/reduce-concat.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/reduce-push.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/while-arguments.ts,1
top1k-typed-nodeps-es6,arr-diff,benchmark/code/while-indexof.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/while-multi-unshift.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/while-multi.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/while-push.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/while-splice-args.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/while-splice-for.ts,1
top1k-typed-nodeps-es6,arr-diff,benchmark/code/while-splice-pop-flatten.ts,1
top1k-typed-nodeps-es6,arr-diff,benchmark/code/while-splice-pop.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/while-splice-recurse.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/while-splice.ts,1
top1k-typed-nodeps-es6,arr-diff,benchmark/code/while-unshift.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/fixtures/long-dupes.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/fixtures/long.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/fixtures/med-short.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/fixtures/med.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/fixtures/short.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/index.ts,2
top1k-typed-nodeps-es6,arr-diff,index.ts,1
top1k-typed-nodeps-es6,arr-union,benchmark/check.ts,5
top1k-typed-nodeps-es6,arr-union,benchmark/code/2-1-0.ts,1
top1k-typed-nodeps-es6,arr-union,benchmark/code/array-union.ts,0
top1k-typed-nodeps-es6,arr-union,benchmark/code/concat-apply.ts,1
top1k-typed-nodeps-es6,arr-union,benchmark/code/current.ts,0
top1k-typed-nodeps-es6,arr-union,benchmark/code/for-concat.ts,2
top1k-typed-nodeps-es6,arr-union,benchmark/code/for-each.ts,1
top1k-typed-nodeps-es6,arr-union,benchmark/code/for-in.ts,0
top1k-typed-nodeps-es6,arr-union,benchmark/code/for.ts,2
top1k-typed-nodeps-es6,arr-union,benchmark/code/reduce.ts,3
top1k-typed-nodeps-es6,arr-union,benchmark/code/while-concat-push.ts,0
top1k-typed-nodeps-es6,arr-union,benchmark/code/while-concat.ts,1
top1k-typed-nodeps-es6,arr-union,benchmark/code/while-continue-for.ts,1
top1k-typed-nodeps-es6,arr-union,benchmark/code/while-for-unique.ts,2
top1k-typed-nodeps-es6,arr-union,benchmark/code/while-for.ts,1
top1k-typed-nodeps-es6,arr-union,benchmark/code/while-push-apply.ts,2
top1k-typed-nodeps-es6,arr-union,benchmark/code/while-seen.ts,0
top1k-typed-nodeps-es6,arr-union,benchmark/code/while-while-unique.ts,2
top1k-typed-nodeps-es6,arr-union,benchmark/code/while-while.ts,2
top1k-typed-nodeps-es6,arr-union,benchmark/fixtures/five-arrays.ts,0
top1k-typed-nodeps-es6,arr-union,benchmark/fixtures/ten-arrays.ts,0
top1k-typed-nodeps-es6,arr-union,benchmark/fixtures/two-arrays.ts,0
top1k-typed-nodeps-es6,arr-union,benchmark/index.ts,1
top1k-typed-nodeps-es6,arr-union,index.ts,0
top1k-typed-nodeps-es6,array-union,index.ts,0
top1k-typed-nodeps-es6,array-uniq,index.ts,0
top1k-typed-nodeps-es6,array-unique,benchmark/code/filter.ts,0
top1k-typed-nodeps-es6,array-unique,benchmark/code/for-in.ts,0
top1k-typed-nodeps-es6,array-unique,benchmark/code/linear-search-01.ts,0
top1k-typed-nodeps-es6,array-unique,benchmark/code/set-immutable.ts,0
top1k-typed-nodeps-es6,array-unique,benchmark/code/set.ts,0
top1k-typed-nodeps-es6,array-unique,benchmark/code/while-hash.ts,0
top1k-typed-nodeps-es6,array-unique,benchmark/code/while.ts,0
top1k-typed-nodeps-es6,array-unique,benchmark/fixtures/long.ts,0
top1k-typed-nodeps-es6,array-unique,benchmark/fixtures/med.ts,0
top1k-typed-nodeps-es6,array-unique,benchmark/fixtures/short.ts,0
top1k-typed-nodeps-es6,array-unique,benchmark/index.ts,1
top1k-typed-nodeps-es6,array-unique,benchmark/randomize.ts,0
top1k-typed-nodeps-es6,array-unique,index.ts,0
top1k-typed-nodeps-es6,arrify,index.ts,0
top1k-typed-nodeps-es6,assert-plus,assert.ts,4
top1k-typed-nodeps-es6,astral-regex,index.ts,0
top1k-typed-nodeps-es6,atob,bin/atob.ts,0
top1k-typed-nodeps-es6,atob,browser-atob.ts,3
top1k-typed-nodeps-es6,atob,node-atob.ts,0
top1k-typed-nodeps-es6,aws4,aws4.ts,39
top1k-typed-nodeps-es6,aws4,browser/index.ts,1
top1k-typed-nodeps-es6,aws4,example.ts,6
top1k-typed-nodeps-es6,aws4,lru.ts,6
top1k-typed-nodeps-es6,balanced-match,example.ts,2
top1k-typed-nodeps-es6,balanced-match,index.ts,9
top1k-typed-nodeps-es6,base64-js,base64js.min.ts,9
top1k-typed-nodeps-es6,base64-js,bench/basic.ts,1
top1k-typed-nodeps-es6,base64-js,bench/bench.ts,3
top1k-typed-nodeps-es6,base64-js,index.ts,9
top1k-typed-nodeps-es6,big.js,big.ts,116
top1k-typed-nodeps-es6,big.js,perf/bigtime.ts,17
top1k-typed-nodeps-es6,big.js,perf/lib/bigdecimal_GWT/bigdecimal.ts,955
top1k-typed-nodeps-es6,big.js,perf/lib/bigdecimal_GWT/bugs.ts,1
top1k-typed-nodeps-es6,big.js,perf/lib/bigdecimal_ICU4J/BigDecimal-all-last.min.ts,73
top1k-typed-nodeps-es6,big.js,perf/lib/bigdecimal_ICU4J/BigDecimal-all-last.ts,62
top1k-typed-nodeps-es6,binary-extensions,index.ts,0
top1k-typed-nodeps-es6,bn.js,benchmarks/index.ts,144
top1k-typed-nodeps-es6,bn.js,lib/bn.ts,388
top1k-typed-nodeps-es6,bn.js,util/genCombMulTo.ts,1
top1k-typed-nodeps-es6,bn.js,util/genCombMulTo10.ts,1
