"System","Dataset","Package","File","Number of anys","Number of any[]","Number of Function","Total annotations"
SantaCoder,top1k-typed-nodeps,lodash,findLastKey.ts,2,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,first.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,flatMap.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,flatMapDeep.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,flatMapDepth.ts,0,1,1,3
SantaCoder,top1k-typed-nodeps,lodash,flatten.ts,0,1,0,1
SantaCoder,top1k-typed-nodeps,lodash,flattenDeep.ts,0,1,0,1
SantaCoder,top1k-typed-nodeps,lodash,flattenDepth.ts,0,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,flip.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,floor.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,flow.ts,0,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,flowRight.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,forEach.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,forEachRight.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,forOwn.ts,1,0,1,2
SantaCoder,top1k-typed-nodeps,lodash,forOwnRight.ts,1,0,1,2
SantaCoder,top1k-typed-nodeps,lodash,fromEntries.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,functions.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,get.ts,2,0,0,3
SantaCoder,top1k-typed-nodeps,lodash,groupBy.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,gt.ts,2,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,gte.ts,2,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,has.ts,1,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,hasIn.ts,1,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,hasPath.ts,1,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,hasPathIn.ts,1,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,head.ts,0,1,0,1
SantaCoder,top1k-typed-nodeps,lodash,inRange.ts,0,0,0,3
SantaCoder,top1k-typed-nodeps,lodash,indexOf.ts,1,1,0,3
SantaCoder,top1k-typed-nodeps,lodash,initial.ts,0,1,0,1
SantaCoder,top1k-typed-nodeps,lodash,intersection.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,intersectionBy.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,intersectionWith.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,invert.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,invertBy.ts,0,0,1,2
SantaCoder,top1k-typed-nodeps,lodash,invoke.ts,1,1,0,3
SantaCoder,top1k-typed-nodeps,lodash,invokeMap.ts,0,2,0,3
SantaCoder,top1k-typed-nodeps,lodash,isArguments.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isArrayBuffer.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,isArrayLike.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isArrayLikeObject.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isBoolean.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isBuffer.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,isDate.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,isElement.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isEmpty.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isEqualWith.ts,2,0,1,3
SantaCoder,top1k-typed-nodeps,lodash,isError.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isFunction.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isLength.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isMap.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,isMatch.ts,2,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,isMatchWith.ts,2,0,1,3
SantaCoder,top1k-typed-nodeps,lodash,isNative.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isNil.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isNull.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isNumber.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isObject.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isObjectLike.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isPlainObject.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isRegExp.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,isSet.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,isString.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isSymbol.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isTypedArray.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,isUndefined.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isWeakMap.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,isWeakSet.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,kebabCase.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,keyBy.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,keys.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,keysIn.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,last.ts,0,1,0,1
SantaCoder,top1k-typed-nodeps,lodash,lastIndexOf.ts,2,1,0,3
SantaCoder,top1k-typed-nodeps,lodash,lowerCase.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,lowerFirst.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,lt.ts,2,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,lte.ts,2,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,map.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,mapKey.ts,1,0,1,2
SantaCoder,top1k-typed-nodeps,lodash,mapObject.ts,0,0,1,2
SantaCoder,top1k-typed-nodeps,lodash,mapValue.ts,0,0,1,2
SantaCoder,top1k-typed-nodeps,lodash,matches.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,matchesProperty.ts,1,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,maxBy.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,mean.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,meanBy.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,memoize.ts,0,1,2,3
SantaCoder,top1k-typed-nodeps,lodash,merge.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,mergeWith.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,method.ts,0,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,methodOf.ts,1,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,minBy.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,multiply.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,negate.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,nth.ts,0,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,nthArg.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,once.ts,0,0,1,1
SantaCoder,top1k-typed-nodeps,lodash,orderBy.ts,3,0,0,3
SantaCoder,top1k-typed-nodeps,lodash,over.ts,0,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,overArgs.ts,0,1,1,3
SantaCoder,top1k-typed-nodeps,lodash,overEvery.ts,0,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,overSome.ts,0,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,pad.ts,0,0,0,3
SantaCoder,top1k-typed-nodeps,lodash,padEnd.ts,0,0,0,3
SantaCoder,top1k-typed-nodeps,lodash,padStart.ts,0,0,0,3
SantaCoder,top1k-typed-nodeps,lodash,parseInt.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,partition.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,pick.ts,1,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,pickBy.ts,2,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,property.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,propertyOf.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,pull.ts,0,2,0,2
SantaCoder,top1k-typed-nodeps,lodash,pullAll.ts,0,2,0,2
SantaCoder,top1k-typed-nodeps,lodash,pullAllBy.ts,0,2,1,3
SantaCoder,top1k-typed-nodeps,lodash,pullAllWith.ts,0,2,0,3
SantaCoder,top1k-typed-nodeps,lodash,pullAt.ts,0,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,random.ts,0,0,0,3
SantaCoder,top1k-typed-nodeps,lodash,range.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,rangeRight.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,reduce.ts,1,1,1,3
SantaCoder,top1k-typed-nodeps,lodash,reduceRight.ts,1,1,1,3
SantaCoder,top1k-typed-nodeps,lodash,reject.ts,1,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,remove.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,repeat.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,replace.ts,0,1,0,1
SantaCoder,top1k-typed-nodeps,lodash,result.ts,2,0,0,3
SantaCoder,top1k-typed-nodeps,lodash,round.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,sample.ts,0,1,0,1
SantaCoder,top1k-typed-nodeps,lodash,sampleSize.ts,0,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,set.ts,3,0,0,3
SantaCoder,top1k-typed-nodeps,lodash,setWith.ts,3,1,0,4
SantaCoder,top1k-typed-nodeps,lodash,shuffle.ts,0,1,0,1
SantaCoder,top1k-typed-nodeps,lodash,size.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,slice.ts,0,1,0,3
SantaCoder,top1k-typed-nodeps,lodash,snakeCase.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,some.ts,1,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,someValue.ts,2,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,sortedIndex.ts,1,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,sortedIndexBy.ts,2,1,0,3
SantaCoder,top1k-typed-nodeps,lodash,sortedIndexOf.ts,1,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,sortedLastIndex.ts,1,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,sortedLastIndexBy.ts,1,1,1,3
SantaCoder,top1k-typed-nodeps,lodash,sortedLastIndexOf.ts,1,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,sortedUniq.ts,0,1,0,1
SantaCoder,top1k-typed-nodeps,lodash,sortedUniqBy.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,split.ts,0,0,0,3
SantaCoder,top1k-typed-nodeps,lodash,startCase.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,startsWith.ts,0,0,0,3
SantaCoder,top1k-typed-nodeps,lodash,subtract.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,sum.ts,0,1,0,1
SantaCoder,top1k-typed-nodeps,lodash,sumBy.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,tail.ts,0,1,0,1
SantaCoder,top1k-typed-nodeps,lodash,take.ts,0,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,takeRight.ts,0,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,takeRightWhile.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,takeWhile.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,throttle.ts,0,0,1,3
SantaCoder,top1k-typed-nodeps,lodash,times.ts,0,0,1,2
SantaCoder,top1k-typed-nodeps,lodash,toArray.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,toFinite.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,toInteger.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,toLength.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,toNumber.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,toPath.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,toPlainObject.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,toSafeInteger.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,toString.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,transform.ts,2,0,1,3
SantaCoder,top1k-typed-nodeps,lodash,trim.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,trimEnd.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,trimStart.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,truncate.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,unescape.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,union.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,unionBy.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,unionWith.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,uniq.ts,0,1,0,1
SantaCoder,top1k-typed-nodeps,lodash,uniqBy.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,uniqWith.ts,0,2,0,2
SantaCoder,top1k-typed-nodeps,lodash,uniqueId.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,unset.ts,1,0,0,2
SantaCoder,top1k-typed-nodeps,lodash,unzip.ts,0,1,0,1
SantaCoder,top1k-typed-nodeps,lodash,unzipWith.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,lodash,update.ts,3,0,0,3
SantaCoder,top1k-typed-nodeps,lodash,updateWith.ts,3,1,0,4
SantaCoder,top1k-typed-nodeps,lodash,upperCase.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,upperFirst.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,lodash,values.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,without.ts,0,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,words.ts,0,0,0,3
SantaCoder,top1k-typed-nodeps,lodash,xor.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,xorBy.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,xorWith.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,zip.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,lodash,zipObject.ts,0,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,zipObjectDeep.ts,0,1,0,2
SantaCoder,top1k-typed-nodeps,lodash,zipWith.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,loglevel,Gruntfile.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,loglevel,dist/loglevel.min.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,loglevel,dist/loglevel.ts,4,0,0,23
SantaCoder,top1k-typed-nodeps,loglevel,lib/loglevel.ts,4,0,0,23
SantaCoder,top1k-typed-nodeps,lowercase-keys,index.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,make-error,.eslintrc.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,make-error,index.ts,1,0,2,7
SantaCoder,top1k-typed-nodeps,map-obj,index.ts,0,0,0,3
SantaCoder,top1k-typed-nodeps,media-typer,index.ts,1,0,0,6
SantaCoder,top1k-typed-nodeps,merge-descriptors,index.ts,0,0,0,4
SantaCoder,top1k-typed-nodeps,merge-stream,index.ts,1,0,0,4
SantaCoder,top1k-typed-nodeps,merge2,index.ts,0,0,0,5
SantaCoder,top1k-typed-nodeps,methods,index.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,mime,Mime.ts,0,0,0,5
SantaCoder,top1k-typed-nodeps,mime,cli.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mime,index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mime,lite.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mime,src/benchmark.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,mime,src/build.ts,1,0,0,5
SantaCoder,top1k-typed-nodeps,mime,types/other.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mime,types/standard.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mime-db,index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mime-db,scripts/build.ts,2,0,0,14
SantaCoder,top1k-typed-nodeps,mime-db,scripts/fetch-apache.ts,2,1,0,9
SantaCoder,top1k-typed-nodeps,mime-db,scripts/fetch-iana.ts,6,1,0,35
SantaCoder,top1k-typed-nodeps,mime-db,scripts/fetch-nginx.ts,1,0,0,9
SantaCoder,top1k-typed-nodeps,mime-db,scripts/lib/write-db.ts,1,0,0,14
SantaCoder,top1k-typed-nodeps,mime-db,scripts/version-history.ts,0,0,0,4
SantaCoder,top1k-typed-nodeps,mimic-fn,index.ts,0,0,2,5
SantaCoder,top1k-typed-nodeps,mimic-response,index.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,min-indent,index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,minimalistic-assert,index.ts,3,0,0,5
SantaCoder,top1k-typed-nodeps,mkdirp,.github/workflows/package-json-repo.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mkdirp,bin/cmd.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mkdirp,index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mkdirp,lib/find-made.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mkdirp,lib/mkdirp-manual.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mkdirp,lib/mkdirp-native.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mkdirp,lib/opts-arg.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mkdirp,lib/path-arg.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mkdirp,lib/use-native.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mkdirp,map.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,mute-stream,mute.ts,1,0,0,7
SantaCoder,top1k-typed-nodeps,nanocolors,index.browser.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,nanocolors,index.ts,0,0,0,6
SantaCoder,top1k-typed-nodeps,nanoid,async/index.browser.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,nanoid,async/index.native.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,nanoid,async/index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,nanoid,bin/nanoid.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,nanoid,index.browser.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,nanoid,index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,nanoid,nanoid.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,nanoid,non-secure/index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,nanoid,url-alphabet/index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,natural-compare,index.ts,0,0,0,5
SantaCoder,top1k-typed-nodeps,negotiator,examples/accept.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,negotiator,examples/charset.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,negotiator,examples/encoding.ts,0,0,0,3
SantaCoder,top1k-typed-nodeps,negotiator,examples/language.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,negotiator,index.ts,0,0,0,9
SantaCoder,top1k-typed-nodeps,negotiator,lib/charset.ts,0,0,0,18
SantaCoder,top1k-typed-nodeps,negotiator,lib/encoding.ts,0,0,0,18
SantaCoder,top1k-typed-nodeps,negotiator,lib/language.ts,0,0,0,18
SantaCoder,top1k-typed-nodeps,negotiator,lib/mediaType.ts,2,0,0,23
SantaCoder,top1k-typed-nodeps,next-tick,index.ts,3,0,3,6
SantaCoder,top1k-typed-nodeps,nice-try,src/index.ts,1,0,1,2
SantaCoder,top1k-typed-nodeps,node-int64,Int64.ts,2,0,0,12
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/code/current.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/code/no-regex.ts,0,0,0,4
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/code/node-path.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/code/regex.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/code/slice-trailing.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/code/split.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/code/v2.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/code/while.ts,0,0,0,3
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/fixtures/long.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/fixtures/short.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/fixtures/single.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/fixtures/trailing.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/fixtures/unix.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/fixtures/win.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/fixtures/win32-namespace.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,normalize-path,benchmark/index.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,normalize-path,example.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,normalize-path,index.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,normalize-url,index.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,number-is-nan,index.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,nwsapi,build/packer/base2.ts,49,7,39,257
SantaCoder,top1k-typed-nodeps,nwsapi,build/packer/packer.ts,0,0,1,68
SantaCoder,top1k-typed-nodeps,nwsapi,build/scripts/nwpacker.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,nwsapi,src/modules/nwsapi-jquery.ts,2,0,2,10
SantaCoder,top1k-typed-nodeps,nwsapi,src/modules/nwsapi-traversal.ts,1,0,0,12
SantaCoder,top1k-typed-nodeps,nwsapi,src/nwsapi.ts,12,0,13,93
SantaCoder,top1k-typed-nodeps,object-assign,bench.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,object-assign,index.ts,3,0,0,5
SantaCoder,top1k-typed-nodeps,object-inspect,example/all.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,object-inspect,example/circular.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,object-inspect,example/fn.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,object-inspect,example/inspect.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,object-inspect,index.ts,28,4,1,55
SantaCoder,top1k-typed-nodeps,object-inspect,util.inspect.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,object-keys,implementation.ts,3,0,0,3
SantaCoder,top1k-typed-nodeps,object-keys,index.ts,2,0,0,2
SantaCoder,top1k-typed-nodeps,object-keys,isArguments.ts,1,0,0,1
SantaCoder,top1k-typed-nodeps,on-headers,index.ts,0,0,3,10
SantaCoder,top1k-typed-nodeps,on-headers,scripts/version-history.ts,0,0,0,4
SantaCoder,top1k-typed-nodeps,os-homedir,index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,os-tmpdir,index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,p-cancelable,index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,p-each-series,index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,p-timeout,index.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,p-try,index.ts,0,1,1,2
SantaCoder,top1k-typed-nodeps,parseurl,benchmark/fullurl.ts,2,0,0,3
SantaCoder,top1k-typed-nodeps,parseurl,benchmark/index.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,parseurl,benchmark/pathquery.ts,2,0,0,3
SantaCoder,top1k-typed-nodeps,parseurl,benchmark/samerequest.ts,2,0,0,3
SantaCoder,top1k-typed-nodeps,parseurl,benchmark/simplepath.ts,2,0,0,3
SantaCoder,top1k-typed-nodeps,parseurl,benchmark/slash.ts,2,0,0,3
SantaCoder,top1k-typed-nodeps,parseurl,index.ts,0,0,0,5
SantaCoder,top1k-typed-nodeps,pascalcase,index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,path-browserify,index.ts,0,0,0,16
SantaCoder,top1k-typed-nodeps,path-exists,index.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,path-is-absolute,index.ts,0,0,0,2
SantaCoder,top1k-typed-nodeps,path-is-inside,lib/path-is-inside.ts,0,0,0,3
SantaCoder,top1k-typed-nodeps,path-key,index.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,path-parse,index.ts,0,0,0,4
SantaCoder,top1k-typed-nodeps,path-parse,redos.ts,0,0,0,1
SantaCoder,top1k-typed-nodeps,path-type,index.ts,0,0,0,6
SantaCoder,top1k-typed-nodeps,picomatch,bench/first-match-minimatch.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,bench/first-match-picomatch.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,bench/glob-parent.ts,1,0,0,2
SantaCoder,top1k-typed-nodeps,picomatch,bench/index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,bench/load-time.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,examples/extglob-negated.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,examples/extglob.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,examples/makeRe.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,examples/match.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,examples/option-expandRange.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,examples/option-ignore.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,examples/option-onIgnore.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,examples/option-onMatch.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,examples/option-onResult.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,examples/regex-quantifier.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,examples/scan.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,examples/windows.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,index.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,lib/constants.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,lib/parse.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,lib/picomatch.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,lib/scan.ts,0,0,0,0
SantaCoder,top1k-typed-nodeps,picomatch,lib/utils.ts,0,0,0,0
