"System","Dataset","Package","File","Number of anys","Number of any[]","Number of Function","Total annotations"
tsc,top1k-typed-nodeps,arr-diff,benchmark/code/while-splice-pop-flatten.d.ts,3,1,0,4
tsc,top1k-typed-nodeps,arr-diff,benchmark/code/while-splice-pop.d.ts,3,1,0,4
tsc,top1k-typed-nodeps,arr-diff,benchmark/code/while-splice-recurse.d.ts,3,1,0,4
tsc,top1k-typed-nodeps,arr-diff,benchmark/code/while-splice.d.ts,3,1,0,4
tsc,top1k-typed-nodeps,arr-diff,benchmark/code/while-unshift.d.ts,2,2,0,4
tsc,top1k-typed-nodeps,arr-diff,benchmark/fixtures/long-dupes.d.ts,0,0,0,1
tsc,top1k-typed-nodeps,arr-diff,benchmark/fixtures/long.d.ts,0,0,0,1
tsc,top1k-typed-nodeps,arr-diff,benchmark/fixtures/med-short.d.ts,0,0,0,1
tsc,top1k-typed-nodeps,arr-diff,benchmark/fixtures/med.d.ts,0,0,0,1
tsc,top1k-typed-nodeps,arr-diff,benchmark/fixtures/short.d.ts,0,0,0,1
tsc,top1k-typed-nodeps,arr-diff,benchmark/index.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,arr-diff,index.d.ts,2,1,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/check.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,arr-union,benchmark/code/2-1-0.d.ts,1,2,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/code/array-union.d.ts,1,0,0,1
tsc,top1k-typed-nodeps,arr-union,benchmark/code/concat-apply.d.ts,2,1,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/code/current.d.ts,1,1,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/code/for-concat.d.ts,2,1,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/code/for-each.d.ts,2,1,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/code/for-in.d.ts,2,1,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/code/for.d.ts,2,1,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/code/reduce.d.ts,2,1,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/code/while-concat-push.d.ts,0,2,0,2
tsc,top1k-typed-nodeps,arr-union,benchmark/code/while-concat.d.ts,1,1,0,2
tsc,top1k-typed-nodeps,arr-union,benchmark/code/while-continue-for.d.ts,2,1,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/code/while-for-unique.d.ts,2,1,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/code/while-for.d.ts,2,1,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/code/while-push-apply.d.ts,2,1,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/code/while-seen.d.ts,0,2,0,2
tsc,top1k-typed-nodeps,arr-union,benchmark/code/while-while-unique.d.ts,2,1,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/code/while-while.d.ts,2,1,0,3
tsc,top1k-typed-nodeps,arr-union,benchmark/fixtures/five-arrays.d.ts,0,0,0,1
tsc,top1k-typed-nodeps,arr-union,benchmark/fixtures/ten-arrays.d.ts,0,0,0,1
tsc,top1k-typed-nodeps,arr-union,benchmark/fixtures/two-arrays.d.ts,0,0,0,1
tsc,top1k-typed-nodeps,arr-union,benchmark/index.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,arr-union,index.d.ts,1,2,0,3
tsc,top1k-typed-nodeps,array-union,index.d.ts,0,2,0,2
tsc,top1k-typed-nodeps,array-uniq,index.d.ts,1,1,0,2
tsc,top1k-typed-nodeps,array-unique,benchmark/code/filter.d.ts,2,0,0,2
tsc,top1k-typed-nodeps,array-unique,benchmark/code/for-in.d.ts,1,1,0,2
tsc,top1k-typed-nodeps,array-unique,benchmark/code/linear-search-01.d.ts,1,1,0,2
tsc,top1k-typed-nodeps,array-unique,benchmark/code/set-immutable.d.ts,1,0,0,1
tsc,top1k-typed-nodeps,array-unique,benchmark/code/set.d.ts,1,0,0,1
tsc,top1k-typed-nodeps,array-unique,benchmark/code/while-hash.d.ts,1,1,0,2
tsc,top1k-typed-nodeps,array-unique,benchmark/code/while.d.ts,1,1,0,2
tsc,top1k-typed-nodeps,array-unique,benchmark/fixtures/long.d.ts,0,1,0,1
tsc,top1k-typed-nodeps,array-unique,benchmark/fixtures/med.d.ts,0,1,0,1
tsc,top1k-typed-nodeps,array-unique,benchmark/fixtures/short.d.ts,0,1,0,1
tsc,top1k-typed-nodeps,array-unique,benchmark/index.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,array-unique,benchmark/randomize.d.ts,1,1,0,2
tsc,top1k-typed-nodeps,array-unique,index.d.ts,2,2,0,4
tsc,top1k-typed-nodeps,arrify,index.d.ts,1,1,0,2
tsc,top1k-typed-nodeps,assert-plus,assert.d.ts,2,0,0,3
tsc,top1k-typed-nodeps,astral-regex,index.d.ts,1,0,0,2
tsc,top1k-typed-nodeps,async,dist/async.d.ts,62,52,53,207
tsc,top1k-typed-nodeps,async,dist/async.min.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,docs/v2/scripts/async.d.ts,140,14,77,291
tsc,top1k-typed-nodeps,async,docs/v2/scripts/jsdoc-custom.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,docs/v2/scripts/linenumber.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,docs/v2/scripts/prettify/lang-css.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,docs/v2/scripts/prettify/prettify.d.ts,1,0,0,1
tsc,top1k-typed-nodeps,async,docs/v3/scripts/async.d.ts,62,52,53,207
tsc,top1k-typed-nodeps,async,docs/v3/scripts/jsdoc-custom.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,docs/v3/scripts/linenumber.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,docs/v3/scripts/prettify/lang-css.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,docs/v3/scripts/prettify/prettify.d.ts,1,0,0,1
tsc,top1k-typed-nodeps,async,index.d.ts,1,0,0,1
tsc,top1k-typed-nodeps,async,karma.conf.d.ts,1,0,0,2
tsc,top1k-typed-nodeps,async,lib/apply.d.ts,0,1,2,3
tsc,top1k-typed-nodeps,async,lib/applyEach.d.ts,1,2,0,4
tsc,top1k-typed-nodeps,async,lib/applyEachSeries.d.ts,1,2,0,4
tsc,top1k-typed-nodeps,async,lib/asyncify.d.ts,0,0,1,2
tsc,top1k-typed-nodeps,async,lib/auto.d.ts,1,0,1,4
tsc,top1k-typed-nodeps,async,lib/autoInject.d.ts,1,0,1,3
tsc,top1k-typed-nodeps,async,lib/cargo.d.ts,1,0,0,3
tsc,top1k-typed-nodeps,async,lib/cargoQueue.d.ts,1,0,0,4
tsc,top1k-typed-nodeps,async,lib/compose.d.ts,0,1,1,2
tsc,top1k-typed-nodeps,async,lib/concat.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/concatLimit.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/concatSeries.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/constant.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/detect.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/detectLimit.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/detectSeries.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/dir.d.ts,1,1,0,3
tsc,top1k-typed-nodeps,async,lib/doUntil.d.ts,0,0,1,4
tsc,top1k-typed-nodeps,async,lib/doWhilst.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/each.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/eachLimit.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/eachOf.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/eachOfLimit.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/eachOfSeries.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/eachSeries.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/ensureAsync.d.ts,0,0,0,2
tsc,top1k-typed-nodeps,async,lib/every.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/everyLimit.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/everySeries.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/filter.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/filterLimit.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/filterSeries.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/forever.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/groupBy.d.ts,0,0,1,4
tsc,top1k-typed-nodeps,async,lib/groupByLimit.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/groupBySeries.d.ts,0,0,1,4
tsc,top1k-typed-nodeps,async,lib/index.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,lib/internal/DoublyLinkedList.d.ts,13,1,0,22
tsc,top1k-typed-nodeps,async,lib/internal/Heap.d.ts,6,2,0,17
tsc,top1k-typed-nodeps,async,lib/internal/applyEach.d.ts,2,2,0,5
tsc,top1k-typed-nodeps,async,lib/internal/asyncEachOfLimit.d.ts,4,0,0,5
tsc,top1k-typed-nodeps,async,lib/internal/awaitify.d.ts,2,1,0,4
tsc,top1k-typed-nodeps,async,lib/internal/breakLoop.d.ts,0,0,0,1
tsc,top1k-typed-nodeps,async,lib/internal/consoleFunc.d.ts,2,1,0,4
tsc,top1k-typed-nodeps,async,lib/internal/createTester.d.ts,6,0,0,7
tsc,top1k-typed-nodeps,async,lib/internal/eachOfLimit.d.ts,4,0,0,5
tsc,top1k-typed-nodeps,async,lib/internal/filter.d.ts,4,0,0,5
tsc,top1k-typed-nodeps,async,lib/internal/getIterator.d.ts,2,0,0,2
tsc,top1k-typed-nodeps,async,lib/internal/initialParams.d.ts,1,1,0,3
tsc,top1k-typed-nodeps,async,lib/internal/isArrayLike.d.ts,1,0,0,2
tsc,top1k-typed-nodeps,async,lib/internal/iterator.d.ts,1,0,0,2
tsc,top1k-typed-nodeps,async,lib/internal/map.d.ts,5,0,0,5
tsc,top1k-typed-nodeps,async,lib/internal/once.d.ts,1,1,0,3
tsc,top1k-typed-nodeps,async,lib/internal/onlyOnce.d.ts,1,1,0,3
tsc,top1k-typed-nodeps,async,lib/internal/parallel.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/internal/promiseCallback.d.ts,1,1,0,4
tsc,top1k-typed-nodeps,async,lib/internal/queue.d.ts,18,1,0,38
tsc,top1k-typed-nodeps,async,lib/internal/range.d.ts,1,1,0,2
tsc,top1k-typed-nodeps,async,lib/internal/reject.d.ts,4,0,0,5
tsc,top1k-typed-nodeps,async,lib/internal/setImmediate.d.ts,5,2,0,12
tsc,top1k-typed-nodeps,async,lib/internal/withoutIndex.d.ts,4,0,0,5
tsc,top1k-typed-nodeps,async,lib/internal/wrapAsync.d.ts,5,0,0,8
tsc,top1k-typed-nodeps,async,lib/log.d.ts,1,1,0,3
tsc,top1k-typed-nodeps,async,lib/map.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/mapLimit.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/mapSeries.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/mapValues.d.ts,1,0,1,4
tsc,top1k-typed-nodeps,async,lib/mapValuesLimit.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/mapValuesSeries.d.ts,1,0,1,4
tsc,top1k-typed-nodeps,async,lib/memoize.d.ts,0,0,1,3
tsc,top1k-typed-nodeps,async,lib/nextTick.d.ts,1,1,0,3
tsc,top1k-typed-nodeps,async,lib/parallel.d.ts,0,0,1,3
tsc,top1k-typed-nodeps,async,lib/parallelLimit.d.ts,0,0,1,4
tsc,top1k-typed-nodeps,async,lib/priorityQueue.d.ts,1,0,0,3
tsc,top1k-typed-nodeps,async,lib/queue.d.ts,1,0,0,3
tsc,top1k-typed-nodeps,async,lib/race.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/reduce.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/reduceRight.d.ts,1,1,1,5
tsc,top1k-typed-nodeps,async,lib/reflect.d.ts,0,0,1,2
tsc,top1k-typed-nodeps,async,lib/reflectAll.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/reject.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/rejectLimit.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/rejectSeries.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/retry.d.ts,4,1,0,5
tsc,top1k-typed-nodeps,async,lib/retryable.d.ts,0,0,0,3
tsc,top1k-typed-nodeps,async,lib/seq.d.ts,0,0,1,2
tsc,top1k-typed-nodeps,async,lib/series.d.ts,0,0,1,3
tsc,top1k-typed-nodeps,async,lib/setImmediate.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,lib/some.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/someLimit.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/someSeries.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/sortBy.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/timeout.d.ts,1,0,0,4
tsc,top1k-typed-nodeps,async,lib/times.d.ts,0,0,1,4
tsc,top1k-typed-nodeps,async,lib/timesLimit.d.ts,0,0,1,5
tsc,top1k-typed-nodeps,async,lib/timesSeries.d.ts,0,0,1,4
tsc,top1k-typed-nodeps,async,lib/transform.d.ts,1,1,1,6
tsc,top1k-typed-nodeps,async,lib/tryEach.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/unmemoize.d.ts,0,0,0,2
tsc,top1k-typed-nodeps,async,lib/until.d.ts,0,0,1,4
tsc,top1k-typed-nodeps,async,lib/waterfall.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,lib/whilst.d.ts,0,1,0,2
tsc,top1k-typed-nodeps,async,perf/benchmark.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,perf/memory.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,perf/suites.d.ts,5,0,0,12
tsc,top1k-typed-nodeps,async,support/build/aggregate-bundle.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,support/build/aggregate-module.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,support/build/compile-module.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,support/generate-index.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,support/index-template.d.ts,0,0,0,1
tsc,top1k-typed-nodeps,async,support/jsdoc/jsdoc-custom.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,support/jsdoc/jsdoc-fix-html.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,support/jsdoc/jsdoc-import-path-plugin.d.ts,1,0,0,2
tsc,top1k-typed-nodeps,async,support/jsdoc/theme/publish.d.ts,0,0,0,4
tsc,top1k-typed-nodeps,async,support/jsdoc/theme/static/scripts/linenumber.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,support/jsdoc/theme/static/scripts/prettify/lang-css.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,support/jsdoc/theme/static/scripts/prettify/prettify.d.ts,1,0,0,1
tsc,top1k-typed-nodeps,async,support/sync-cjs-package.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,async,support/sync-es-package.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,atob,bin/atob.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,atob,browser-atob.d.ts,1,0,0,1
tsc,top1k-typed-nodeps,atob,node-atob.d.ts,2,0,0,4
tsc,top1k-typed-nodeps,aws4,aws4.d.ts,19,0,0,39
tsc,top1k-typed-nodeps,aws4,browser/index.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,aws4,example.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,aws4,lru.d.ts,14,0,0,24
tsc,top1k-typed-nodeps,balanced-match,example.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,balanced-match,index.d.ts,0,0,0,13
tsc,top1k-typed-nodeps,base64-js,base64js.min.d.ts,1,0,0,1
tsc,top1k-typed-nodeps,base64-js,bench/basic.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,base64-js,bench/bench.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,base64-js,index.d.ts,3,0,0,6
tsc,top1k-typed-nodeps,big.js,big.d.ts,1,0,0,1
tsc,top1k-typed-nodeps,big.js,perf/bigtime.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,big.js,perf/lib/bigdecimal_GWT/bigdecimal.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,big.js,perf/lib/bigdecimal_GWT/bugs.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,big.js,perf/lib/bigdecimal_ICU4J/BigDecimal-all-last.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,big.js,perf/lib/bigdecimal_ICU4J/BigDecimal-all-last.min.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,binary-extensions,index.d.ts,1,0,0,1
tsc,top1k-typed-nodeps,bn.js,benchmarks/index.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,bn.js,util/genCombMulTo.d.ts,4,0,0,6
tsc,top1k-typed-nodeps,bn.js,util/genCombMulTo10.d.ts,4,0,0,6
tsc,top1k-typed-nodeps,boolbase,index.d.ts,0,0,0,2
tsc,top1k-typed-nodeps,brorand,index.d.ts,9,0,0,10
tsc,top1k-typed-nodeps,browser-process-hrtime,index.d.ts,1,0,0,2
tsc,top1k-typed-nodeps,buffer-crc32,index.d.ts,1,3,0,6
tsc,top1k-typed-nodeps,buffer-from,index.d.ts,3,0,0,4
tsc,top1k-typed-nodeps,bytes,index.d.ts,0,0,0,18
tsc,top1k-typed-nodeps,cacheable-lookup,benchmark.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,cacheable-lookup,source/index.d.ts,17,2,0,60
tsc,top1k-typed-nodeps,callsites,index.d.ts,0,0,0,1
tsc,top1k-typed-nodeps,camelcase,index.d.ts,3,0,0,3
tsc,top1k-typed-nodeps,caniuse-lite,check-mdn-bcd.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,caniuse-lite,check.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,caniuse-lite,commit.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,caniuse-lite,consumer.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,caniuse-lite,copy-mdn.d.ts,0,0,0,0
tsc,top1k-typed-nodeps,caniuse-lite,data/agents.d.ts,8,0,0,980
tsc,top1k-typed-nodeps,caniuse-lite,data/browserVersions.d.ts,0,0,0,180
tsc,top1k-typed-nodeps,caniuse-lite,data/browsers.d.ts,0,0,0,19
tsc,top1k-typed-nodeps,caniuse-lite,data/features/aac.d.ts,0,0,0,51
tsc,top1k-typed-nodeps,caniuse-lite,data/features/abortcontroller.d.ts,0,0,0,50
tsc,top1k-typed-nodeps,caniuse-lite,data/features/ac3-ec3.d.ts,0,0,0,44
tsc,top1k-typed-nodeps,caniuse-lite,data/features/accelerometer.d.ts,0,0,0,46
tsc,top1k-typed-nodeps,caniuse-lite,data/features/addeventlistener.d.ts,0,0,0,42
tsc,top1k-typed-nodeps,caniuse-lite,data/features/alternate-stylesheet.d.ts,0,0,0,43
tsc,top1k-typed-nodeps,caniuse-lite,data/features/ambient-light.d.ts,0,0,0,46
tsc,top1k-typed-nodeps,caniuse-lite,data/features/apng.d.ts,0,0,0,48
tsc,top1k-typed-nodeps,caniuse-lite,data/features/array-find-index.d.ts,0,0,0,49
tsc,top1k-typed-nodeps,caniuse-lite,data/features/array-find.d.ts,0,0,0,50
tsc,top1k-typed-nodeps,caniuse-lite,data/features/array-flat.d.ts,0,0,0,49
tsc,top1k-typed-nodeps,caniuse-lite,data/features/array-includes.d.ts,0,0,0,49
tsc,top1k-typed-nodeps,caniuse-lite,data/features/arrow-functions.d.ts,0,0,0,48
tsc,top1k-typed-nodeps,caniuse-lite,data/features/asmjs.d.ts,0,0,0,48
tsc,top1k-typed-nodeps,caniuse-lite,data/features/async-clipboard.d.ts,0,0,0,50
tsc,top1k-typed-nodeps,caniuse-lite,data/features/async-functions.d.ts,0,0,0,52
tsc,top1k-typed-nodeps,caniuse-lite,data/features/atob-btoa.d.ts,0,0,0,44
tsc,top1k-typed-nodeps,caniuse-lite,data/features/audio-api.d.ts,0,0,0,51
tsc,top1k-typed-nodeps,caniuse-lite,data/features/audio.d.ts,0,0,0,49
tsc,top1k-typed-nodeps,caniuse-lite,data/features/audiotracks.d.ts,0,0,0,47
tsc,top1k-typed-nodeps,caniuse-lite,data/features/autofocus.d.ts,0,0,0,47
tsc,top1k-typed-nodeps,caniuse-lite,data/features/auxclick.d.ts,0,0,0,47
tsc,top1k-typed-nodeps,caniuse-lite,data/features/av1.d.ts,0,0,0,51
tsc,top1k-typed-nodeps,caniuse-lite,data/features/avif.d.ts,0,0,0,50
tsc,top1k-typed-nodeps,caniuse-lite,data/features/background-attachment.d.ts,0,0,0,51
tsc,top1k-typed-nodeps,caniuse-lite,data/features/background-clip-text.d.ts,0,0,0,49
tsc,top1k-typed-nodeps,caniuse-lite,data/features/background-img-opts.d.ts,0,0,0,52
tsc,top1k-typed-nodeps,caniuse-lite,data/features/background-position-x-y.d.ts,0,0,0,43
tsc,top1k-typed-nodeps,caniuse-lite,data/features/background-repeat-round-space.d.ts,0,0,0,50
tsc,top1k-typed-nodeps,caniuse-lite,data/features/background-sync.d.ts,0,0,0,47
tsc,top1k-typed-nodeps,caniuse-lite,data/features/battery-status.d.ts,0,0,0,49
tsc,top1k-typed-nodeps,caniuse-lite,data/features/beacon.d.ts,0,0,0,48
tsc,top1k-typed-nodeps,caniuse-lite,data/features/beforeafterprint.d.ts,0,0,0,47
tsc,top1k-typed-nodeps,caniuse-lite,data/features/bigint.d.ts,0,0,0,50
tsc,top1k-typed-nodeps,caniuse-lite,data/features/blobbuilder.d.ts,0,0,0,52
tsc,top1k-typed-nodeps,caniuse-lite,data/features/bloburls.d.ts,0,0,0,55
tsc,top1k-typed-nodeps,caniuse-lite,data/features/border-image.d.ts,0,0,0,68
tsc,top1k-typed-nodeps,caniuse-lite,data/features/border-radius.d.ts,0,0,0,51
tsc,top1k-typed-nodeps,caniuse-lite,data/features/broadcastchannel.d.ts,0,0,0,49
tsc,top1k-typed-nodeps,caniuse-lite,data/features/brotli.d.ts,0,0,0,53
tsc,top1k-typed-nodeps,caniuse-lite,data/features/calc.d.ts,0,0,0,55
tsc,top1k-typed-nodeps,caniuse-lite,data/features/canvas-blending.d.ts,0,0,0,48
