Dataset,Package,File,"Lines of code"
top1k-typed-nodeps,lodash,sumBy.ts,7
top1k-typed-nodeps,lodash,tail.ts,9
top1k-typed-nodeps,lodash,take.ts,8
top1k-typed-nodeps,lodash,takeRight.ts,10
top1k-typed-nodeps,lodash,takeRightWhile.ts,7
top1k-typed-nodeps,lodash,takeWhile.ts,7
top1k-typed-nodeps,lodash,throttle.ts,19
top1k-typed-nodeps,lodash,times.ts,20
top1k-typed-nodeps,lodash,toArray.ts,27
top1k-typed-nodeps,lodash,toFinite.ts,15
top1k-typed-nodeps,lodash,toInteger.ts,7
top1k-typed-nodeps,lodash,toLength.ts,16
top1k-typed-nodeps,lodash,toNumber.ts,29
top1k-typed-nodeps,lodash,toPath.ts,12
top1k-typed-nodeps,lodash,toPlainObject.ts,9
top1k-typed-nodeps,lodash,toSafeInteger.ts,16
top1k-typed-nodeps,lodash,toString.ts,19
top1k-typed-nodeps,lodash,transform.ts,27
top1k-typed-nodeps,lodash,trim.ts,18
top1k-typed-nodeps,lodash,trimEnd.ts,16
top1k-typed-nodeps,lodash,trimStart.ts,16
top1k-typed-nodeps,lodash,truncate.ts,66
top1k-typed-nodeps,lodash,unescape.ts,15
top1k-typed-nodeps,lodash,union.ts,7
top1k-typed-nodeps,lodash,unionBy.ts,12
top1k-typed-nodeps,lodash,unionWith.ts,10
top1k-typed-nodeps,lodash,uniq.ts,7
top1k-typed-nodeps,lodash,uniqBy.ts,7
top1k-typed-nodeps,lodash,uniqWith.ts,8
top1k-typed-nodeps,lodash,uniqueId.ts,12
top1k-typed-nodeps,lodash,unset.ts,5
top1k-typed-nodeps,lodash,unzip.ts,23
top1k-typed-nodeps,lodash,unzipWith.ts,10
top1k-typed-nodeps,lodash,update.ts,5
top1k-typed-nodeps,lodash,updateWith.ts,6
top1k-typed-nodeps,lodash,upperCase.ts,8
top1k-typed-nodeps,lodash,upperFirst.ts,3
top1k-typed-nodeps,lodash,values.ts,6
top1k-typed-nodeps,lodash,without.ts,6
top1k-typed-nodeps,lodash,words.ts,16
top1k-typed-nodeps,lodash,xor.ts,6
top1k-typed-nodeps,lodash,xorBy.ts,11
top1k-typed-nodeps,lodash,xorWith.ts,9
top1k-typed-nodeps,lodash,zip.ts,5
top1k-typed-nodeps,lodash,zipObject.ts,6
top1k-typed-nodeps,lodash,zipObjectDeep.ts,6
top1k-typed-nodeps,lodash,zipWith.ts,8
top1k-typed-nodeps,loglevel,Gruntfile.ts,89
top1k-typed-nodeps,loglevel,dist/loglevel.ts,211
top1k-typed-nodeps,loglevel,dist/loglevel.min.ts,1
top1k-typed-nodeps,loglevel,lib/loglevel.ts,211
top1k-typed-nodeps,lowercase-keys,index.ts,3
top1k-typed-nodeps,make-error,.eslintrc.ts,15
top1k-typed-nodeps,make-error,index.ts,112
top1k-typed-nodeps,map-obj,index.ts,51
top1k-typed-nodeps,media-typer,index.ts,64
top1k-typed-nodeps,merge-descriptors,index.ts,22
top1k-typed-nodeps,merge-stream,index.ts,30
top1k-typed-nodeps,merge2,index.ts,113
top1k-typed-nodeps,methods,index.ts,38
top1k-typed-nodeps,mime,Mime.ts,51
top1k-typed-nodeps,mime,cli.ts,43
top1k-typed-nodeps,mime,index.ts,3
top1k-typed-nodeps,mime,lite.ts,3
top1k-typed-nodeps,mime,src/benchmark.ts,24
top1k-typed-nodeps,mime,src/build.ts,51
top1k-typed-nodeps,mime,types/other.ts,1
top1k-typed-nodeps,mime,types/standard.ts,1
top1k-typed-nodeps,mime-db,index.ts,1
top1k-typed-nodeps,mime-db,scripts/build.ts,56
top1k-typed-nodeps,mime-db,scripts/fetch-apache.ts,50
top1k-typed-nodeps,mime-db,scripts/fetch-iana.ts,282
top1k-typed-nodeps,mime-db,scripts/fetch-nginx.ts,47
top1k-typed-nodeps,mime-db,scripts/lib/write-db.ts,42
top1k-typed-nodeps,mime-db,scripts/version-history.ts,46
top1k-typed-nodeps,mimic-fn,index.ts,47
top1k-typed-nodeps,mimic-response,index.ts,60
top1k-typed-nodeps,min-indent,index.ts,8
top1k-typed-nodeps,minimalistic-assert,index.ts,9
top1k-typed-nodeps,mkdirp,.github/workflows/package-json-repo.ts,14
top1k-typed-nodeps,mkdirp,bin/cmd.ts,56
top1k-typed-nodeps,mkdirp,index.ts,25
top1k-typed-nodeps,mkdirp,lib/find-made.ts,23
top1k-typed-nodeps,mkdirp,lib/mkdirp-manual.ts,54
top1k-typed-nodeps,mkdirp,lib/mkdirp-native.ts,34
top1k-typed-nodeps,mkdirp,lib/opts-arg.ts,22
top1k-typed-nodeps,mkdirp,lib/path-arg.ts,26
top1k-typed-nodeps,mkdirp,lib/use-native.ts,7
top1k-typed-nodeps,mkdirp,map.ts,6
top1k-typed-nodeps,mute-stream,mute.ts,117
top1k-typed-nodeps,nanocolors,index.browser.ts,57
top1k-typed-nodeps,nanocolors,index.ts,127
top1k-typed-nodeps,nanoid,async/index.browser.ts,33
top1k-typed-nodeps,nanoid,async/index.ts,34
top1k-typed-nodeps,nanoid,async/index.native.ts,25
top1k-typed-nodeps,nanoid,bin/nanoid.ts,46
top1k-typed-nodeps,nanoid,index.browser.ts,33
top1k-typed-nodeps,nanoid,index.ts,45
top1k-typed-nodeps,nanoid,nanoid.ts,1
top1k-typed-nodeps,nanoid,non-secure/index.ts,20
top1k-typed-nodeps,nanoid,url-alphabet/index.ts,2
top1k-typed-nodeps,natural-compare,index.ts,39
top1k-typed-nodeps,negotiator,examples/accept.ts,40
top1k-typed-nodeps,negotiator,examples/charset.ts,41
top1k-typed-nodeps,negotiator,examples/encoding.ts,42
top1k-typed-nodeps,negotiator,examples/language.ts,37
top1k-typed-nodeps,negotiator,index.ts,49
top1k-typed-nodeps,negotiator,lib/charset.ts,84
top1k-typed-nodeps,negotiator,lib/encoding.ts,95
top1k-typed-nodeps,negotiator,lib/language.ts,92
top1k-typed-nodeps,negotiator,lib/mediaType.ts,148
top1k-typed-nodeps,next-tick,index.ts,62
top1k-typed-nodeps,nice-try,src/index.ts,7
top1k-typed-nodeps,node-int64,Int64.ts,116
top1k-typed-nodeps,normalize-path,benchmark/code/current.ts,1
top1k-typed-nodeps,normalize-path,benchmark/code/no-regex.ts,24
top1k-typed-nodeps,normalize-path,benchmark/code/node-path.ts,9
top1k-typed-nodeps,normalize-path,benchmark/code/regex.ts,8
top1k-typed-nodeps,normalize-path,benchmark/code/slice-trailing.ts,10
top1k-typed-nodeps,normalize-path,benchmark/code/split.ts,7
top1k-typed-nodeps,normalize-path,benchmark/code/v2.ts,11
top1k-typed-nodeps,normalize-path,benchmark/code/while.ts,32
top1k-typed-nodeps,normalize-path,benchmark/fixtures/long.ts,2
top1k-typed-nodeps,normalize-path,benchmark/fixtures/short.ts,2
top1k-typed-nodeps,normalize-path,benchmark/fixtures/single.ts,1
top1k-typed-nodeps,normalize-path,benchmark/fixtures/trailing.ts,2
top1k-typed-nodeps,normalize-path,benchmark/fixtures/unix.ts,1
top1k-typed-nodeps,normalize-path,benchmark/fixtures/win.ts,1
top1k-typed-nodeps,normalize-path,benchmark/fixtures/win32-namespace.ts,1
top1k-typed-nodeps,normalize-path,benchmark/index.ts,10
top1k-typed-nodeps,normalize-path,example.ts,2
top1k-typed-nodeps,normalize-path,index.ts,21
top1k-typed-nodeps,normalize-url,index.ts,173
top1k-typed-nodeps,number-is-nan,index.ts,4
top1k-typed-nodeps,nwsapi,build/packer/base2.ts,1217
top1k-typed-nodeps,nwsapi,build/packer/packer.ts,429
top1k-typed-nodeps,nwsapi,build/scripts/nwpacker.ts,13
top1k-typed-nodeps,nwsapi,src/modules/nwsapi-jquery.ts,98
top1k-typed-nodeps,nwsapi,src/modules/nwsapi-traversal.ts,53
top1k-typed-nodeps,nwsapi,src/nwsapi.ts,1384
top1k-typed-nodeps,object-assign,bench.ts,59
top1k-typed-nodeps,object-assign,index.ts,65
top1k-typed-nodeps,object-inspect,example/all.ts,20
top1k-typed-nodeps,object-inspect,example/circular.ts,5
top1k-typed-nodeps,object-inspect,example/fn.ts,4
top1k-typed-nodeps,object-inspect,example/inspect.ts,6
top1k-typed-nodeps,object-inspect,index.ts,470
top1k-typed-nodeps,object-inspect,util.inspect.ts,1
top1k-typed-nodeps,object-keys,implementation.ts,112
top1k-typed-nodeps,object-keys,index.ts,25
top1k-typed-nodeps,object-keys,isArguments.ts,15
top1k-typed-nodeps,on-headers,index.ts,58
top1k-typed-nodeps,on-headers,scripts/version-history.ts,46
top1k-typed-nodeps,os-homedir,index.ts,18
top1k-typed-nodeps,os-tmpdir,index.ts,20
top1k-typed-nodeps,p-cancelable,index.ts,97
top1k-typed-nodeps,p-each-series,index.ts,12
top1k-typed-nodeps,p-timeout,index.ts,79
top1k-typed-nodeps,p-try,index.ts,5
top1k-typed-nodeps,parseurl,benchmark/fullurl.ts,47
top1k-typed-nodeps,parseurl,benchmark/index.ts,24
top1k-typed-nodeps,parseurl,benchmark/pathquery.ts,47
top1k-typed-nodeps,parseurl,benchmark/samerequest.ts,51
top1k-typed-nodeps,parseurl,benchmark/simplepath.ts,48
top1k-typed-nodeps,parseurl,benchmark/slash.ts,47
top1k-typed-nodeps,parseurl,index.ts,77
top1k-typed-nodeps,pascalcase,index.ts,22
top1k-typed-nodeps,path-browserify,index.ts,396
top1k-typed-nodeps,path-exists,index.ts,17
top1k-typed-nodeps,path-is-absolute,index.ts,14
top1k-typed-nodeps,path-is-inside,lib/path-is-inside.ts,21
top1k-typed-nodeps,path-key,index.ts,10
top1k-typed-nodeps,path-parse,index.ts,56
top1k-typed-nodeps,path-parse,redos.ts,18
top1k-typed-nodeps,path-type,index.ts,34
top1k-typed-nodeps,picomatch,bench/first-match-minimatch.ts,5
top1k-typed-nodeps,picomatch,bench/first-match-picomatch.ts,5
top1k-typed-nodeps,picomatch,bench/glob-parent.ts,63
top1k-typed-nodeps,picomatch,bench/index.ts,56
top1k-typed-nodeps,picomatch,bench/load-time.ts,9
top1k-typed-nodeps,picomatch,examples/extglob-negated.ts,11
top1k-typed-nodeps,picomatch,examples/extglob.ts,18
top1k-typed-nodeps,picomatch,examples/makeRe.ts,4
top1k-typed-nodeps,picomatch,examples/match.ts,23
top1k-typed-nodeps,picomatch,examples/option-expandRange.ts,15
top1k-typed-nodeps,picomatch,examples/option-ignore.ts,6
top1k-typed-nodeps,picomatch,examples/option-onIgnore.ts,9
top1k-typed-nodeps,picomatch,examples/option-onMatch.ts,9
top1k-typed-nodeps,picomatch,examples/option-onResult.ts,9
top1k-typed-nodeps,picomatch,examples/regex-quantifier.ts,28
top1k-typed-nodeps,picomatch,examples/scan.ts,12
top1k-typed-nodeps,picomatch,examples/windows.ts,17
top1k-typed-nodeps,picomatch,index.ts,2
top1k-typed-nodeps,picomatch,lib/constants.ts,134
top1k-typed-nodeps,picomatch,lib/parse.ts,641
top1k-typed-nodeps,picomatch,lib/picomatch.ts,137
top1k-typed-nodeps,picomatch,lib/scan.ts,313
top1k-typed-nodeps,picomatch,lib/utils.ts,55
top1k-typed-nodeps,pify,index.ts,90
top1k-typed-nodeps,postcss-modules-extract-imports,husky.config.ts,5
top1k-typed-nodeps,postcss-modules-extract-imports,lint-staged.config.ts,4
top1k-typed-nodeps,postcss-modules-extract-imports,src/index.ts,139
top1k-typed-nodeps,postcss-modules-extract-imports,src/topologicalSort.ts,47
top1k-typed-nodeps,postcss-value-parser,lib/index.ts,21
top1k-typed-nodeps,postcss-value-parser,lib/parse.ts,286
top1k-typed-nodeps,postcss-value-parser,lib/stringify.ts,44
top1k-typed-nodeps,postcss-value-parser,lib/unit.ts,87
top1k-typed-nodeps,postcss-value-parser,lib/walk.ts,19
top1k-typed-nodeps,prelude-ls,browser/prelude-browser-min.ts,7
top1k-typed-nodeps,prelude-ls,browser/prelude-browser.ts,1340
top1k-typed-nodeps,prelude-ls,lib/Func.ts,68
top1k-typed-nodeps,prelude-ls,lib/List.ts,715
top1k-typed-nodeps,prelude-ls,lib/Num.ts,129
top1k-typed-nodeps,prelude-ls,lib/Obj.ts,153
top1k-typed-nodeps,prelude-ls,lib/Str.ts,91
top1k-typed-nodeps,prelude-ls,lib/index.ts,177
top1k-typed-nodeps,prepend-http,index.ts,10
top1k-typed-nodeps,progress,examples/backnforth.ts,24
top1k-typed-nodeps,progress,examples/colors.ts,14
top1k-typed-nodeps,progress,examples/customtokens.ts,16
top1k-typed-nodeps,progress,examples/download.ts,17
top1k-typed-nodeps,progress,examples/exact.ts,15
top1k-typed-nodeps,progress,examples/formats.ts,63
top1k-typed-nodeps,progress,examples/interrupt.ts,10
top1k-typed-nodeps,progress,examples/iterative.ts,6
top1k-typed-nodeps,progress,examples/simple.ts,8
top1k-typed-nodeps,progress,examples/toolong.ts,13
top1k-typed-nodeps,progress,index.ts,1
top1k-typed-nodeps,progress,lib/node-progress.ts,111
top1k-typed-nodeps,promise-inflight,inflight.ts,33
top1k-typed-nodeps,punycode,punycode.ts,222
top1k-typed-nodeps,punycode,scripts/prepublish.ts,11
top1k-typed-nodeps,querystring,decode.ts,44
top1k-typed-nodeps,querystring,encode.ts,35
top1k-typed-nodeps,querystring,index.ts,3
top1k-typed-nodeps,querystringify,index.ts,51
top1k-typed-nodeps,queue-microtask,index.ts,6
top1k-typed-nodeps,quick-lru,index.ts,233
top1k-typed-nodeps,range-parser,index.ts,77
top1k-typed-nodeps,regenerate,Gruntfile.ts,49
top1k-typed-nodeps,regenerate,regenerate.ts,911
top1k-typed-nodeps,regexp-tree,index.ts,2
top1k-typed-nodeps,regexp-tree,scripts/build.ts,27
top1k-typed-nodeps,regexp-tree,scripts/generate-unicode-id-parts.ts,124
top1k-typed-nodeps,regexp-tree,src/bin/regexp-tree.ts,16
top1k-typed-nodeps,regexp-tree,src/compat-transpiler/index.ts,29
top1k-typed-nodeps,regexp-tree,src/compat-transpiler/runtime/index.ts,46
top1k-typed-nodeps,regexp-tree,src/compat-transpiler/transforms/compat-dotall-s-transform.ts,45
top1k-typed-nodeps,regexp-tree,src/compat-transpiler/transforms/compat-named-capturing-groups-transform.ts,28
top1k-typed-nodeps,regexp-tree,src/compat-transpiler/transforms/compat-x-flag-transform.ts,8
top1k-typed-nodeps,regexp-tree,src/compat-transpiler/transforms/index.ts,6
top1k-typed-nodeps,regexp-tree,src/generator/index.ts,131
top1k-typed-nodeps,regexp-tree,src/interpreter/finite-automaton/dfa/dfa-minimizer.ts,130
top1k-typed-nodeps,regexp-tree,src/interpreter/finite-automaton/dfa/dfa.ts,131
top1k-typed-nodeps,regexp-tree,src/interpreter/finite-automaton/index.ts,19
top1k-typed-nodeps,regexp-tree,src/interpreter/finite-automaton/nfa/builders.ts,79
top1k-typed-nodeps,regexp-tree,src/interpreter/finite-automaton/nfa/nfa-from-regexp.ts,59
top1k-typed-nodeps,regexp-tree,src/interpreter/finite-automaton/nfa/nfa-state.ts,52
top1k-typed-nodeps,regexp-tree,src/interpreter/finite-automaton/nfa/nfa.ts,78
top1k-typed-nodeps,regexp-tree,src/interpreter/finite-automaton/special-symbols.ts,7
top1k-typed-nodeps,regexp-tree,src/interpreter/finite-automaton/state.ts,25
top1k-typed-nodeps,regexp-tree,src/optimizer/index.ts,48
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-case-insensitive-lowercase-transform.ts,72
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-class-classranges-merge-transform.ts,262
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-class-classranges-to-chars-transform.ts,12
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-class-remove-duplicates-transform.ts,16
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-class-to-meta-transform.ts,161
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-class-to-single-char-transform.ts,58
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-code-to-simple-char-transform.ts,57
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-escape-unescape-transform.ts,113
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-surrogate-pair-to-single-unicode-transform.ts,14
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/combine-repeating-patterns-transform.ts,141
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/disjunction-remove-duplicates-transform.ts,21
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/group-single-chars-to-char-class.ts,53
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/index.ts,46
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/quantifier-range-to-symbol-transform.ts,35
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/quantifiers-merge-transform.ts,82
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/remove-empty-group-transform.ts,15
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/ungroup-transform.ts,55
top1k-typed-nodeps,regexp-tree,src/parser/generated/regexp-tree.ts,953
top1k-typed-nodeps,regexp-tree,src/parser/index.ts,8
top1k-typed-nodeps,regexp-tree,src/parser/unicode/parser-unicode-properties.ts,366
top1k-typed-nodeps,regexp-tree,src/regexp-tree.ts,53
top1k-typed-nodeps,regexp-tree,src/transform/index.ts,59
top1k-typed-nodeps,regexp-tree,src/transform/utils.ts,45
top1k-typed-nodeps,regexp-tree,src/traverse/index.ts,157
top1k-typed-nodeps,regexp-tree,src/traverse/node-path.ts,223
top1k-typed-nodeps,regexp-tree,src/utils/clone.ts,16
top1k-typed-nodeps,repeat-element,benchmark/check.ts,27
top1k-typed-nodeps,repeat-element,benchmark/code/array-from.ts,7
top1k-typed-nodeps,repeat-element,benchmark/code/array-map-call.ts,6
top1k-typed-nodeps,repeat-element,benchmark/code/array-map-valueOf.ts,4
top1k-typed-nodeps,repeat-element,benchmark/code/current.ts,1
top1k-typed-nodeps,repeat-element,benchmark/code/for-concat.ts,8
top1k-typed-nodeps,repeat-element,benchmark/code/for-join-1.ts,7
top1k-typed-nodeps,repeat-element,benchmark/code/for-join-2.ts,6
top1k-typed-nodeps,repeat-element,benchmark/code/for-length.ts,13
top1k-typed-nodeps,repeat-element,benchmark/code/for-new-array-1.ts,8
top1k-typed-nodeps,repeat-element,benchmark/code/for-new-array-2.ts,8
top1k-typed-nodeps,repeat-element,benchmark/code/for-push.ts,8
top1k-typed-nodeps,repeat-element,benchmark/code/new-array-map-1.ts,6
top1k-typed-nodeps,repeat-element,benchmark/code/new-array-map-2.ts,6
top1k-typed-nodeps,repeat-element,benchmark/code/repeat-element.ts,2
top1k-typed-nodeps,repeat-element,benchmark/code/while-array-1.ts,8
top1k-typed-nodeps,repeat-element,benchmark/code/while-array-2.ts,9
top1k-typed-nodeps,repeat-element,benchmark/code/while-array-3.ts,10
top1k-typed-nodeps,repeat-element,benchmark/code/while-bitwise.ts,13
top1k-typed-nodeps,repeat-element,benchmark/code/while-concat.ts,8
top1k-typed-nodeps,repeat-element,benchmark/code/while-exp.ts,8
top1k-typed-nodeps,repeat-element,benchmark/code/while-new-array-1.ts,8
top1k-typed-nodeps,repeat-element,benchmark/code/while-new-array-2.ts,9
top1k-typed-nodeps,repeat-element,benchmark/code/while-push.ts,8
top1k-typed-nodeps,repeat-element,benchmark/code/while-stack.ts,12
top1k-typed-nodeps,repeat-element,benchmark/code/while-unshift.ts,8
top1k-typed-nodeps,repeat-element,benchmark/fixtures/0.ts,2
top1k-typed-nodeps,repeat-element,benchmark/fixtures/1.ts,2
top1k-typed-nodeps,repeat-element,benchmark/fixtures/100.ts,2
top1k-typed-nodeps,repeat-element,benchmark/fixtures/2.ts,2
top1k-typed-nodeps,repeat-element,benchmark/fixtures/2000.ts,2
top1k-typed-nodeps,repeat-element,benchmark/fixtures/20000.ts,2
top1k-typed-nodeps,repeat-element,benchmark/fixtures/25.ts,2
top1k-typed-nodeps,repeat-element,benchmark/fixtures/250.ts,2
top1k-typed-nodeps,repeat-element,benchmark/fixtures/3.ts,2
top1k-typed-nodeps,repeat-element,benchmark/fixtures/4.ts,2
top1k-typed-nodeps,repeat-element,benchmark/fixtures/5.ts,2
top1k-typed-nodeps,repeat-element,benchmark/fixtures/50.ts,2
top1k-typed-nodeps,repeat-element,benchmark/index.ts,9
top1k-typed-nodeps,repeat-element,index.ts,11
top1k-typed-nodeps,repeat-string,benchmark/code/add.ts,25
top1k-typed-nodeps,repeat-string,benchmark/code/array.ts,6
top1k-typed-nodeps,repeat-string,benchmark/code/for-bitwise.ts,14
top1k-typed-nodeps,repeat-string,benchmark/code/for-join.ts,7
top1k-typed-nodeps,repeat-string,benchmark/code/for-str-cache-2.ts,27
top1k-typed-nodeps,repeat-string,benchmark/code/for-str-cache.ts,22
top1k-typed-nodeps,repeat-string,benchmark/code/for-str.ts,8
top1k-typed-nodeps,repeat-string,benchmark/code/native.ts,4
top1k-typed-nodeps,repeat-string,benchmark/code/new-array-for.ts,7
top1k-typed-nodeps,repeat-string,benchmark/code/new-array-join.ts,5
top1k-typed-nodeps,repeat-string,benchmark/code/repeat-string-1.3.0.ts,22
top1k-typed-nodeps,repeat-string,benchmark/code/repeat-string-1.5.4.ts,25
top1k-typed-nodeps,repeat-string,benchmark/code/repeat-string.ts,2
top1k-typed-nodeps,repeat-string,benchmark/code/repeating.ts,5
top1k-typed-nodeps,repeat-string,benchmark/code/unshift.ts,8
top1k-typed-nodeps,repeat-string,benchmark/code/while-array-1.ts,8
top1k-typed-nodeps,repeat-string,benchmark/code/while-array-2.ts,9
top1k-typed-nodeps,repeat-string,benchmark/code/while-array-3.ts,10
top1k-typed-nodeps,repeat-string,benchmark/code/while-bitwise.ts,14
top1k-typed-nodeps,repeat-string,benchmark/code/while-square-root.ts,12
top1k-typed-nodeps,repeat-string,benchmark/code/while-str-stack.ts,11
top1k-typed-nodeps,repeat-string,benchmark/code/while-str.ts,8
top1k-typed-nodeps,repeat-string,benchmark/code/while.ts,12
top1k-typed-nodeps,repeat-string,benchmark/fixtures/0.ts,2
top1k-typed-nodeps,repeat-string,benchmark/fixtures/1.ts,2
top1k-typed-nodeps,repeat-string,benchmark/fixtures/10.ts,2
top1k-typed-nodeps,repeat-string,benchmark/fixtures/100.ts,2
top1k-typed-nodeps,repeat-string,benchmark/fixtures/2.ts,2
top1k-typed-nodeps,repeat-string,benchmark/fixtures/2000.ts,2
top1k-typed-nodeps,repeat-string,benchmark/fixtures/20000.ts,2
top1k-typed-nodeps,repeat-string,benchmark/fixtures/25.ts,2
top1k-typed-nodeps,repeat-string,benchmark/fixtures/250.ts,2
top1k-typed-nodeps,repeat-string,benchmark/fixtures/3.ts,2
top1k-typed-nodeps,repeat-string,benchmark/fixtures/4.ts,2
top1k-typed-nodeps,repeat-string,benchmark/fixtures/5.ts,2
top1k-typed-nodeps,repeat-string,benchmark/fixtures/50.ts,2
top1k-typed-nodeps,repeat-string,benchmark/helper.ts,75
top1k-typed-nodeps,repeat-string,benchmark/index.ts,26
top1k-typed-nodeps,repeat-string,index.ts,28
top1k-typed-nodeps,require-directory,index.ts,59
top1k-typed-nodeps,require-from-string,index.ts,25
top1k-typed-nodeps,requires-port,index.ts,21
top1k-typed-nodeps,resolve-from,fixture/fixture-for-symlinks/subfolder/node_modules/foo.ts,0
top1k-typed-nodeps,resolve-from,fixture/fixture.ts,0
top1k-typed-nodeps,resolve-from,index.ts,39
top1k-typed-nodeps,retry,example/dns.ts,26
top1k-typed-nodeps,retry,example/stop.ts,32
top1k-typed-nodeps,retry,index.ts,1
top1k-typed-nodeps,retry,lib/retry.ts,82
top1k-typed-nodeps,retry,lib/retry_operation.ts,129
top1k-typed-nodeps,rsvp,ember-cli-build.ts,121
top1k-typed-nodeps,rsvp,lib/rsvp/-internal.ts,191
top1k-typed-nodeps,rsvp,lib/rsvp/all-settled.ts,17
top1k-typed-nodeps,rsvp,lib/rsvp/all.ts,4
top1k-typed-nodeps,rsvp,lib/rsvp/asap.ts,77
top1k-typed-nodeps,rsvp,lib/rsvp/config.ts,16
top1k-typed-nodeps,rsvp,lib/rsvp/defer.ts,9
top1k-typed-nodeps,rsvp,lib/rsvp/enumerator.ts,119
top1k-typed-nodeps,rsvp,lib/rsvp/events.ts,52
top1k-typed-nodeps,rsvp,lib/rsvp/filter.ts,48
top1k-typed-nodeps,rsvp,lib/rsvp/hash-settled.ts,21
top1k-typed-nodeps,rsvp,lib/rsvp/hash.ts,11
top1k-typed-nodeps,rsvp,lib/rsvp/instrument.ts,33
top1k-typed-nodeps,rsvp,lib/rsvp/map.ts,44
top1k-typed-nodeps,rsvp,lib/rsvp/node.ts,94
top1k-typed-nodeps,rsvp,lib/rsvp/promise/all.ts,7
top1k-typed-nodeps,rsvp,lib/rsvp/promise/race.ts,23
top1k-typed-nodeps,rsvp,lib/rsvp/promise/reject.ts,10
top1k-typed-nodeps,rsvp,lib/rsvp/promise/resolve.ts,13
top1k-typed-nodeps,rsvp,lib/rsvp/promise-hash.ts,28
top1k-typed-nodeps,rsvp,lib/rsvp/promise.ts,60
top1k-typed-nodeps,rsvp,lib/rsvp/race.ts,4
top1k-typed-nodeps,rsvp,lib/rsvp/reject.ts,4
top1k-typed-nodeps,rsvp,lib/rsvp/resolve.ts,4
top1k-typed-nodeps,rsvp,lib/rsvp/rethrow.ts,6
top1k-typed-nodeps,rsvp,lib/rsvp/then.ts,29
top1k-typed-nodeps,rsvp,lib/rsvp.ts,82
top1k-typed-nodeps,rsvp,server/index.ts,5
top1k-typed-nodeps,rsvp,testem.ts,32
top1k-typed-nodeps,safe-buffer,index.ts,52
top1k-typed-nodeps,safer-buffer,dangerous.ts,44
top1k-typed-nodeps,safer-buffer,safer.ts,62
top1k-typed-nodeps,sax,.github/workflows/package-json-repo.ts,14
top1k-typed-nodeps,sax,examples/example.ts,25
top1k-typed-nodeps,sax,examples/get-products.ts,47
top1k-typed-nodeps,sax,examples/hello-world.ts,4
top1k-typed-nodeps,sax,examples/pretty-print.ts,63
top1k-typed-nodeps,sax,lib/sax.ts,1374
top1k-typed-nodeps,setimmediate,setImmediate.ts,142
top1k-typed-nodeps,setprototypeof,index.ts,14
top1k-typed-nodeps,shebang-regex,index.ts,2
top1k-typed-nodeps,signal-exit,.github/workflows/package-json-repo.ts,14
top1k-typed-nodeps,signal-exit,index.ts,145
top1k-typed-nodeps,signal-exit,signals.ts,28
top1k-typed-nodeps,sisteransi,example.ts,18
top1k-typed-nodeps,sisteransi,src/index.ts,53
top1k-typed-nodeps,slash,index.ts,8
top1k-typed-nodeps,source-list-map,lib/CodeNode.ts,52
top1k-typed-nodeps,source-list-map,lib/MappingsContext.ts,36
top1k-typed-nodeps,source-list-map,lib/SingleLineNode.ts,76
top1k-typed-nodeps,source-list-map,lib/SourceListMap.ts,104
top1k-typed-nodeps,source-list-map,lib/SourceNode.ts,106
top1k-typed-nodeps,source-list-map,lib/base64-vlq.ts,70
top1k-typed-nodeps,source-list-map,lib/fromStringWithSourceMap.ts,92
top1k-typed-nodeps,source-list-map,lib/helpers.ts,17
top1k-typed-nodeps,source-list-map,lib/index.ts,6
top1k-typed-nodeps,split-on-first,index.ts,16
top1k-typed-nodeps,split-string,example.ts,8
top1k-typed-nodeps,split-string,index.ts,116
top1k-typed-nodeps,sprintf-js,.eslintrc.ts,17
top1k-typed-nodeps,sprintf-js,benchmark/benchmark.ts,21
top1k-typed-nodeps,sprintf-js,dist/angular-sprintf.min.ts,1
top1k-typed-nodeps,sprintf-js,dist/sprintf.min.ts,1
top1k-typed-nodeps,sprintf-js,gulpfile.ts,39
top1k-typed-nodeps,sprintf-js,src/angular-sprintf.ts,21
top1k-typed-nodeps,sprintf-js,src/sprintf.ts,209
top1k-typed-nodeps,stable,rollup.config.ts,13
top1k-typed-nodeps,stable,src/banner.ts,0
top1k-typed-nodeps,stable,src/stable.ts,64
top1k-typed-nodeps,stable,stable.ts,70
