Dataset,Package,File,"Lines of code"
top1k-typed-nodeps,@xtuc_long,index.ts,612
top1k-typed-nodeps,abab,index.ts,7
top1k-typed-nodeps,abab,karma.conf.ts,23
top1k-typed-nodeps,abab,lib/atob.ts,44
top1k-typed-nodeps,abab,lib/btoa.ts,44
top1k-typed-nodeps,abbrev,abbrev.ts,52
top1k-typed-nodeps,acorn-jsx,index.ts,393
top1k-typed-nodeps,acorn-jsx,xhtml.ts,255
top1k-typed-nodeps,ansi-colors,bench/colors.ts,73
top1k-typed-nodeps,ansi-colors,bench/dryrun.ts,37
top1k-typed-nodeps,ansi-colors,bench/index.ts,1
top1k-typed-nodeps,ansi-colors,bench/load-ansi-colors.ts,3
top1k-typed-nodeps,ansi-colors,bench/load-chalk.ts,3
top1k-typed-nodeps,ansi-colors,examples/alias.ts,4
top1k-typed-nodeps,ansi-colors,examples/chained.ts,11
top1k-typed-nodeps,ansi-colors,examples/colors.ts,5
top1k-typed-nodeps,ansi-colors,examples/nested.ts,69
top1k-typed-nodeps,ansi-colors,examples/nesting-bug.ts,12
top1k-typed-nodeps,ansi-colors,examples/ok.ts,3
top1k-typed-nodeps,ansi-colors,examples/readme-examples.ts,38
top1k-typed-nodeps,ansi-colors,examples/screenshot-table.ts,25
top1k-typed-nodeps,ansi-colors,examples/screenshot.ts,22
top1k-typed-nodeps,ansi-colors,examples/styles.ts,21
top1k-typed-nodeps,ansi-colors,examples/theme-custom-fn.ts,28
top1k-typed-nodeps,ansi-colors,examples/theme.ts,46
top1k-typed-nodeps,ansi-colors,examples/theme2.ts,18
top1k-typed-nodeps,ansi-colors,examples/unstyle.ts,6
top1k-typed-nodeps,ansi-colors,index.ts,155
top1k-typed-nodeps,ansi-colors,symbols.ts,64
top1k-typed-nodeps,ansi-regex,fixtures/ansi-codes.ts,203
top1k-typed-nodeps,ansi-regex,fixtures/view-codes.ts,44
top1k-typed-nodeps,ansi-regex,index.ts,7
top1k-typed-nodeps,ansi-styles,index.ts,174
top1k-typed-nodeps,ansi-styles,screenshot.ts,29
top1k-typed-nodeps,arg,index.ts,161
top1k-typed-nodeps,argparse,argparse.ts,2628
top1k-typed-nodeps,argparse,lib/sub.ts,53
top1k-typed-nodeps,argparse,lib/textwrap.ts,194
top1k-typed-nodeps,arr-diff,benchmark/check.ts,14
top1k-typed-nodeps,arr-diff,benchmark/code/arr-diff-3.0.0.ts,18
top1k-typed-nodeps,arr-diff,benchmark/code/arr-diff-4.0.0.ts,2
top1k-typed-nodeps,arr-diff,benchmark/code/array-differ.ts,2
top1k-typed-nodeps,arr-diff,benchmark/code/filter.ts,7
top1k-typed-nodeps,arr-diff,benchmark/code/for-negative.ts,13
top1k-typed-nodeps,arr-diff,benchmark/code/for.ts,13
top1k-typed-nodeps,arr-diff,benchmark/code/forEach.ts,11
top1k-typed-nodeps,arr-diff,benchmark/code/reduce-concat.ts,10
top1k-typed-nodeps,arr-diff,benchmark/code/reduce-push.ts,10
top1k-typed-nodeps,arr-diff,benchmark/code/while-arguments.ts,25
top1k-typed-nodeps,arr-diff,benchmark/code/while-indexof.ts,14
top1k-typed-nodeps,arr-diff,benchmark/code/while-multi-unshift.ts,21
top1k-typed-nodeps,arr-diff,benchmark/code/while-multi.ts,21
top1k-typed-nodeps,arr-diff,benchmark/code/while-push.ts,13
top1k-typed-nodeps,arr-diff,benchmark/code/while-splice-args.ts,24
top1k-typed-nodeps,arr-diff,benchmark/code/while-splice-for.ts,17
top1k-typed-nodeps,arr-diff,benchmark/code/while-splice-pop-flatten.ts,20
top1k-typed-nodeps,arr-diff,benchmark/code/while-splice-pop.ts,19
top1k-typed-nodeps,arr-diff,benchmark/code/while-splice-recurse.ts,21
top1k-typed-nodeps,arr-diff,benchmark/code/while-splice.ts,12
top1k-typed-nodeps,arr-diff,benchmark/code/while-unshift.ts,12
top1k-typed-nodeps,arr-diff,benchmark/fixtures/long-dupes.ts,2945
top1k-typed-nodeps,arr-diff,benchmark/fixtures/long.ts,2760
top1k-typed-nodeps,arr-diff,benchmark/fixtures/med-short.ts,1
top1k-typed-nodeps,arr-diff,benchmark/fixtures/med.ts,1
top1k-typed-nodeps,arr-diff,benchmark/fixtures/short.ts,1
top1k-typed-nodeps,arr-diff,benchmark/index.ts,11
top1k-typed-nodeps,arr-diff,index.ts,33
top1k-typed-nodeps,arr-union,benchmark/check.ts,16
top1k-typed-nodeps,arr-union,benchmark/code/2-1-0.ts,17
top1k-typed-nodeps,arr-union,benchmark/code/array-union.ts,1
top1k-typed-nodeps,arr-union,benchmark/code/concat-apply.ts,5
top1k-typed-nodeps,arr-union,benchmark/code/current.ts,2
top1k-typed-nodeps,arr-union,benchmark/code/for-concat.ts,9
top1k-typed-nodeps,arr-union,benchmark/code/for-each.ts,11
top1k-typed-nodeps,arr-union,benchmark/code/for-in.ts,16
top1k-typed-nodeps,arr-union,benchmark/code/for.ts,11
top1k-typed-nodeps,arr-union,benchmark/code/reduce.ts,8
top1k-typed-nodeps,arr-union,benchmark/code/while-concat-push.ts,13
top1k-typed-nodeps,arr-union,benchmark/code/while-concat.ts,10
top1k-typed-nodeps,arr-union,benchmark/code/while-continue-for.ts,15
top1k-typed-nodeps,arr-union,benchmark/code/while-for-unique.ts,12
top1k-typed-nodeps,arr-union,benchmark/code/while-for.ts,14
top1k-typed-nodeps,arr-union,benchmark/code/while-push-apply.ts,9
top1k-typed-nodeps,arr-union,benchmark/code/while-seen.ts,15
top1k-typed-nodeps,arr-union,benchmark/code/while-while-unique.ts,13
top1k-typed-nodeps,arr-union,benchmark/code/while-while.ts,18
top1k-typed-nodeps,arr-union,benchmark/fixtures/five-arrays.ts,1
top1k-typed-nodeps,arr-union,benchmark/fixtures/ten-arrays.ts,1
top1k-typed-nodeps,arr-union,benchmark/fixtures/two-arrays.ts,1
top1k-typed-nodeps,arr-union,benchmark/index.ts,9
top1k-typed-nodeps,arr-union,index.ts,23
top1k-typed-nodeps,array-union,index.ts,2
top1k-typed-nodeps,array-uniq,index.ts,3
top1k-typed-nodeps,array-unique,benchmark/code/filter.ts,11
top1k-typed-nodeps,array-unique,benchmark/code/for-in.ts,14
top1k-typed-nodeps,array-unique,benchmark/code/linear-search-01.ts,16
top1k-typed-nodeps,array-unique,benchmark/code/set-immutable.ts,2
top1k-typed-nodeps,array-unique,benchmark/code/set.ts,2
top1k-typed-nodeps,array-unique,benchmark/code/while-hash.ts,13
top1k-typed-nodeps,array-unique,benchmark/code/while.ts,12
top1k-typed-nodeps,array-unique,benchmark/fixtures/long.ts,2
top1k-typed-nodeps,array-unique,benchmark/fixtures/med.ts,2
top1k-typed-nodeps,array-unique,benchmark/fixtures/short.ts,2
top1k-typed-nodeps,array-unique,benchmark/index.ts,8
top1k-typed-nodeps,array-unique,benchmark/randomize.ts,24
top1k-typed-nodeps,array-unique,index.ts,28
top1k-typed-nodeps,arrify,index.ts,15
top1k-typed-nodeps,assert-plus,assert.ts,174
top1k-typed-nodeps,astral-regex,index.ts,4
top1k-typed-nodeps,async,dist/async.ts,1870
top1k-typed-nodeps,async,dist/async.min.ts,1
top1k-typed-nodeps,async,docs/v2/scripts/async.ts,1941
top1k-typed-nodeps,async,docs/v2/scripts/jsdoc-custom.ts,112
top1k-typed-nodeps,async,docs/v2/scripts/linenumber.ts,22
top1k-typed-nodeps,async,docs/v2/scripts/prettify/lang-css.ts,2
top1k-typed-nodeps,async,docs/v2/scripts/prettify/prettify.ts,28
top1k-typed-nodeps,async,docs/v3/scripts/async.ts,1870
top1k-typed-nodeps,async,docs/v3/scripts/jsdoc-custom.ts,112
top1k-typed-nodeps,async,docs/v3/scripts/linenumber.ts,22
top1k-typed-nodeps,async,docs/v3/scripts/prettify/lang-css.ts,2
top1k-typed-nodeps,async,docs/v3/scripts/prettify/prettify.ts,28
top1k-typed-nodeps,async,index.ts,1
top1k-typed-nodeps,async,karma.conf.ts,30
top1k-typed-nodeps,async,lib/apply.ts,3
top1k-typed-nodeps,async,lib/applyEach.ts,3
top1k-typed-nodeps,async,lib/applyEachSeries.ts,3
top1k-typed-nodeps,async,lib/asyncify.ts,39
top1k-typed-nodeps,async,lib/auto.ts,146
top1k-typed-nodeps,async,lib/autoInject.ts,75
top1k-typed-nodeps,async,lib/cargo.ts,4
top1k-typed-nodeps,async,lib/cargoQueue.ts,4
top1k-typed-nodeps,async,lib/compose.ts,4
top1k-typed-nodeps,async,lib/concat.ts,6
top1k-typed-nodeps,async,lib/concatLimit.ts,21
top1k-typed-nodeps,async,lib/concatSeries.ts,6
top1k-typed-nodeps,async,lib/constant.ts,6
top1k-typed-nodeps,async,lib/detect.ts,7
top1k-typed-nodeps,async,lib/detectLimit.ts,7
top1k-typed-nodeps,async,lib/detectSeries.ts,7
top1k-typed-nodeps,async,lib/dir.ts,2
top1k-typed-nodeps,async,lib/doUntil.ts,9
top1k-typed-nodeps,async,lib/doWhilst.ts,23
top1k-typed-nodeps,async,lib/each.ts,8
top1k-typed-nodeps,async,lib/eachLimit.ts,8
top1k-typed-nodeps,async,lib/eachOf.ts,39
top1k-typed-nodeps,async,lib/eachOfLimit.ts,7
top1k-typed-nodeps,async,lib/eachOfSeries.ts,6
top1k-typed-nodeps,async,lib/eachSeries.ts,6
top1k-typed-nodeps,async,lib/ensureAsync.ts,18
top1k-typed-nodeps,async,lib/every.ts,7
top1k-typed-nodeps,async,lib/everyLimit.ts,7
top1k-typed-nodeps,async,lib/everySeries.ts,7
top1k-typed-nodeps,async,lib/filter.ts,7
top1k-typed-nodeps,async,lib/filterLimit.ts,7
top1k-typed-nodeps,async,lib/filterSeries.ts,7
top1k-typed-nodeps,async,lib/forever.ts,15
top1k-typed-nodeps,async,lib/groupBy.ts,4
top1k-typed-nodeps,async,lib/groupByLimit.ts,28
top1k-typed-nodeps,async,lib/groupBySeries.ts,4
top1k-typed-nodeps,async,lib/index.ts,286
top1k-typed-nodeps,async,lib/internal/DoublyLinkedList.ts,74
top1k-typed-nodeps,async,lib/internal/Heap.ts,88
top1k-typed-nodeps,async,lib/internal/applyEach.ts,13
top1k-typed-nodeps,async,lib/internal/asyncEachOfLimit.ts,49
top1k-typed-nodeps,async,lib/internal/awaitify.ts,16
top1k-typed-nodeps,async,lib/internal/breakLoop.ts,2
top1k-typed-nodeps,async,lib/internal/consoleFunc.ts,14
top1k-typed-nodeps,async,lib/internal/createTester.ts,23
top1k-typed-nodeps,async,lib/internal/eachOfLimit.ts,64
top1k-typed-nodeps,async,lib/internal/filter.ts,39
top1k-typed-nodeps,async,lib/internal/getIterator.ts,3
top1k-typed-nodeps,async,lib/internal/initialParams.ts,6
top1k-typed-nodeps,async,lib/internal/isArrayLike.ts,6
top1k-typed-nodeps,async,lib/internal/iterator.ts,38
top1k-typed-nodeps,async,lib/internal/map.ts,16
top1k-typed-nodeps,async,lib/internal/once.ts,10
top1k-typed-nodeps,async,lib/internal/onlyOnce.ts,8
top1k-typed-nodeps,async,lib/internal/parallel.ts,15
top1k-typed-nodeps,async,lib/internal/promiseCallback.ts,14
top1k-typed-nodeps,async,lib/internal/queue.ts,243
top1k-typed-nodeps,async,lib/internal/range.ts,7
top1k-typed-nodeps,async,lib/internal/reject.ts,10
top1k-typed-nodeps,async,lib/internal/setImmediate.ts,20
top1k-typed-nodeps,async,lib/internal/withoutIndex.ts,3
top1k-typed-nodeps,async,lib/internal/wrapAsync.ts,16
top1k-typed-nodeps,async,lib/log.ts,2
top1k-typed-nodeps,async,lib/map.ts,7
top1k-typed-nodeps,async,lib/mapLimit.ts,7
top1k-typed-nodeps,async,lib/mapSeries.ts,7
top1k-typed-nodeps,async,lib/mapValues.ts,4
top1k-typed-nodeps,async,lib/mapValuesLimit.ts,17
top1k-typed-nodeps,async,lib/mapValuesSeries.ts,4
top1k-typed-nodeps,async,lib/memoize.ts,31
top1k-typed-nodeps,async,lib/nextTick.ts,10
top1k-typed-nodeps,async,lib/parallel.ts,5
top1k-typed-nodeps,async,lib/parallelLimit.ts,5
top1k-typed-nodeps,async,lib/priorityQueue.ts,32
top1k-typed-nodeps,async,lib/queue.ts,8
top1k-typed-nodeps,async,lib/race.ts,12
top1k-typed-nodeps,async,lib/reduce.ts,15
top1k-typed-nodeps,async,lib/reduceRight.ts,5
top1k-typed-nodeps,async,lib/reflect.ts,22
top1k-typed-nodeps,async,lib/reflectAll.ts,13
top1k-typed-nodeps,async,lib/reject.ts,7
top1k-typed-nodeps,async,lib/rejectLimit.ts,7
top1k-typed-nodeps,async,lib/rejectSeries.ts,7
top1k-typed-nodeps,async,lib/retry.ts,54
top1k-typed-nodeps,async,lib/retryable.ts,27
top1k-typed-nodeps,async,lib/seq.ts,22
top1k-typed-nodeps,async,lib/series.ts,5
top1k-typed-nodeps,async,lib/setImmediate.ts,2
top1k-typed-nodeps,async,lib/some.ts,7
top1k-typed-nodeps,async,lib/someLimit.ts,7
top1k-typed-nodeps,async,lib/someSeries.ts,7
top1k-typed-nodeps,async,lib/sortBy.ts,20
top1k-typed-nodeps,async,lib/timeout.ts,27
top1k-typed-nodeps,async,lib/times.ts,4
top1k-typed-nodeps,async,lib/timesLimit.ts,7
top1k-typed-nodeps,async,lib/timesSeries.ts,4
top1k-typed-nodeps,async,lib/transform.ts,17
top1k-typed-nodeps,async,lib/tryEach.ts,20
top1k-typed-nodeps,async,lib/unmemoize.ts,5
top1k-typed-nodeps,async,lib/until.ts,6
top1k-typed-nodeps,async,lib/waterfall.ts,23
top1k-typed-nodeps,async,lib/whilst.ts,23
top1k-typed-nodeps,async,perf/benchmark.ts,186
top1k-typed-nodeps,async,perf/memory.ts,34
top1k-typed-nodeps,async,perf/suites.ts,434
top1k-typed-nodeps,async,support/build/aggregate-bundle.ts,14
top1k-typed-nodeps,async,support/build/aggregate-module.ts,14
top1k-typed-nodeps,async,support/build/compile-module.ts,28
top1k-typed-nodeps,async,support/generate-index.ts,71
top1k-typed-nodeps,async,support/index-template.ts,4
top1k-typed-nodeps,async,support/jsdoc/jsdoc-custom.ts,112
top1k-typed-nodeps,async,support/jsdoc/jsdoc-fix-html.ts,145
top1k-typed-nodeps,async,support/jsdoc/jsdoc-import-path-plugin.ts,15
top1k-typed-nodeps,async,support/jsdoc/theme/publish.ts,512
top1k-typed-nodeps,async,support/jsdoc/theme/static/scripts/linenumber.ts,22
top1k-typed-nodeps,async,support/jsdoc/theme/static/scripts/prettify/lang-css.ts,2
top1k-typed-nodeps,async,support/jsdoc/theme/static/scripts/prettify/prettify.ts,28
top1k-typed-nodeps,async,support/sync-cjs-package.ts,5
top1k-typed-nodeps,async,support/sync-es-package.ts,8
top1k-typed-nodeps,atob,bin/atob.ts,5
top1k-typed-nodeps,atob,browser-atob.ts,28
top1k-typed-nodeps,atob,node-atob.ts,5
top1k-typed-nodeps,aws4,aws4.ts,284
top1k-typed-nodeps,aws4,browser/index.ts,11
top1k-typed-nodeps,aws4,example.ts,129
top1k-typed-nodeps,aws4,lru.ts,82
top1k-typed-nodeps,balanced-match,example.ts,3
top1k-typed-nodeps,balanced-match,index.ts,54
top1k-typed-nodeps,base64-js,base64js.min.ts,1
top1k-typed-nodeps,base64-js,bench/basic.ts,21
top1k-typed-nodeps,base64-js,bench/bench.ts,23
top1k-typed-nodeps,base64-js,index.ts,117
top1k-typed-nodeps,big.js,big.ts,561
top1k-typed-nodeps,big.js,perf/bigtime.ts,217
top1k-typed-nodeps,big.js,perf/lib/bigdecimal_GWT/bigdecimal.ts,576
top1k-typed-nodeps,big.js,perf/lib/bigdecimal_GWT/bugs.ts,26
top1k-typed-nodeps,big.js,perf/lib/bigdecimal_ICU4J/BigDecimal-all-last.ts,2072
top1k-typed-nodeps,big.js,perf/lib/bigdecimal_ICU4J/BigDecimal-all-last.min.ts,48
top1k-typed-nodeps,binary-extensions,index.ts,1
top1k-typed-nodeps,bn.js,benchmarks/index.ts,439
top1k-typed-nodeps,bn.js,lib/bn.ts,2813
top1k-typed-nodeps,bn.js,util/genCombMulTo.ts,56
top1k-typed-nodeps,bn.js,util/genCombMulTo10.ts,55
top1k-typed-nodeps,boolbase,index.ts,8
top1k-typed-nodeps,brorand,index.ts,50
top1k-typed-nodeps,browser-process-hrtime,index.ts,23
top1k-typed-nodeps,buffer-crc32,index.ts,107
top1k-typed-nodeps,buffer-from,index.ts,54
top1k-typed-nodeps,bytes,index.ts,85
top1k-typed-nodeps,cacheable-lookup,benchmark.ts,45
top1k-typed-nodeps,cacheable-lookup,source/index.ts,359
top1k-typed-nodeps,callsites,index.ts,7
top1k-typed-nodeps,camelcase,index.ts,85
top1k-typed-nodeps,caniuse-lite,check-mdn-bcd.ts,34
top1k-typed-nodeps,caniuse-lite,check.ts,26
top1k-typed-nodeps,caniuse-lite,commit.ts,5
top1k-typed-nodeps,caniuse-lite,consumer.ts,7
top1k-typed-nodeps,caniuse-lite,copy-mdn.ts,210
top1k-typed-nodeps,caniuse-lite,data/agents.ts,1
top1k-typed-nodeps,caniuse-lite,data/browserVersions.ts,1
top1k-typed-nodeps,caniuse-lite,data/browsers.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/aac.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/abortcontroller.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/ac3-ec3.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/accelerometer.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/addeventlistener.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/alternate-stylesheet.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/ambient-light.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/apng.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/array-find-index.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/array-find.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/array-flat.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/array-includes.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/arrow-functions.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/asmjs.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/async-clipboard.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/async-functions.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/atob-btoa.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/audio-api.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/audio.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/audiotracks.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/autofocus.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/auxclick.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/av1.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/avif.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/background-attachment.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/background-clip-text.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/background-img-opts.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/background-position-x-y.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/background-repeat-round-space.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/background-sync.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/battery-status.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/beacon.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/beforeafterprint.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/bigint.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/blobbuilder.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/bloburls.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/border-image.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/border-radius.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/broadcastchannel.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/brotli.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/calc.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/canvas-blending.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/canvas-text.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/canvas.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/ch-unit.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/chacha20-poly1305.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/channel-messaging.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/childnode-remove.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/classlist.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/client-hints-dpr-width-viewport.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/clipboard.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/colr-v1.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/colr.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/comparedocumentposition.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/console-basic.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/console-time.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/const.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/constraint-validation.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/contenteditable.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/contentsecuritypolicy.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/contentsecuritypolicy2.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/cookie-store-api.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/cors.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/createimagebitmap.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/credential-management.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/cryptography.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-all.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-animation.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-any-link.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-appearance.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-at-counter-style.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-autofill.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-backdrop-filter.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-background-offsets.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-backgroundblendmode.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-boxdecorationbreak.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-boxshadow.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-canvas.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-caret-color.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-cascade-layers.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-case-insensitive.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-clip-path.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-color-adjust.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-color-function.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-conic-gradients.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-container-queries.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-container-query-units.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-containment.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-content-visibility.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-counters.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-crisp-edges.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-cross-fade.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-default-pseudo.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-descendant-gtgt.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-deviceadaptation.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-dir-pseudo.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-display-contents.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-element-function.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-env-function.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-exclusions.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-featurequeries.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-file-selector-button.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-filter-function.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-filters.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-first-letter.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-first-line.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-fixed.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-focus-visible.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-focus-within.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-font-palette.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-font-rendering-controls.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-font-stretch.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-gencontent.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-gradients.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-grid-animation.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-grid.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-hanging-punctuation.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-has.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-hyphens.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-image-orientation.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-image-set.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-in-out-of-range.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-indeterminate-pseudo.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-initial-letter.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-initial-value.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-lch-lab.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-letter-spacing.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-line-clamp.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-logical-props.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-marker-pseudo.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-masks.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-matches-pseudo.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-math-functions.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-media-interaction.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-media-range-syntax.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-media-resolution.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-media-scripting.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-mediaqueries.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-mixblendmode.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-motion-paths.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-namespaces.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-nesting.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-not-sel-list.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-nth-child-of.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-opacity.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-optional-pseudo.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-overflow-anchor.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-overflow-overlay.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-overflow.ts,1
top1k-typed-nodeps,caniuse-lite,data/features/css-overscroll-behavior.ts,1
