Dataset,Package,File,"Number of errors"
top1k-typed-with-typed-deps,whatwg-url,lib/percent-encoding.ts,28
top1k-typed-with-typed-deps,whatwg-url,lib/url-state-machine.ts,149
top1k-typed-with-typed-deps,whatwg-url,lib/urlencoded.ts,15
top1k-typed-with-typed-deps,whatwg-url,live-viewer/live-viewer.ts,48
top1k-typed-with-typed-deps,whatwg-url,scripts/benchmark.ts,6
top1k-typed-with-typed-deps,whatwg-url,scripts/get-latest-platform-tests.ts,11
top1k-typed-with-typed-deps,whatwg-url,scripts/transform.ts,6
top1k-typed-with-typed-deps,whatwg-url,webidl2js-wrapper.ts,2
top1k-typed-with-typed-deps,which,which.ts,20
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/called-in-order.ts,10
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/class-name.ts,1
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/deprecated.ts,3
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/every.ts,0
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/function-name.ts,2
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/global.ts,3
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/index.ts,0
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/order-by-first-call.ts,7
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/prototypes/array.ts,0
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/prototypes/copy-prototype.ts,1
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/prototypes/function.ts,0
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/prototypes/index.ts,0
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/prototypes/map.ts,0
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/prototypes/object.ts,0
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/prototypes/set.ts,0
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/prototypes/string.ts,0
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/type-of.ts,0
top1k-typed-with-typed-deps-es6,@sinonjs_commons,lib/value-to-string.ts,0
top1k-typed-with-typed-deps-es6,accepts,index.ts,4
top1k-typed-with-typed-deps-es6,anymatch,examples.ts,1
top1k-typed-with-typed-deps-es6,anymatch,index.ts,7
top1k-typed-with-typed-deps-es6,asn1,lib/ber/errors.ts,0
top1k-typed-with-typed-deps-es6,asn1,lib/ber/index.ts,0
top1k-typed-with-typed-deps-es6,asn1,lib/ber/reader.ts,14
top1k-typed-with-typed-deps-es6,asn1,lib/ber/types.ts,0
top1k-typed-with-typed-deps-es6,asn1,lib/ber/writer.ts,8
top1k-typed-with-typed-deps-es6,asn1,lib/index.ts,0
top1k-typed-with-typed-deps-es6,brace-expansion,bench/bench.ts,2
top1k-typed-with-typed-deps-es6,brace-expansion,example.ts,0
top1k-typed-with-typed-deps-es6,brace-expansion,index.ts,29
top1k-typed-with-typed-deps-es6,braces,bench/index.ts,23
top1k-typed-with-typed-deps-es6,braces,examples/compile.ts,0
top1k-typed-with-typed-deps-es6,braces,examples/expand.ts,3
top1k-typed-with-typed-deps-es6,braces,examples/option-transform.ts,2
top1k-typed-with-typed-deps-es6,braces,examples/parse.ts,0
top1k-typed-with-typed-deps-es6,braces,index.ts,19
top1k-typed-with-typed-deps-es6,braces,lib/compile.ts,27
top1k-typed-with-typed-deps-es6,braces,lib/constants.ts,0
top1k-typed-with-typed-deps-es6,braces,lib/expand.ts,44
top1k-typed-with-typed-deps-es6,braces,lib/parse.ts,81
top1k-typed-with-typed-deps-es6,braces,lib/stringify.ts,12
top1k-typed-with-typed-deps-es6,braces,lib/utils.ts,32
top1k-typed-with-typed-deps-es6,call-bind,callBound.ts,3
top1k-typed-with-typed-deps-es6,call-bind,index.ts,6
top1k-typed-with-typed-deps-es6,color,index.ts,68
top1k-typed-with-typed-deps-es6,color-convert,conversions.ts,98
top1k-typed-with-typed-deps-es6,color-convert,index.ts,7
top1k-typed-with-typed-deps-es6,color-convert,route.ts,7
top1k-typed-with-typed-deps-es6,color-string,index.ts,25
top1k-typed-with-typed-deps-es6,compressible,index.ts,4
top1k-typed-with-typed-deps-es6,compressible,scripts/version-history.ts,7
top1k-typed-with-typed-deps-es6,csso,.gh-pages/libs/base64.ts,28
top1k-typed-with-typed-deps-es6,csso,.gh-pages/libs/cssbeautify.ts,75
top1k-typed-with-typed-deps-es6,csso,.gh-pages/libs/diff.ts,264
top1k-typed-with-typed-deps-es6,csso,lib/clean/Atrule.ts,19
top1k-typed-with-typed-deps-es6,csso,lib/clean/Comment.ts,1
top1k-typed-with-typed-deps-es6,csso,lib/clean/Declaration.ts,7
top1k-typed-with-typed-deps-es6,csso,lib/clean/Raw.ts,1
top1k-typed-with-typed-deps-es6,csso,lib/clean/Rule.ts,39
top1k-typed-with-typed-deps-es6,csso,lib/clean/TypeSelector.ts,9
top1k-typed-with-typed-deps-es6,csso,lib/clean/WhiteSpace.ts,1
top1k-typed-with-typed-deps-es6,csso,lib/clean/index.ts,1
top1k-typed-with-typed-deps-es6,csso,lib/clean/utils.ts,3
top1k-typed-with-typed-deps-es6,csso,lib/compress.ts,59
top1k-typed-with-typed-deps-es6,csso,lib/index.ts,30
top1k-typed-with-typed-deps-es6,csso,lib/replace/Atrule.ts,1
top1k-typed-with-typed-deps-es6,csso,lib/replace/AttributeSelector.ts,9
top1k-typed-with-typed-deps-es6,csso,lib/replace/Dimension.ts,10
top1k-typed-with-typed-deps-es6,csso,lib/replace/Number.ts,8
top1k-typed-with-typed-deps-es6,csso,lib/replace/Percentage.ts,12
top1k-typed-with-typed-deps-es6,csso,lib/replace/Url.ts,2
top1k-typed-with-typed-deps-es6,csso,lib/replace/Value.ts,2
top1k-typed-with-typed-deps-es6,csso,lib/replace/atrule/keyframes.ts,11
top1k-typed-with-typed-deps-es6,csso,lib/replace/color.ts,37
top1k-typed-with-typed-deps-es6,csso,lib/replace/index.ts,1
top1k-typed-with-typed-deps-es6,csso,lib/replace/property/background.ts,9
top1k-typed-with-typed-deps-es6,csso,lib/replace/property/border.ts,8
top1k-typed-with-typed-deps-es6,csso,lib/replace/property/font-weight.ts,7
top1k-typed-with-typed-deps-es6,csso,lib/replace/property/font.ts,13
top1k-typed-with-typed-deps-es6,csso,lib/restructure/1-mergeAtrule.ts,28
top1k-typed-with-typed-deps-es6,csso,lib/restructure/2-initialMergeRuleset.ts,12
top1k-typed-with-typed-deps-es6,csso,lib/restructure/3-disjoinRuleset.ts,15
top1k-typed-with-typed-deps-es6,csso,lib/restructure/4-restructShorthand.ts,67
top1k-typed-with-typed-deps-es6,csso,lib/restructure/6-restructBlock.ts,52
top1k-typed-with-typed-deps-es6,csso,lib/restructure/7-mergeRuleset.ts,23
top1k-typed-with-typed-deps-es6,csso,lib/restructure/8-restructRuleset.ts,38
top1k-typed-with-typed-deps-es6,csso,lib/restructure/index.ts,17
top1k-typed-with-typed-deps-es6,csso,lib/restructure/prepare/createDeclarationIndexer.ts,10
top1k-typed-with-typed-deps-es6,csso,lib/restructure/prepare/index.ts,9
top1k-typed-with-typed-deps-es6,csso,lib/restructure/prepare/processSelector.ts,29
top1k-typed-with-typed-deps-es6,csso,lib/restructure/prepare/specificity.ts,14
top1k-typed-with-typed-deps-es6,csso,lib/restructure/utils.ts,44
top1k-typed-with-typed-deps-es6,csso,lib/syntax.ts,2
top1k-typed-with-typed-deps-es6,csso,lib/usage.ts,13
top1k-typed-with-typed-deps-es6,csso,lib/utils.ts,0
top1k-typed-with-typed-deps-es6,csso,lib/version.ts,1
top1k-typed-with-typed-deps-es6,csso,scripts/bundle.ts,3
top1k-typed-with-typed-deps-es6,cssstyle,.eslintrc.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,jest.config.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/CSSStyleDeclaration.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/allExtraProperties.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/allProperties.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/allWebkitProperties.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/constants.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/parsers.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/azimuth.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/background.ts,5
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/backgroundAttachment.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/backgroundColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/backgroundImage.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/backgroundPosition.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/backgroundRepeat.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/border.ts,3
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderBottom.ts,3
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderBottomColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderBottomStyle.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderBottomWidth.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderCollapse.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderLeft.ts,3
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderLeftColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderLeftStyle.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderLeftWidth.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderRight.ts,3
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderRightColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderRightStyle.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderRightWidth.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderSpacing.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderStyle.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderTop.ts,3
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderTopColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderTopStyle.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderTopWidth.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/borderWidth.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/bottom.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/clear.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/clip.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/color.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/cssFloat.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/flex.ts,3
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/flexBasis.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/flexGrow.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/flexShrink.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/float.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/floodColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/font.ts,6
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/fontFamily.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/fontSize.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/fontStyle.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/fontVariant.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/fontWeight.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/height.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/left.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/lightingColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/lineHeight.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/margin.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/marginBottom.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/marginLeft.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/marginRight.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/marginTop.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/opacity.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/outlineColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/padding.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/paddingBottom.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/paddingLeft.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/paddingRight.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/paddingTop.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/right.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/stopColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/textLineThroughColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/textOverlineColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/textUnderlineColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/top.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/webkitBorderAfterColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/webkitBorderBeforeColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/webkitBorderEndColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/webkitBorderStartColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/webkitColumnRuleColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/webkitMatchNearestMailBlockquoteColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/webkitTapHighlightColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/webkitTextEmphasisColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/webkitTextFillColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/webkitTextStrokeColor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/properties/width.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/utils/colorSpace.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,lib/utils/getBasicPropertyDescriptor.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,scripts/download_latest_properties.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,scripts/generate_implemented_properties.ts,0
top1k-typed-with-typed-deps-es6,cssstyle,scripts/generate_properties.ts,0
top1k-typed-with-typed-deps-es6,dashdash,examples/custom-option-arrayOfCommaSepString.ts,4
top1k-typed-with-typed-deps-es6,dashdash,examples/custom-option-duration.ts,3
top1k-typed-with-typed-deps-es6,dashdash,examples/custom-option-fruit.ts,6
top1k-typed-with-typed-deps-es6,dashdash,examples/custom-option-intGteZero.ts,4
top1k-typed-with-typed-deps-es6,dashdash,examples/custom-option-time-ago.ts,7
top1k-typed-with-typed-deps-es6,dashdash,examples/date.ts,5
top1k-typed-with-typed-deps-es6,dashdash,examples/ddcompletion.ts,8
top1k-typed-with-typed-deps-es6,dashdash,examples/foo.ts,6
top1k-typed-with-typed-deps-es6,dashdash,examples/hello.ts,3
top1k-typed-with-typed-deps-es6,dashdash,examples/help.ts,5
top1k-typed-with-typed-deps-es6,dashdash,examples/option-groups.ts,5
top1k-typed-with-typed-deps-es6,dashdash,lib/dashdash.ts,224
top1k-typed-with-typed-deps-es6,debug,karma.conf.ts,2
top1k-typed-with-typed-deps-es6,debug,src/browser.ts,11
top1k-typed-with-typed-deps-es6,debug,src/common.ts,32
top1k-typed-with-typed-deps-es6,debug,src/index.ts,5
top1k-typed-with-typed-deps-es6,debug,src/node.ts,12
top1k-typed-with-typed-deps-es6,doctrine,.eslintrc.ts,0
top1k-typed-with-typed-deps-es6,doctrine,lib/doctrine.ts,87
top1k-typed-with-typed-deps-es6,doctrine,lib/typed.ts,396
top1k-typed-with-typed-deps-es6,doctrine,lib/utility.ts,1
top1k-typed-with-typed-deps-es6,domexception,index.ts,1
top1k-typed-with-typed-deps-es6,domexception,lib/DOMException-impl.ts,6
top1k-typed-with-typed-deps-es6,domexception,scripts/generate.ts,4
top1k-typed-with-typed-deps-es6,domexception,scripts/get-latest-platform-tests.ts,5
top1k-typed-with-typed-deps-es6,domexception,webidl2js-wrapper.ts,4
top1k-typed-with-typed-deps-es6,duplexify,example.ts,7
top1k-typed-with-typed-deps-es6,duplexify,index.ts,45
top1k-typed-with-typed-deps-es6,enhanced-resolve,.eslintrc.ts,0
top1k-typed-with-typed-deps-es6,enhanced-resolve,.prettierrc.ts,0
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/AliasFieldPlugin.ts,20
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/AliasPlugin.ts,27
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/AppendPlugin.ts,11
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/CachedInputFileSystem.ts,161
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/CloneBasenamePlugin.ts,8
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/ConditionalPlugin.ts,11
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/DescriptionFilePlugin.ts,19
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/DescriptionFileUtils.ts,25
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/DirectoryExistsPlugin.ts,17
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/ExportsFieldPlugin.ts,36
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/ExtensionAliasPlugin.ts,8
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/FileExistsPlugin.ts,17
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/ImportsFieldPlugin.ts,34
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/JoinRequestPartPlugin.ts,11
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/JoinRequestPlugin.ts,9
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/LogInfoPlugin.ts,19
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/MainFieldPlugin.ts,17
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/ModulesInHierachicDirectoriesPlugin.ts,0
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/ModulesInHierarchicalDirectoriesPlugin.ts,15
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/ModulesInRootPlugin.ts,8
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/NextPlugin.ts,4
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/ParsePlugin.ts,29
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/PnpPlugin.ts,20
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/Resolver.ts,47
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/ResolverFactory.ts,83
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/RestrictionsPlugin.ts,11
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/ResultPlugin.ts,5
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/RootsPlugin.ts,9
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/SelfReferencePlugin.ts,12
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/SymlinkPlugin.ts,14
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/SyncAsyncFileSystemDecorator.ts,24
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/TryNextPlugin.ts,6
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/UnsafeCachePlugin.ts,22
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/UseFilePlugin.ts,10
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/createInnerContext.ts,9
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/forEachBail.ts,2
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/getInnerRequest.ts,19
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/getPaths.ts,4
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/index.ts,21
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/util/entrypoints.ts,63
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/util/identifier.ts,0
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/util/path.ts,50
top1k-typed-with-typed-deps-es6,enhanced-resolve,lib/util/process-browser.ts,0
top1k-typed-with-typed-deps-es6,enhanced-resolve,tooling/format-file-header.ts,30
top1k-typed-with-typed-deps-es6,eslint-utils,docs/.vuepress/config.ts,0
top1k-typed-with-typed-deps-es6,eslint-utils,rollup.config.ts,2
top1k-typed-with-typed-deps-es6,eslint-utils,src/find-variable.ts,5
top1k-typed-with-typed-deps-es6,eslint-utils,src/get-function-head-location.ts,19
top1k-typed-with-typed-deps-es6,eslint-utils,src/get-function-name-with-kind.ts,30
top1k-typed-with-typed-deps-es6,eslint-utils,src/get-innermost-scope.ts,5
top1k-typed-with-typed-deps-es6,eslint-utils,src/get-property-name.ts,4
top1k-typed-with-typed-deps-es6,eslint-utils,src/get-static-value.ts,42
top1k-typed-with-typed-deps-es6,eslint-utils,src/get-string-if-constant.ts,10
top1k-typed-with-typed-deps-es6,eslint-utils,src/has-side-effect.ts,7
top1k-typed-with-typed-deps-es6,eslint-utils,src/index.ts,0
top1k-typed-with-typed-deps-es6,eslint-utils,src/is-parenthesized.ts,20
top1k-typed-with-typed-deps-es6,eslint-utils,src/pattern-matcher.ts,19
top1k-typed-with-typed-deps-es6,eslint-utils,src/reference-tracker.ts,64
top1k-typed-with-typed-deps-es6,eslint-utils,src/token-predicate.ts,26
top1k-typed-with-typed-deps-es6,esquery,.eslintrc.ts,0
top1k-typed-with-typed-deps-es6,esquery,esquery.ts,95
top1k-typed-with-typed-deps-es6,esquery,parser.ts,648
top1k-typed-with-typed-deps-es6,esquery,rollup.config.ts,8
top1k-typed-with-typed-deps-es6,fb-watchman,watchman/integration/capabilities.ts,18
top1k-typed-with-typed-deps-es6,fb-watchman,watchman/integration/case.ts,8
top1k-typed-with-typed-deps-es6,fb-watchman,watchman/integration/node_basic.ts,6
top1k-typed-with-typed-deps-es6,fb-watchman,watchman/node/bser/index.ts,79
top1k-typed-with-typed-deps-es6,fb-watchman,watchman/node/example.ts,21
top1k-typed-with-typed-deps-es6,fb-watchman,watchman/node/index.ts,74
top1k-typed-with-typed-deps-es6,file-entry-cache,cache.ts,53
top1k-typed-with-typed-deps-es6,file-entry-cache,perf.ts,3
top1k-typed-with-typed-deps-es6,fill-range,bench/index.ts,15
top1k-typed-with-typed-deps-es6,fill-range,index.ts,34
top1k-typed-with-typed-deps-es6,fs-extra,lib/copy/copy-sync.ts,59
top1k-typed-with-typed-deps-es6,fs-extra,lib/copy/copy.ts,85
top1k-typed-with-typed-deps-es6,fs-extra,lib/copy/index.ts,0
top1k-typed-with-typed-deps-es6,fs-extra,lib/empty/index.ts,4
top1k-typed-with-typed-deps-es6,fs-extra,lib/ensure/file.ts,9
top1k-typed-with-typed-deps-es6,fs-extra,lib/ensure/index.ts,6
top1k-typed-with-typed-deps-es6,fs-extra,lib/ensure/link.ts,10
top1k-typed-with-typed-deps-es6,fs-extra,lib/ensure/symlink-paths.ts,12
top1k-typed-with-typed-deps-es6,fs-extra,lib/ensure/symlink-type.ts,7
top1k-typed-with-typed-deps-es6,fs-extra,lib/ensure/symlink.ts,13
top1k-typed-with-typed-deps-es6,fs-extra,lib/fs/index.ts,14
top1k-typed-with-typed-deps-es6,fs-extra,lib/index.ts,0
top1k-typed-with-typed-deps-es6,fs-extra,lib/json/index.ts,10
top1k-typed-with-typed-deps-es6,fs-extra,lib/json/jsonfile.ts,0
top1k-typed-with-typed-deps-es6,fs-extra,lib/json/output-json-sync.ts,2
top1k-typed-with-typed-deps-es6,fs-extra,lib/json/output-json.ts,3
top1k-typed-with-typed-deps-es6,fs-extra,lib/mkdirs/index.ts,1
top1k-typed-with-typed-deps-es6,fs-extra,lib/mkdirs/make-dir.ts,4
top1k-typed-with-typed-deps-es6,fs-extra,lib/mkdirs/utils.ts,3
top1k-typed-with-typed-deps-es6,fs-extra,lib/move/index.ts,0
top1k-typed-with-typed-deps-es6,fs-extra,lib/move/move-sync.ts,19
top1k-typed-with-typed-deps-es6,fs-extra,lib/move/move.ts,16
top1k-typed-with-typed-deps-es6,fs-extra,lib/output-file/index.ts,6
top1k-typed-with-typed-deps-es6,fs-extra,lib/path-exists/index.ts,2
top1k-typed-with-typed-deps-es6,fs-extra,lib/remove/index.ts,5
top1k-typed-with-typed-deps-es6,fs-extra,lib/remove/rimraf.ts,57
top1k-typed-with-typed-deps-es6,fs-extra,lib/util/stat.ts,23
top1k-typed-with-typed-deps-es6,fs-extra,lib/util/utimes.ts,4
top1k-typed-with-typed-deps-es6,get-intrinsic,index.ts,41
top1k-typed-with-typed-deps-es6,getpass,lib/index.ts,26
top1k-typed-with-typed-deps-es6,glob-parent,index.ts,5
top1k-typed-with-typed-deps-es6,hash.js,.eslintrc.ts,0
top1k-typed-with-typed-deps-es6,hash.js,lib/hash/common.ts,1
top1k-typed-with-typed-deps-es6,hash.js,lib/hash/hmac.ts,4
top1k-typed-with-typed-deps-es6,hash.js,lib/hash/ripemd.ts,19
top1k-typed-with-typed-deps-es6,hash.js,lib/hash/sha/1.ts,13
top1k-typed-with-typed-deps-es6,hash.js,lib/hash/sha/224.ts,3
top1k-typed-with-typed-deps-es6,hash.js,lib/hash/sha/256.ts,16
top1k-typed-with-typed-deps-es6,hash.js,lib/hash/sha/384.ts,3
top1k-typed-with-typed-deps-es6,hash.js,lib/hash/sha/512.ts,79
top1k-typed-with-typed-deps-es6,hash.js,lib/hash/sha/common.ts,25
top1k-typed-with-typed-deps-es6,hash.js,lib/hash/sha.ts,0
top1k-typed-with-typed-deps-es6,hash.js,lib/hash/utils.ts,47
top1k-typed-with-typed-deps-es6,hash.js,lib/hash.ts,17
top1k-typed-with-typed-deps-es6,hoist-non-react-statics,rollup.config.ts,6
top1k-typed-with-typed-deps-es6,hoist-non-react-statics,src/index.ts,3
top1k-typed-with-typed-deps-es6,html-encoding-sniffer,lib/html-encoding-sniffer.ts,90
top1k-typed-with-typed-deps-es6,iconv-lite,encodings/dbcs-codec.ts,0
top1k-typed-with-typed-deps-es6,iconv-lite,encodings/dbcs-data.ts,0
top1k-typed-with-typed-deps-es6,iconv-lite,encodings/index.ts,0
top1k-typed-with-typed-deps-es6,iconv-lite,encodings/internal.ts,0
top1k-typed-with-typed-deps-es6,iconv-lite,encodings/sbcs-codec.ts,0
top1k-typed-with-typed-deps-es6,iconv-lite,encodings/sbcs-data-generated.ts,0
top1k-typed-with-typed-deps-es6,iconv-lite,encodings/sbcs-data.ts,0
top1k-typed-with-typed-deps-es6,iconv-lite,encodings/utf16.ts,0
top1k-typed-with-typed-deps-es6,iconv-lite,encodings/utf32.ts,0
top1k-typed-with-typed-deps-es6,iconv-lite,encodings/utf7.ts,0
