Dataset,Package,File,"Error code",Count
top1k-typed-nodeps,jquery,src/selector.ts,TS2367,16
top1k-typed-nodeps,jquery,src/selector.ts,TS2363,1
top1k-typed-nodeps,jquery,src/selector.ts,TS2769,5
top1k-typed-nodeps,jquery,src/selector.ts,TS2356,5
top1k-typed-nodeps,jquery,src/selector.ts,TS2314,3
top1k-typed-nodeps,jquery,src/selector.ts,TS2365,1
top1k-typed-nodeps,jquery,src/selector.ts,TS2350,1
top1k-typed-nodeps,jquery,src/selector.ts,TS2538,2
top1k-typed-nodeps,jquery,src/selector/contains.ts,TS2339,4
top1k-typed-nodeps,jquery,src/selector/contains.ts,TS2345,2
top1k-typed-nodeps,jquery,src/selector/escapeSelector.ts,TS2339,1
top1k-typed-nodeps,jquery,src/selector/rbuggyQSA.ts,TS2339,1
top1k-typed-nodeps,jquery,src/selector/rbuggyQSA.ts,TS2740,1
top1k-typed-nodeps,jquery,src/selector/support.ts,TS2339,2
top1k-typed-nodeps,jquery,src/selector/uniqueSort.ts,TS2362,1
top1k-typed-nodeps,jquery,src/selector/uniqueSort.ts,TS2363,1
top1k-typed-nodeps,jquery,src/selector/uniqueSort.ts,TS2339,6
top1k-typed-nodeps,jquery,src/selector/uniqueSort.ts,TS2345,1
top1k-typed-nodeps,jquery,src/selector/uniqueSort.ts,TS2367,1
top1k-typed-nodeps,jquery,src/serialize.ts,TS2304,1
top1k-typed-nodeps,jquery,src/serialize.ts,TS2339,12
top1k-typed-nodeps,jquery,src/serialize.ts,TS2345,3
top1k-typed-nodeps,jquery,src/traversing.ts,TS2339,27
top1k-typed-nodeps,jquery,src/traversing.ts,TS2367,1
top1k-typed-nodeps,jquery,src/traversing.ts,TS2554,4
top1k-typed-nodeps,jquery,src/traversing.ts,TS2345,7
top1k-typed-nodeps,jquery,src/traversing.ts,TS2322,1
top1k-typed-nodeps,jquery,src/traversing/findFilter.ts,TS2339,14
top1k-typed-nodeps,jquery,src/traversing/findFilter.ts,TS2367,3
top1k-typed-nodeps,jquery,src/traversing/findFilter.ts,TS2322,1
top1k-typed-nodeps,jquery,src/traversing/findFilter.ts,TS2345,3
top1k-typed-nodeps,jquery,src/traversing/var/dir.ts,TS2339,2
top1k-typed-nodeps,jquery,src/traversing/var/rneedsContext.ts,TS2339,1
top1k-typed-nodeps,jquery,src/traversing/var/siblings.ts,TS2339,2
top1k-typed-nodeps,jquery,src/traversing/var/siblings.ts,TS2367,1
top1k-typed-nodeps,jquery,src/var/isIE.ts,TS2551,1
top1k-typed-nodeps,jquery,src/var/isWindow.ts,TS2339,1
top1k-typed-nodeps,jquery,src/wrap.ts,TS2339,9
top1k-typed-nodeps,jquery,src/wrap.ts,TS2740,1
top1k-typed-nodeps,jquery,src/wrapper.ts,TS2339,2
top1k-typed-nodeps,jquery,src/wrapper.ts,TS2345,1
top1k-typed-nodeps,jquery,src/wrapper.ts,TS2304,1
top1k-typed-nodeps,jsbn,example.ts,TS2339,2
top1k-typed-nodeps,jsbn,example.ts,TS2351,1
top1k-typed-nodeps,jsbn,index.ts,TS2322,53
top1k-typed-nodeps,jsbn,index.ts,TS2304,41
top1k-typed-nodeps,jsbn,index.ts,TS2350,8
top1k-typed-nodeps,jsbn,index.ts,TS2554,1
top1k-typed-nodeps,jsbn,index.ts,TS2339,269
top1k-typed-nodeps,jsbn,index.ts,TS2345,13
top1k-typed-nodeps,jsbn,index.ts,TS2367,6
top1k-typed-nodeps,jsbn,index.ts,TS2365,6
top1k-typed-nodeps,jsbn,index.ts,TS2355,1
top1k-typed-nodeps,jsbn,index.ts,TS2314,5
top1k-typed-nodeps,jsbn,index.ts,TS2362,5
top1k-typed-nodeps,jsbn,index.ts,TS2363,1
top1k-typed-nodeps,jsbn,index.ts,TS2740,1
top1k-typed-nodeps,jsesc,Gruntfile.ts,TS2339,3
top1k-typed-nodeps,jsesc,jsesc.ts,TS6200,1
top1k-typed-nodeps,jsesc,jsesc.ts,TS2554,4
top1k-typed-nodeps,jsesc,jsesc.ts,TS2451,1
top1k-typed-nodeps,jsesc,jsesc.ts,TS2339,47
top1k-typed-nodeps,jsesc,jsesc.ts,TS2322,4
top1k-typed-nodeps,jsesc,jsesc.ts,TS2367,1
top1k-typed-nodeps,jsesc,src/jsesc.ts,TS6200,1
top1k-typed-nodeps,jsesc,src/jsesc.ts,TS2554,4
top1k-typed-nodeps,jsesc,src/jsesc.ts,TS2451,1
top1k-typed-nodeps,jsesc,src/jsesc.ts,TS2339,47
top1k-typed-nodeps,jsesc,src/jsesc.ts,TS2322,4
top1k-typed-nodeps,jsesc,src/jsesc.ts,TS2367,1
top1k-typed-nodeps,json-buffer,index.ts,TS2339,2
top1k-typed-nodeps,json-buffer,index.ts,TS2407,1
top1k-typed-nodeps,json-parse-better-errors,index.ts,TS2345,1
top1k-typed-nodeps,json-parse-better-errors,index.ts,TS2339,1
top1k-typed-nodeps,json-schema,lib/links.ts,TS2304,3
top1k-typed-nodeps,json-schema,lib/links.ts,TS2339,11
top1k-typed-nodeps,json-schema,lib/links.ts,TS2740,1
top1k-typed-nodeps,json-schema,lib/links.ts,TS2538,1
top1k-typed-nodeps,json-schema,lib/links.ts,TS2314,1
top1k-typed-nodeps,json-schema,lib/links.ts,TS2769,1
top1k-typed-nodeps,json-schema,lib/validate.ts,TS2304,4
top1k-typed-nodeps,json-schema,lib/validate.ts,TS2339,67
top1k-typed-nodeps,json-schema,lib/validate.ts,TS2322,4
top1k-typed-nodeps,json-schema,lib/validate.ts,TS2300,2
top1k-typed-nodeps,json-schema,lib/validate.ts,TS2554,3
top1k-typed-nodeps,json-schema,lib/validate.ts,TS2740,1
top1k-typed-nodeps,json-schema,lib/validate.ts,TS2358,2
top1k-typed-nodeps,json-schema,lib/validate.ts,TS2345,7
top1k-typed-nodeps,json-schema,lib/validate.ts,TS2365,1
top1k-typed-nodeps,json-schema,lib/validate.ts,TS2367,1
top1k-typed-nodeps,json-schema-traverse,index.ts,TS2322,1
top1k-typed-nodeps,json-schema-traverse,index.ts,TS2339,12
top1k-typed-nodeps,json-schema-traverse,index.ts,TS2554,2
top1k-typed-nodeps,json-schema-traverse,index.ts,TS2304,1
top1k-typed-nodeps,json-schema-traverse,index.ts,TS4060,1
top1k-typed-nodeps,json-schema-traverse,index.ts,TS2345,2
top1k-typed-nodeps,json-schema-traverse,index.ts,TS2407,1
top1k-typed-nodeps,json-stringify-safe,stringify.ts,TS2769,1
top1k-typed-nodeps,json-stringify-safe,stringify.ts,TS2345,1
top1k-typed-nodeps,kind-of,benchmark/code/kind-of.ts,TS2300,1
top1k-typed-nodeps,kind-of,benchmark/code/kind-of.ts,TS2367,1
top1k-typed-nodeps,kind-of,benchmark/code/kind-of.ts,TS2769,1
top1k-typed-nodeps,kind-of,benchmark/code/lib-type-of.ts,TS2300,2
top1k-typed-nodeps,kind-of,benchmark/code/lib-type-of.ts,TS2367,1
top1k-typed-nodeps,kind-of,benchmark/code/lib-type-of.ts,TS2769,1
top1k-typed-nodeps,kind-of,benchmark/code/lib-type-of.ts,TS2393,1
top1k-typed-nodeps,kind-of,benchmark/code/lib-type-of.ts,TS2339,2
top1k-typed-nodeps,kind-of,benchmark/code/lib-typeof.ts,TS2300,2
top1k-typed-nodeps,kind-of,benchmark/code/lib-typeof.ts,TS2367,1
top1k-typed-nodeps,kind-of,benchmark/code/lib-typeof.ts,TS2769,1
top1k-typed-nodeps,kind-of,benchmark/code/lib-typeof.ts,TS2393,1
top1k-typed-nodeps,kind-of,benchmark/code/regex-exec.ts,TS2314,1
top1k-typed-nodeps,kind-of,benchmark/code/switch.ts,TS2300,1
top1k-typed-nodeps,kind-of,benchmark/code/switch.ts,TS2367,3
top1k-typed-nodeps,kind-of,benchmark/code/switch.ts,TS2345,2
top1k-typed-nodeps,kind-of,benchmark/code/switch.ts,TS2769,3
top1k-typed-nodeps,kind-of,benchmark/code/switch.ts,TS2393,4
top1k-typed-nodeps,kind-of,benchmark/code/switch.ts,TS2314,1
top1k-typed-nodeps,kind-of,benchmark/code/switch.ts,TS2339,2
top1k-typed-nodeps,kind-of,benchmark/fixtures/generator.ts,TS2304,1
top1k-typed-nodeps,kind-of,benchmark/fixtures/object-plain.ts,TS2304,1
top1k-typed-nodeps,kind-of,benchmark/fixtures/object-plain.ts,TS4060,1
top1k-typed-nodeps,kind-of,benchmark/fixtures/object-plain.ts,TS2350,1
top1k-typed-nodeps,kind-of,benchmark/index.ts,TS2339,6
top1k-typed-nodeps,kind-of,browser.ts,TS2304,3
top1k-typed-nodeps,kind-of,browser.ts,TS2740,2
top1k-typed-nodeps,kind-of,browser.ts,TS2322,1
top1k-typed-nodeps,kind-of,browser.ts,TS2339,17
top1k-typed-nodeps,kind-of,browser.ts,TS2554,4
top1k-typed-nodeps,kind-of,browser.ts,TS2345,8
top1k-typed-nodeps,kind-of,browser.ts,TS2358,1
top1k-typed-nodeps,kind-of,browser.ts,TS2314,1
top1k-typed-nodeps,kind-of,index.ts,TS2300,1
top1k-typed-nodeps,kind-of,index.ts,TS2345,5
top1k-typed-nodeps,kind-of,index.ts,TS2769,3
top1k-typed-nodeps,kind-of,index.ts,TS2393,4
top1k-typed-nodeps,kind-of,index.ts,TS2358,1
top1k-typed-nodeps,kind-of,index.ts,TS2339,12
top1k-typed-nodeps,kind-of,index.ts,TS2314,1
top1k-typed-nodeps,kleur,bench/colors.ts,TS2451,3
top1k-typed-nodeps,kleur,bench/colors.ts,TS2339,60
top1k-typed-nodeps,kleur,bench/colors.ts,TS2554,1
top1k-typed-nodeps,kleur,bench/colors.ts,TS2551,1
top1k-typed-nodeps,kleur,bench/colors.ts,TS2345,4
top1k-typed-nodeps,kleur,bench/dryrun.ts,TS2451,1
top1k-typed-nodeps,kleur,bench/dryrun.ts,TS2554,3
top1k-typed-nodeps,kleur,bench/dryrun.ts,TS2339,59
top1k-typed-nodeps,kleur,bench/load.ts,TS2451,4
top1k-typed-nodeps,kleur,build/index.ts,TS2304,1
top1k-typed-nodeps,kleur,build/index.ts,TS4060,1
top1k-typed-nodeps,kleur,build/index.ts,TS2339,2
top1k-typed-nodeps,klona,bench/fixtures/default.ts,TS2339,3
top1k-typed-nodeps,klona,bench/fixtures/full.ts,TS2322,2
top1k-typed-nodeps,klona,bench/index.ts,TS2304,1
top1k-typed-nodeps,klona,bench/index.ts,TS4060,1
top1k-typed-nodeps,klona,bench/index.ts,TS2339,13
top1k-typed-nodeps,klona,bench/validate/default.ts,TS2451,1
top1k-typed-nodeps,klona,bench/validate/default.ts,TS2339,63
top1k-typed-nodeps,klona,bench/validate/full.ts,TS2451,1
top1k-typed-nodeps,klona,bench/validate/full.ts,TS2339,71
top1k-typed-nodeps,klona,bench/validate/json.ts,TS2451,1
top1k-typed-nodeps,klona,bench/validate/json.ts,TS2339,4
top1k-typed-nodeps,klona,bench/validate/lite.ts,TS2451,1
top1k-typed-nodeps,klona,bench/validate/lite.ts,TS2339,7
top1k-typed-nodeps,klona,src/full.ts,TS2304,1
top1k-typed-nodeps,klona,src/full.ts,TS2339,15
top1k-typed-nodeps,klona,src/full.ts,TS2740,5
top1k-typed-nodeps,klona,src/full.ts,TS2345,6
top1k-typed-nodeps,klona,src/full.ts,TS2351,2
top1k-typed-nodeps,klona,src/full.ts,TS2322,2
top1k-typed-nodeps,klona,src/full.ts,TS2538,2
top1k-typed-nodeps,klona,src/index.ts,TS2314,1
top1k-typed-nodeps,klona,src/index.ts,TS2351,3
top1k-typed-nodeps,klona,src/index.ts,TS2405,2
top1k-typed-nodeps,klona,src/index.ts,TS2367,1
top1k-typed-nodeps,klona,src/index.ts,TS2339,6
top1k-typed-nodeps,klona,src/index.ts,TS2345,4
top1k-typed-nodeps,klona,src/index.ts,TS2551,1
top1k-typed-nodeps,klona,src/json.ts,TS2405,1
top1k-typed-nodeps,klona,src/json.ts,TS2407,1
top1k-typed-nodeps,klona,src/json.ts,TS2367,1
top1k-typed-nodeps,klona,src/lite.ts,TS2740,2
top1k-typed-nodeps,klona,src/lite.ts,TS2367,5
top1k-typed-nodeps,klona,src/lite.ts,TS2339,9
top1k-typed-nodeps,klona,src/lite.ts,TS2405,2
top1k-typed-nodeps,klona,src/lite.ts,TS2407,2
top1k-typed-nodeps,klona,src/lite.ts,TS2322,3
top1k-typed-nodeps,leven,bench.ts,TS2307,8
top1k-typed-nodeps,leven,bench.ts,TS2304,10
top1k-typed-nodeps,leven,bench.ts,TS2349,15
top1k-typed-nodeps,leven,bench.ts,TS2582,1
top1k-typed-nodeps,leven,index.ts,TS2322,2
top1k-typed-nodeps,load-json-file,index.ts,TS2525,2
top1k-typed-nodeps,load-json-file,index.ts,TS2345,1
top1k-typed-nodeps,load-json-file,index.ts,TS1064,1
top1k-typed-nodeps,load-json-file,index.ts,TS2314,1
top1k-typed-nodeps,loader-runner,lib/LoaderRunner.ts,TS2339,131
top1k-typed-nodeps,loader-runner,lib/LoaderRunner.ts,TS2554,1
top1k-typed-nodeps,loader-runner,lib/LoaderRunner.ts,TS2322,6
top1k-typed-nodeps,loader-runner,lib/LoaderRunner.ts,TS2314,6
top1k-typed-nodeps,loader-runner,lib/LoaderRunner.ts,TS2304,8
top1k-typed-nodeps,loader-runner,lib/LoaderRunner.ts,TS4060,2
top1k-typed-nodeps,loader-runner,lib/LoaderRunner.ts,TS2345,7
top1k-typed-nodeps,loader-runner,lib/LoaderRunner.ts,TS2367,1
top1k-typed-nodeps,loader-runner,lib/loadLoader.ts,TS2339,15
top1k-typed-nodeps,loader-runner,lib/loadLoader.ts,TS2314,1
top1k-typed-nodeps,loader-runner,lib/loadLoader.ts,TS2345,2
top1k-typed-nodeps,loader-runner,lib/loadLoader.ts,TS2322,2
top1k-typed-nodeps,loader-runner,lib/loadLoader.ts,TS2304,1
top1k-typed-nodeps,loader-runner,lib/loadLoader.ts,TS4060,1
top1k-typed-nodeps,loader-runner,lib/loadLoader.ts,TS2351,2
top1k-typed-nodeps,lodash,add.ts,TS2322,1
top1k-typed-nodeps,lodash,add.ts,TS2345,1
top1k-typed-nodeps,lodash,at.ts,TS2345,1
top1k-typed-nodeps,lodash,at.ts,TS2554,1
top1k-typed-nodeps,lodash,attempt.ts,TS2304,1
top1k-typed-nodeps,lodash,attempt.ts,TS4060,1
top1k-typed-nodeps,lodash,camelCase.ts,TS2554,1
top1k-typed-nodeps,lodash,camelCase.ts,TS2339,1
top1k-typed-nodeps,lodash,chunk.ts,TS2345,2
top1k-typed-nodeps,lodash,chunk.ts,TS2322,1
top1k-typed-nodeps,lodash,clone.ts,TS2322,1
top1k-typed-nodeps,lodash,clone.ts,TS2554,1
top1k-typed-nodeps,lodash,cloneDeep.ts,TS2322,1
top1k-typed-nodeps,lodash,cloneDeep.ts,TS2554,1
top1k-typed-nodeps,lodash,cloneDeepWith.ts,TS2322,1
top1k-typed-nodeps,lodash,cloneDeepWith.ts,TS2554,1
top1k-typed-nodeps,lodash,cloneWith.ts,TS2322,1
top1k-typed-nodeps,lodash,cloneWith.ts,TS2554,1
top1k-typed-nodeps,lodash,compact.ts,TS2314,1
top1k-typed-nodeps,lodash,cond.ts,TS2322,2
top1k-typed-nodeps,lodash,cond.ts,TS2314,1
top1k-typed-nodeps,lodash,conforms.ts,TS2304,1
top1k-typed-nodeps,lodash,conforms.ts,TS4060,1
top1k-typed-nodeps,lodash,conforms.ts,TS2345,1
top1k-typed-nodeps,lodash,conforms.ts,TS2554,1
top1k-typed-nodeps,lodash,conformsTo.ts,TS2345,2
top1k-typed-nodeps,lodash,countBy.ts,TS2345,2
top1k-typed-nodeps,lodash,create.ts,TS2304,1
top1k-typed-nodeps,lodash,create.ts,TS4060,1
top1k-typed-nodeps,lodash,create.ts,TS2345,1
top1k-typed-nodeps,lodash,debounce.ts,TS2304,3
top1k-typed-nodeps,lodash,debounce.ts,TS4060,1
top1k-typed-nodeps,lodash,debounce.ts,TS2339,7
top1k-typed-nodeps,lodash,debounce.ts,TS2345,8
top1k-typed-nodeps,lodash,debounce.ts,TS2322,9
top1k-typed-nodeps,lodash,debounce.ts,TS2769,1
top1k-typed-nodeps,lodash,debounce.ts,TS2314,2
top1k-typed-nodeps,lodash,deburr.ts,TS2322,2
top1k-typed-nodeps,lodash,deburr.ts,TS2769,2
top1k-typed-nodeps,lodash,defaultToAny.ts,TS2314,1
top1k-typed-nodeps,lodash,defaultToAny.ts,TS2554,1
top1k-typed-nodeps,lodash,defaultsDeep.ts,TS2314,1
top1k-typed-nodeps,lodash,defer.ts,TS2322,1
top1k-typed-nodeps,lodash,delay.ts,TS2322,1
top1k-typed-nodeps,lodash,difference.ts,TS2345,1
top1k-typed-nodeps,lodash,difference.ts,TS2554,2
top1k-typed-nodeps,lodash,differenceBy.ts,TS2345,1
top1k-typed-nodeps,lodash,differenceBy.ts,TS2554,2
top1k-typed-nodeps,lodash,differenceWith.ts,TS2345,2
top1k-typed-nodeps,lodash,differenceWith.ts,TS2554,1
top1k-typed-nodeps,lodash,divide.ts,TS2345,1
top1k-typed-nodeps,lodash,drop.ts,TS2322,1
top1k-typed-nodeps,lodash,drop.ts,TS2365,1
top1k-typed-nodeps,lodash,dropRight.ts,TS2345,1
top1k-typed-nodeps,lodash,dropWhile.ts,TS2554,1
top1k-typed-nodeps,lodash,eq.ts,TS2367,1
top1k-typed-nodeps,lodash,eqDeep.ts,TS2322,1
top1k-typed-nodeps,lodash,eqDeep.ts,TS2554,1
top1k-typed-nodeps,lodash,escape.ts,TS2322,1
top1k-typed-nodeps,lodash,escape.ts,TS2339,1
top1k-typed-nodeps,lodash,escape.ts,TS2769,1
top1k-typed-nodeps,lodash,escape.ts,TS2538,1
top1k-typed-nodeps,lodash,escapeRegExp.ts,TS2322,1
top1k-typed-nodeps,lodash,escapeRegExp.ts,TS2339,1
top1k-typed-nodeps,lodash,filter.ts,TS2314,1
top1k-typed-nodeps,lodash,findKey.ts,TS2322,1
top1k-typed-nodeps,lodash,findLast.ts,TS2345,2
top1k-typed-nodeps,lodash,findLastIndex.ts,TS2345,1
top1k-typed-nodeps,lodash,findLastIndex.ts,TS2365,1
top1k-typed-nodeps,lodash,findLastKey.ts,TS2314,1
top1k-typed-nodeps,lodash,findLastKey.ts,TS2345,1
top1k-typed-nodeps,lodash,flatMap.ts,TS2322,1
top1k-typed-nodeps,lodash,flatMap.ts,TS2554,1
top1k-typed-nodeps,lodash,flatMap.ts,TS2345,1
top1k-typed-nodeps,lodash,flatMapDeep.ts,TS2322,1
top1k-typed-nodeps,lodash,flatMapDeep.ts,TS2554,1
top1k-typed-nodeps,lodash,flatMapDeep.ts,TS2345,1
top1k-typed-nodeps,lodash,flatMapDepth.ts,TS2322,1
top1k-typed-nodeps,lodash,flatMapDepth.ts,TS2554,1
top1k-typed-nodeps,lodash,flatMapDepth.ts,TS2345,1
top1k-typed-nodeps,lodash,flatten.ts,TS2554,1
top1k-typed-nodeps,lodash,flattenDeep.ts,TS2554,1
top1k-typed-nodeps,lodash,flattenDepth.ts,TS2322,1
top1k-typed-nodeps,lodash,flattenDepth.ts,TS2554,1
top1k-typed-nodeps,lodash,floor.ts,TS2304,1
top1k-typed-nodeps,lodash,floor.ts,TS4025,1
top1k-typed-nodeps,lodash,flowRight.ts,TS2314,1
top1k-typed-nodeps,lodash,forEach.ts,TS2314,1
top1k-typed-nodeps,lodash,forEachRight.ts,TS2314,1
top1k-typed-nodeps,lodash,forOwn.ts,TS2304,1
top1k-typed-nodeps,lodash,forOwn.ts,TS4060,1
top1k-typed-nodeps,lodash,forOwnRight.ts,TS2304,1
top1k-typed-nodeps,lodash,forOwnRight.ts,TS4060,1
top1k-typed-nodeps,lodash,get.ts,TS2322,1
top1k-typed-nodeps,lodash,groupBy.ts,TS2345,2
top1k-typed-nodeps,lodash,hasPath.ts,TS2322,1
top1k-typed-nodeps,lodash,hasPath.ts,TS2345,2
top1k-typed-nodeps,lodash,hasPathIn.ts,TS2322,1
top1k-typed-nodeps,lodash,hasPathIn.ts,TS2345,2
top1k-typed-nodeps,lodash,head.ts,TS2304,1
top1k-typed-nodeps,lodash,head.ts,TS4060,1
top1k-typed-nodeps,lodash,inRange.ts,TS2322,1
top1k-typed-nodeps,lodash,indexOf.ts,TS2345,2
top1k-typed-nodeps,lodash,intersection.ts,TS2322,1
top1k-typed-nodeps,lodash,intersection.ts,TS2554,1
top1k-typed-nodeps,lodash,intersectionBy.ts,TS2322,1
top1k-typed-nodeps,lodash,intersectionBy.ts,TS2554,1
top1k-typed-nodeps,lodash,intersectionWith.ts,TS2322,1
top1k-typed-nodeps,lodash,intersectionWith.ts,TS2345,1
top1k-typed-nodeps,lodash,invoke.ts,TS2304,1
top1k-typed-nodeps,lodash,invoke.ts,TS4060,1
top1k-typed-nodeps,lodash,invoke.ts,TS2322,1
top1k-typed-nodeps,lodash,invoke.ts,TS2345,2
top1k-typed-nodeps,lodash,invokeMap.ts,TS2345,2
top1k-typed-nodeps,lodash,invokeMap.ts,TS2339,1
top1k-typed-nodeps,lodash,isArguments.ts,TS2367,1
top1k-typed-nodeps,lodash,isArrayBuffer.ts,TS2339,1
top1k-typed-nodeps,lodash,isArrayBuffer.ts,TS2349,1
top1k-typed-nodeps,lodash,isArrayBuffer.ts,TS2367,1
top1k-typed-nodeps,lodash,isBoolean.ts,TS2367,3
top1k-typed-nodeps,lodash,isBuffer.ts,TS2339,4
top1k-typed-nodeps,lodash,isBuffer.ts,TS2322,1
top1k-typed-nodeps,lodash,isDate.ts,TS2339,1
top1k-typed-nodeps,lodash,isDate.ts,TS2367,1
top1k-typed-nodeps,lodash,isElement.ts,TS2345,2
top1k-typed-nodeps,lodash,isElement.ts,TS2339,1
top1k-typed-nodeps,lodash,isEmpty.ts,TS2345,3
top1k-typed-nodeps,lodash,isEmpty.ts,TS2339,2
top1k-typed-nodeps,lodash,isEmpty.ts,TS2349,1
top1k-typed-nodeps,lodash,isEmpty.ts,TS2322,1
top1k-typed-nodeps,lodash,isEqualWith.ts,TS2554,1
top1k-typed-nodeps,lodash,isError.ts,TS2345,3
top1k-typed-nodeps,lodash,isError.ts,TS2322,1
top1k-typed-nodeps,lodash,isError.ts,TS2339,2
top1k-typed-nodeps,lodash,isMap.ts,TS2339,1
top1k-typed-nodeps,lodash,isMap.ts,TS2349,1
top1k-typed-nodeps,lodash,isMap.ts,TS2367,1
top1k-typed-nodeps,lodash,isMatch.ts,TS2367,1
top1k-typed-nodeps,lodash,isMatch.ts,TS2554,1
top1k-typed-nodeps,lodash,isMatch.ts,TS2345,1
top1k-typed-nodeps,lodash,isMatchWith.ts,TS2322,1
top1k-typed-nodeps,lodash,isMatchWith.ts,TS2345,2
top1k-typed-nodeps,lodash,isNative.ts,TS2322,1
top1k-typed-nodeps,lodash,isNative.ts,TS2339,1
top1k-typed-nodeps,lodash,isNumber.ts,TS2367,1
top1k-typed-nodeps,lodash,isPlainObject.ts,TS2367,1
top1k-typed-nodeps,lodash,isPlainObject.ts,TS2322,1
top1k-typed-nodeps,lodash,isRegExp.ts,TS2339,1
top1k-typed-nodeps,lodash,isRegExp.ts,TS2349,1
top1k-typed-nodeps,lodash,isRegExp.ts,TS2367,1
top1k-typed-nodeps,lodash,isSet.ts,TS2339,1
top1k-typed-nodeps,lodash,isSet.ts,TS2367,1
top1k-typed-nodeps,lodash,isString.ts,TS2367,1
top1k-typed-nodeps,lodash,isSymbol.ts,TS2367,1
top1k-typed-nodeps,lodash,isTypedArray.ts,TS2339,1
top1k-typed-nodeps,lodash,isTypedArray.ts,TS2345,1
top1k-typed-nodeps,lodash,isWeakMap.ts,TS2367,1
top1k-typed-nodeps,lodash,isWeakSet.ts,TS2367,1
top1k-typed-nodeps,lodash,kebabCase.ts,TS2554,1
top1k-typed-nodeps,lodash,kebabCase.ts,TS2339,1
top1k-typed-nodeps,lodash,keyBy.ts,TS2345,2
top1k-typed-nodeps,lodash,keys.ts,TS2322,1
top1k-typed-nodeps,lodash,keys.ts,TS2345,1
top1k-typed-nodeps,lodash,keys.ts,TS2554,1
top1k-typed-nodeps,lodash,lastIndexOf.ts,TS2345,2
top1k-typed-nodeps,lodash,lowerCase.ts,TS2554,1
top1k-typed-nodeps,lodash,lowerCase.ts,TS2339,1
top1k-typed-nodeps,lodash,lowerFirst.ts,TS2322,1
top1k-typed-nodeps,lodash,matches.ts,TS2304,1
top1k-typed-nodeps,lodash,matches.ts,TS4060,1
top1k-typed-nodeps,lodash,matches.ts,TS2345,1
top1k-typed-nodeps,lodash,matches.ts,TS2554,1
top1k-typed-nodeps,lodash,matchesProperty.ts,TS2322,1
top1k-typed-nodeps,lodash,matchesProperty.ts,TS2345,1
top1k-typed-nodeps,lodash,matchesProperty.ts,TS2554,1
top1k-typed-nodeps,lodash,maxBy.ts,TS2345,1
top1k-typed-nodeps,lodash,mean.ts,TS2304,1
top1k-typed-nodeps,lodash,mean.ts,TS4060,1
top1k-typed-nodeps,lodash,memoize.ts,TS2304,2
top1k-typed-nodeps,lodash,memoize.ts,TS4060,1
top1k-typed-nodeps,lodash,memoize.ts,TS2339,3
top1k-typed-nodeps,lodash,merge.ts,TS2554,1
top1k-typed-nodeps,lodash,mergeWith.ts,TS2554,1
top1k-typed-nodeps,lodash,methodOf.ts,TS2345,1
top1k-typed-nodeps,lodash,minBy.ts,TS2345,1
top1k-typed-nodeps,lodash,multiply.ts,TS2345,1
top1k-typed-nodeps,lodash,nth.ts,TS2304,1
top1k-typed-nodeps,lodash,nth.ts,TS4060,1
top1k-typed-nodeps,lodash,nth.ts,TS2322,1
top1k-typed-nodeps,lodash,nth.ts,TS2365,1
top1k-typed-nodeps,lodash,nth.ts,TS2345,1
top1k-typed-nodeps,lodash,nthArg.ts,TS2345,1
top1k-typed-nodeps,lodash,once.ts,TS2304,1
top1k-typed-nodeps,lodash,once.ts,TS4060,1
top1k-typed-nodeps,lodash,once.ts,TS2345,1
top1k-typed-nodeps,lodash,orderBy.ts,TS2345,1
top1k-typed-nodeps,lodash,over.ts,TS2345,1
top1k-typed-nodeps,lodash,overEvery.ts,TS2345,1
top1k-typed-nodeps,lodash,overSome.ts,TS2345,1
top1k-typed-nodeps,lodash,padEnd.ts,TS2345,1
top1k-typed-nodeps,lodash,padEnd.ts,TS2322,1
top1k-typed-nodeps,lodash,padStart.ts,TS2322,1
top1k-typed-nodeps,lodash,parseInt.ts,TS2339,1
top1k-typed-nodeps,lodash,partition.ts,TS2304,1
top1k-typed-nodeps,lodash,partition.ts,TS4060,1
top1k-typed-nodeps,lodash,partition.ts,TS2345,1
top1k-typed-nodeps,lodash,pick.ts,TS2304,1
top1k-typed-nodeps,lodash,pick.ts,TS4060,1
top1k-typed-nodeps,lodash,pick.ts,TS2345,1
top1k-typed-nodeps,lodash,pickBy.ts,TS2345,2
top1k-typed-nodeps,lodash,property.ts,TS2304,1
top1k-typed-nodeps,lodash,property.ts,TS4060,1
top1k-typed-nodeps,lodash,property.ts,TS2554,1
top1k-typed-nodeps,lodash,property.ts,TS2345,1
top1k-typed-nodeps,lodash,pull.ts,TS2314,1
top1k-typed-nodeps,lodash,pullAll.ts,TS2554,1
top1k-typed-nodeps,lodash,pullAllBy.ts,TS2554,1
top1k-typed-nodeps,lodash,pullAllWith.ts,TS2345,1
top1k-typed-nodeps,lodash,pullAt.ts,TS2314,1
top1k-typed-nodeps,lodash,pullAt.ts,TS2322,1
top1k-typed-nodeps,lodash,pullAt.ts,TS2339,1
top1k-typed-nodeps,lodash,random.ts,TS2314,1
top1k-typed-nodeps,lodash,range.ts,TS2304,1
top1k-typed-nodeps,lodash,range.ts,TS4025,1
top1k-typed-nodeps,lodash,range.ts,TS2554,1
top1k-typed-nodeps,lodash,reduce.ts,TS2304,1
top1k-typed-nodeps,lodash,reduce.ts,TS4060,1
