Dataset,Package,File,"Error code",Count
top1k-typed-with-typed-deps,json5,build/package.ts,TS2451,4
top1k-typed-with-typed-deps,json5,build/package.ts,TS2339,3
top1k-typed-with-typed-deps,json5,build/unicode.ts,TS2451,2
top1k-typed-with-typed-deps,json5,build/unicode.ts,TS2339,4
top1k-typed-with-typed-deps,json5,lib/cli.ts,TS2451,4
top1k-typed-with-typed-deps,json5,lib/cli.ts,TS2339,24
top1k-typed-with-typed-deps,json5,lib/cli.ts,TS2740,1
top1k-typed-with-typed-deps,json5,lib/cli.ts,TS2322,3
top1k-typed-with-typed-deps,json5,lib/cli.ts,TS2304,2
top1k-typed-with-typed-deps,json5,lib/cli.ts,TS4060,2
top1k-typed-with-typed-deps,json5,lib/index.ts,TS2451,1
top1k-typed-with-typed-deps,json5,lib/parse.ts,TS2451,1
top1k-typed-with-typed-deps,json5,lib/parse.ts,TS2322,20
top1k-typed-with-typed-deps,json5,lib/parse.ts,TS2339,37
top1k-typed-with-typed-deps,json5,lib/parse.ts,TS2678,99
top1k-typed-with-typed-deps,json5,lib/parse.ts,TS2554,2
top1k-typed-with-typed-deps,json5,lib/parse.ts,TS2345,45
top1k-typed-with-typed-deps,json5,lib/parse.ts,TS2367,5
top1k-typed-with-typed-deps,json5,lib/parse.ts,TS2304,4
top1k-typed-with-typed-deps,json5,lib/parse.ts,TS4060,4
top1k-typed-with-typed-deps,json5,lib/parse.ts,TS2384,1
top1k-typed-with-typed-deps,json5,lib/parse.ts,TS2740,3
top1k-typed-with-typed-deps,json5,lib/parse.ts,TS2314,1
top1k-typed-with-typed-deps,json5,lib/register.ts,TS2451,2
top1k-typed-with-typed-deps,json5,lib/register.ts,TS2322,1
top1k-typed-with-typed-deps,json5,lib/register.ts,TS2339,3
top1k-typed-with-typed-deps,json5,lib/stringify.ts,TS2451,1
top1k-typed-with-typed-deps,json5,lib/stringify.ts,TS2339,11
top1k-typed-with-typed-deps,json5,lib/stringify.ts,TS2358,5
top1k-typed-with-typed-deps,json5,lib/stringify.ts,TS2322,13
top1k-typed-with-typed-deps,json5,lib/stringify.ts,TS2678,2
top1k-typed-with-typed-deps,json5,lib/stringify.ts,TS2554,4
top1k-typed-with-typed-deps,json5,lib/stringify.ts,TS2345,3
top1k-typed-with-typed-deps,json5,lib/stringify.ts,TS2769,1
top1k-typed-with-typed-deps,json5,lib/util.ts,TS2339,3
top1k-typed-with-typed-deps,json5,rollup.config.ts,TS2451,1
top1k-typed-with-typed-deps,json5,rollup.config.ts,TS2339,4
top1k-typed-with-typed-deps,jsonfile,index.ts,TS2451,2
top1k-typed-with-typed-deps,jsonfile,index.ts,TS2314,3
top1k-typed-with-typed-deps,jsonfile,index.ts,TS2339,15
top1k-typed-with-typed-deps,jsonfile,index.ts,TS2322,1
top1k-typed-with-typed-deps,jsonfile,index.ts,TS2345,4
top1k-typed-with-typed-deps,jsonfile,utils.ts,TS2451,2
top1k-typed-with-typed-deps,jsonfile,utils.ts,TS2525,1
top1k-typed-with-typed-deps,jsonfile,utils.ts,TS2304,1
top1k-typed-with-typed-deps,jsonfile,utils.ts,TS4060,1
top1k-typed-with-typed-deps,lru-cache,index.ts,TS2322,4
top1k-typed-with-typed-deps,lru-cache,index.ts,TS2339,313
top1k-typed-with-typed-deps,lru-cache,index.ts,TS2351,5
top1k-typed-with-typed-deps,lru-cache,index.ts,TS2554,1
top1k-typed-with-typed-deps,lru-cache,index.ts,TS2739,1
top1k-typed-with-typed-deps,lru-cache,index.ts,TS2556,1
top1k-typed-with-typed-deps,lru-cache,index.ts,TS2525,4
top1k-typed-with-typed-deps,lru-cache,index.ts,TS2551,14
top1k-typed-with-typed-deps,lru-cache,index.ts,TS2740,1
top1k-typed-with-typed-deps,lru-cache,index.ts,TS2345,2
top1k-typed-with-typed-deps,make-dir,index.ts,TS2322,2
top1k-typed-with-typed-deps,make-dir,index.ts,TS2339,27
top1k-typed-with-typed-deps,make-dir,index.ts,TS2349,1
top1k-typed-with-typed-deps,micromatch,bench/index.ts,TS2339,32
top1k-typed-with-typed-deps,micromatch,bench/index.ts,TS2322,1
top1k-typed-with-typed-deps,micromatch,examples/micromatch.braces.ts,TS2451,1
top1k-typed-with-typed-deps,micromatch,examples/option-expandRange.ts,TS2339,7
top1k-typed-with-typed-deps,micromatch,examples/option-expandRange.ts,TS2349,1
top1k-typed-with-typed-deps,micromatch,examples/option-ignore.ts,TS2451,1
top1k-typed-with-typed-deps,micromatch,examples/option-ignore.ts,TS2339,1
top1k-typed-with-typed-deps,micromatch,examples/option-ignore.ts,TS2349,3
top1k-typed-with-typed-deps,micromatch,examples/option-onIgnore.ts,TS2451,1
top1k-typed-with-typed-deps,micromatch,examples/option-onIgnore.ts,TS2339,1
top1k-typed-with-typed-deps,micromatch,examples/option-onIgnore.ts,TS2349,3
top1k-typed-with-typed-deps,micromatch,examples/option-onMatch.ts,TS2451,1
top1k-typed-with-typed-deps,micromatch,examples/option-onMatch.ts,TS2339,1
top1k-typed-with-typed-deps,micromatch,examples/option-onMatch.ts,TS2349,3
top1k-typed-with-typed-deps,micromatch,examples/option-onResult.ts,TS2451,1
top1k-typed-with-typed-deps,micromatch,examples/option-onResult.ts,TS2339,1
top1k-typed-with-typed-deps,micromatch,examples/option-onResult.ts,TS2349,3
top1k-typed-with-typed-deps,micromatch,index.ts,TS2451,1
top1k-typed-with-typed-deps,micromatch,index.ts,TS2367,2
top1k-typed-with-typed-deps,micromatch,index.ts,TS2314,1
top1k-typed-with-typed-deps,micromatch,index.ts,TS2739,1
top1k-typed-with-typed-deps,micromatch,index.ts,TS2322,3
top1k-typed-with-typed-deps,micromatch,index.ts,TS2339,52
top1k-typed-with-typed-deps,micromatch,index.ts,TS2488,3
top1k-typed-with-typed-deps,micromatch,index.ts,TS2551,1
top1k-typed-with-typed-deps,mime-types,index.ts,TS2339,4
top1k-typed-with-typed-deps,mime-types,index.ts,TS2322,2
top1k-typed-with-typed-deps,mime-types,index.ts,TS2304,2
top1k-typed-with-typed-deps,mime-types,index.ts,TS4060,1
top1k-typed-with-typed-deps,minimatch,benchmark.ts,TS2451,1
top1k-typed-with-typed-deps,minimatch,benchmark.ts,TS2322,1
top1k-typed-with-typed-deps,minimatch,benchmark.ts,TS2304,1
top1k-typed-with-typed-deps,minimatch,benchmark.ts,TS2314,1
top1k-typed-with-typed-deps,minimatch,benchmark.ts,TS2345,1
top1k-typed-with-typed-deps,minimatch,minimatch.ts,TS2339,113
top1k-typed-with-typed-deps,minimatch,minimatch.ts,TS2322,7
top1k-typed-with-typed-deps,minimatch,minimatch.ts,TS2451,1
top1k-typed-with-typed-deps,minimatch,minimatch.ts,TS2769,2
top1k-typed-with-typed-deps,minimatch,minimatch.ts,TS2349,1
top1k-typed-with-typed-deps,minimatch,minimatch.ts,TS2740,1
top1k-typed-with-typed-deps,minimatch,minimatch.ts,TS2554,28
top1k-typed-with-typed-deps,minimatch,minimatch.ts,TS2345,2
top1k-typed-with-typed-deps,minimatch,minimatch.ts,TS2367,7
top1k-typed-with-typed-deps,minimatch,minimatch.ts,TS2678,2
top1k-typed-with-typed-deps,minipass,bench/impls/baseline.ts,TS2339,3
top1k-typed-with-typed-deps,minipass,bench/impls/core-extend-transform.ts,TS2339,2
top1k-typed-with-typed-deps,minipass,bench/impls/extend-minipass-current.ts,TS2451,1
top1k-typed-with-typed-deps,minipass,bench/impls/extend-minipass-current.ts,TS2507,1
top1k-typed-with-typed-deps,minipass,bench/impls/extend-minipass.ts,TS2451,1
top1k-typed-with-typed-deps,minipass,bench/impls/extend-minipass.ts,TS2507,1
top1k-typed-with-typed-deps,minipass,bench/impls/extend-through2.ts,TS2451,1
top1k-typed-with-typed-deps,minipass,bench/impls/extend-through2.ts,TS2339,4
top1k-typed-with-typed-deps,minipass,bench/impls/extend-through2.ts,TS2304,4
top1k-typed-with-typed-deps,minipass,bench/impls/minipass-current-async.ts,TS2451,1
top1k-typed-with-typed-deps,minipass,bench/impls/minipass-current-async.ts,TS2507,1
top1k-typed-with-typed-deps,minipass,bench/impls/minipass-current-async.ts,TS2339,1
top1k-typed-with-typed-deps,minipass,bench/impls/push-through.ts,TS2339,23
top1k-typed-with-typed-deps,minipass,bench/impls/push-through.ts,TS2551,9
top1k-typed-with-typed-deps,minipass,bench/impls/push-through.ts,TS2367,3
top1k-typed-with-typed-deps,minipass,bench/impls/through2.ts,TS2451,1
top1k-typed-with-typed-deps,minipass,bench/impls/through2.ts,TS2339,4
top1k-typed-with-typed-deps,minipass,bench/impls/through2.ts,TS2304,3
top1k-typed-with-typed-deps,minipass,bench/index.ts,TS2339,56
top1k-typed-with-typed-deps,minipass,bench/index.ts,TS2345,4
top1k-typed-with-typed-deps,minipass,bench/index.ts,TS2769,3
top1k-typed-with-typed-deps,minipass,bench/index.ts,TS2451,1
top1k-typed-with-typed-deps,minipass,bench/index.ts,TS2351,2
top1k-typed-with-typed-deps,minipass,bench/index.ts,TS2322,8
top1k-typed-with-typed-deps,minipass,bench/index.ts,TS2739,2
top1k-typed-with-typed-deps,minipass,bench/index.ts,TS2740,2
top1k-typed-with-typed-deps,minipass,bench/index.ts,TS2554,6
top1k-typed-with-typed-deps,minipass,bench/index.ts,TS2507,2
top1k-typed-with-typed-deps,minipass,index.ts,TS2451,1
top1k-typed-with-typed-deps,minipass,index.ts,TS2322,26
top1k-typed-with-typed-deps,minipass,index.ts,TS2345,1
top1k-typed-with-typed-deps,minipass,index.ts,TS2367,3
top1k-typed-with-typed-deps,minipass,index.ts,TS2339,57
top1k-typed-with-typed-deps,minipass,index.ts,TS2507,1
top1k-typed-with-typed-deps,minipass,index.ts,TS2551,9
top1k-typed-with-typed-deps,minipass,index.ts,TS2351,2
top1k-typed-with-typed-deps,minipass,index.ts,TS2555,13
top1k-typed-with-typed-deps,minipass,index.ts,TS2554,3
top1k-typed-with-typed-deps,minipass,index.ts,TS2794,1
top1k-typed-with-typed-deps,minipass,index.ts,TS2464,2
top1k-typed-with-typed-deps,minipass,index.ts,TS2359,2
top1k-typed-with-typed-deps,on-finished,index.ts,TS2322,2
top1k-typed-with-typed-deps,on-finished,index.ts,TS2345,4
top1k-typed-with-typed-deps,on-finished,index.ts,TS2339,26
top1k-typed-with-typed-deps,on-finished,index.ts,TS2304,7
top1k-typed-with-typed-deps,on-finished,index.ts,TS4060,3
top1k-typed-with-typed-deps,on-finished,index.ts,TS2314,2
top1k-typed-with-typed-deps,on-finished,index.ts,TS2740,1
top1k-typed-with-typed-deps,portfinder,lib/portfinder.ts,TS2740,2
top1k-typed-with-typed-deps,portfinder,lib/portfinder.ts,TS2339,86
top1k-typed-with-typed-deps,portfinder,lib/portfinder.ts,TS2349,8
top1k-typed-with-typed-deps,portfinder,lib/portfinder.ts,TS2304,5
top1k-typed-with-typed-deps,portfinder,lib/portfinder.ts,TS2322,6
top1k-typed-with-typed-deps,portfinder,lib/portfinder.ts,TS2345,3
top1k-typed-with-typed-deps,postcss-modules-values,src/index.ts,TS2339,3
top1k-typed-with-typed-deps,postcss-modules-values,src/index.ts,TS2349,1
top1k-typed-with-typed-deps,promise,build.ts,TS2403,1
top1k-typed-with-typed-deps,promise,build.ts,TS2339,31
top1k-typed-with-typed-deps,promise,build.ts,TS2322,1
top1k-typed-with-typed-deps,promise,build.ts,TS2345,4
top1k-typed-with-typed-deps,promise,build.ts,TS2304,1
top1k-typed-with-typed-deps,promise,polyfill-done.ts,TS2339,2
top1k-typed-with-typed-deps,promise,polyfill-done.ts,TS2314,1
top1k-typed-with-typed-deps,promise,src/core.ts,TS2403,1
top1k-typed-with-typed-deps,promise,src/core.ts,TS2304,10
top1k-typed-with-typed-deps,promise,src/core.ts,TS4060,10
top1k-typed-with-typed-deps,promise,src/core.ts,TS2322,4
top1k-typed-with-typed-deps,promise,src/core.ts,TS2314,3
top1k-typed-with-typed-deps,promise,src/core.ts,TS2339,43
top1k-typed-with-typed-deps,promise,src/core.ts,TS2350,2
top1k-typed-with-typed-deps,promise,src/core.ts,TS2345,15
top1k-typed-with-typed-deps,promise,src/core.ts,TS2351,1
top1k-typed-with-typed-deps,promise,src/core.ts,TS2349,1
top1k-typed-with-typed-deps,promise,src/core.ts,TS2367,2
top1k-typed-with-typed-deps,promise,src/core.ts,TS2740,1
top1k-typed-with-typed-deps,promise,src/core.ts,TS2358,1
top1k-typed-with-typed-deps,promise,src/done.ts,TS2339,1
top1k-typed-with-typed-deps,promise,src/done.ts,TS2314,1
top1k-typed-with-typed-deps,promise,src/es6-extensions.ts,TS2322,10
top1k-typed-with-typed-deps,promise,src/es6-extensions.ts,TS2345,10
top1k-typed-with-typed-deps,promise,src/es6-extensions.ts,TS2740,1
top1k-typed-with-typed-deps,promise,src/es6-extensions.ts,TS2339,13
top1k-typed-with-typed-deps,promise,src/es6-extensions.ts,TS2367,4
top1k-typed-with-typed-deps,promise,src/es6-extensions.ts,TS2314,2
top1k-typed-with-typed-deps,promise,src/node-extensions.ts,TS2403,1
top1k-typed-with-typed-deps,promise,src/node-extensions.ts,TS2339,4
top1k-typed-with-typed-deps,promise,src/node-extensions.ts,TS2345,5
top1k-typed-with-typed-deps,promise,src/node-extensions.ts,TS2349,3
top1k-typed-with-typed-deps,promise,src/rejection-tracking.ts,TS2304,5
top1k-typed-with-typed-deps,promise,src/rejection-tracking.ts,TS4060,3
top1k-typed-with-typed-deps,promise,src/rejection-tracking.ts,TS2339,20
top1k-typed-with-typed-deps,promise,src/rejection-tracking.ts,TS2322,1
top1k-typed-with-typed-deps,promise,src/rejection-tracking.ts,TS2359,1
top1k-typed-with-typed-deps,promise,src/synchronous.ts,TS2339,14
top1k-typed-with-typed-deps,pump,index.ts,TS2339,11
top1k-typed-with-typed-deps,pump,index.ts,TS2322,2
top1k-typed-with-typed-deps,pump,index.ts,TS2345,3
top1k-typed-with-typed-deps,pumpify,index.ts,TS2351,1
top1k-typed-with-typed-deps,pumpify,index.ts,TS2339,8
top1k-typed-with-typed-deps,pumpify,index.ts,TS2314,1
top1k-typed-with-typed-deps,readdirp,examples/bench.ts,TS2304,1
top1k-typed-with-typed-deps,readdirp,examples/bench.ts,TS4060,1
top1k-typed-with-typed-deps,readdirp,examples/bench.ts,TS2451,1
top1k-typed-with-typed-deps,readdirp,examples/bench.ts,TS2345,2
top1k-typed-with-typed-deps,readdirp,examples/grep.ts,TS2339,8
top1k-typed-with-typed-deps,readdirp,examples/list.ts,TS2451,1
top1k-typed-with-typed-deps,readdirp,index.ts,TS2339,36
top1k-typed-with-typed-deps,readdirp,index.ts,TS2739,1
top1k-typed-with-typed-deps,readdirp,index.ts,TS2345,2
top1k-typed-with-typed-deps,readdirp,index.ts,TS2322,2
top1k-typed-with-typed-deps,readdirp,index.ts,TS2361,1
top1k-typed-with-typed-deps,regjsparser,demo/main.ts,TS2339,31
top1k-typed-with-typed-deps,regjsparser,demo/main.ts,TS2740,1
top1k-typed-with-typed-deps,regjsparser,demo/main.ts,TS2769,1
top1k-typed-with-typed-deps,regjsparser,demo/main.ts,TS2304,1
top1k-typed-with-typed-deps,regjsparser,demo/main.ts,TS2345,1
top1k-typed-with-typed-deps,regjsparser,parser.ts,TS2322,107
top1k-typed-with-typed-deps,regjsparser,parser.ts,TS2339,61
top1k-typed-with-typed-deps,regjsparser,parser.ts,TS2345,74
top1k-typed-with-typed-deps,regjsparser,parser.ts,TS2304,3
top1k-typed-with-typed-deps,regjsparser,parser.ts,TS2554,38
top1k-typed-with-typed-deps,regjsparser,parser.ts,TS2769,1
top1k-typed-with-typed-deps,regjsparser,parser.ts,TS2740,2
top1k-typed-with-typed-deps,regjsparser,parser.ts,TS2361,1
top1k-typed-with-typed-deps,regjsparser,tools/generate-identifier-regex.ts,TS2339,2
top1k-typed-with-typed-deps,rimraf,bin.ts,TS2451,1
top1k-typed-with-typed-deps,rimraf,bin.ts,TS2339,1
top1k-typed-with-typed-deps,rimraf,bin.ts,TS2349,12
top1k-typed-with-typed-deps,rimraf,rimraf.ts,TS2451,1
top1k-typed-with-typed-deps,rimraf,rimraf.ts,TS2322,1
top1k-typed-with-typed-deps,rimraf,rimraf.ts,TS2339,67
top1k-typed-with-typed-deps,send,index.ts,TS2339,132
top1k-typed-with-typed-deps,send,index.ts,TS2350,1
top1k-typed-with-typed-deps,send,index.ts,TS2304,17
top1k-typed-with-typed-deps,send,index.ts,TS4060,3
top1k-typed-with-typed-deps,send,index.ts,TS2740,1
top1k-typed-with-typed-deps,send,index.ts,TS2349,25
top1k-typed-with-typed-deps,send,index.ts,TS2345,8
top1k-typed-with-typed-deps,send,index.ts,TS2367,4
top1k-typed-with-typed-deps,send,index.ts,TS2314,3
top1k-typed-with-typed-deps,send,index.ts,TS2769,1
top1k-typed-with-typed-deps,send,index.ts,TS2554,4
top1k-typed-with-typed-deps,send,index.ts,TS2322,2
top1k-typed-with-typed-deps,send,index.ts,TS2358,1
top1k-typed-with-typed-deps,serialize-javascript,index.ts,TS2304,1
top1k-typed-with-typed-deps,serialize-javascript,index.ts,TS4060,1
top1k-typed-with-typed-deps,serialize-javascript,index.ts,TS2339,8
top1k-typed-with-typed-deps,serialize-javascript,index.ts,TS2345,6
top1k-typed-with-typed-deps,serialize-javascript,index.ts,TS2769,2
top1k-typed-with-typed-deps,serialize-javascript,index.ts,TS2367,9
top1k-typed-with-typed-deps,serialize-javascript,index.ts,TS2554,1
top1k-typed-with-typed-deps,serve-static,index.ts,TS2339,34
top1k-typed-with-typed-deps,serve-static,index.ts,TS2740,1
top1k-typed-with-typed-deps,serve-static,index.ts,TS2304,5
top1k-typed-with-typed-deps,serve-static,index.ts,TS2349,1
top1k-typed-with-typed-deps,serve-static,index.ts,TS2345,1
top1k-typed-with-typed-deps,serve-static,scripts/version-history.ts,TS2339,7
top1k-typed-with-typed-deps,serve-static,scripts/version-history.ts,TS2740,2
top1k-typed-with-typed-deps,serve-static,scripts/version-history.ts,TS2365,1
top1k-typed-with-typed-deps,stream-each,index.ts,TS2339,2
top1k-typed-with-typed-deps,stream-each,index.ts,TS2304,4
top1k-typed-with-typed-deps,stream-each,index.ts,TS2322,2
top1k-typed-with-typed-deps,strip-indent,index.ts,TS2322,3
top1k-typed-with-typed-deps,strip-indent,index.ts,TS2367,1
top1k-typed-with-typed-deps,strip-indent,index.ts,TS2769,1
top1k-typed-with-typed-deps,through2,through2.ts,TS2304,1
top1k-typed-with-typed-deps,through2,through2.ts,TS4060,1
top1k-typed-with-typed-deps,through2,through2.ts,TS2339,7
top1k-typed-with-typed-deps,through2,through2.ts,TS2322,3
top1k-typed-with-typed-deps,through2,through2.ts,TS2350,1
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/lang-css.ts,TS2304,6
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/prettify.ts,TS2339,84
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/prettify.ts,TS2365,15
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/prettify.ts,TS2367,12
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/prettify.ts,TS2322,41
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/prettify.ts,TS2403,10
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/prettify.ts,TS2345,45
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/prettify.ts,TS2314,3
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/prettify.ts,TS2542,1
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/prettify.ts,TS2362,2
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/prettify.ts,TS2304,9
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/prettify.ts,TS2356,1
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/prettify.ts,TS2740,3
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/prettify.ts,TS2349,1
top1k-typed-with-typed-deps,tmp,docs/scripts/prettify/prettify.ts,TS2769,1
top1k-typed-with-typed-deps,tmp,lib/tmp.ts,TS2451,1
top1k-typed-with-typed-deps,tmp,lib/tmp.ts,TS2339,103
top1k-typed-with-typed-deps,tmp,lib/tmp.ts,TS2304,11
top1k-typed-with-typed-deps,tmp,lib/tmp.ts,TS4060,10
top1k-typed-with-typed-deps,tmp,lib/tmp.ts,TS2554,6
top1k-typed-with-typed-deps,tmp,lib/tmp.ts,TS2314,6
top1k-typed-with-typed-deps,tmp,lib/tmp.ts,TS2345,11
top1k-typed-with-typed-deps,tmp,lib/tmp.ts,TS2551,2
top1k-typed-with-typed-deps,tmp,lib/tmp.ts,TS2322,6
top1k-typed-with-typed-deps,tmp,lib/tmp.ts,TS2367,5
top1k-typed-with-typed-deps,tmp,lib/tmp.ts,TS2365,1
top1k-typed-with-typed-deps,tmp,lib/tmp.ts,TS2540,1
top1k-typed-with-typed-deps,tmp,lib/tmp.ts,TS2769,1
top1k-typed-with-typed-deps,to-regex-range,examples.ts,TS2351,1
top1k-typed-with-typed-deps,to-regex-range,examples.ts,TS2339,2
top1k-typed-with-typed-deps,to-regex-range,examples.ts,TS2314,1
top1k-typed-with-typed-deps,to-regex-range,index.ts,TS2339,47
top1k-typed-with-typed-deps,to-regex-range,index.ts,TS2345,16
top1k-typed-with-typed-deps,to-regex-range,index.ts,TS2314,2
top1k-typed-with-typed-deps,to-regex-range,index.ts,TS2367,1
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2451,6
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2554,20
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2339,202
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2322,26
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2367,10
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2740,6
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2314,1
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2365,4
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2345,9
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2749,9
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS4060,2
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2551,13
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2358,2
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2349,1
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2538,1
top1k-typed-with-typed-deps,tough-cookie,lib/cookie.ts,TS2304,1
top1k-typed-with-typed-deps,tough-cookie,lib/memstore.ts,TS2451,6
top1k-typed-with-typed-deps,tough-cookie,lib/memstore.ts,TS2749,1
top1k-typed-with-typed-deps,tough-cookie,lib/memstore.ts,TS4025,1
top1k-typed-with-typed-deps,tough-cookie,lib/memstore.ts,TS2339,24
top1k-typed-with-typed-deps,tough-cookie,lib/memstore.ts,TS2538,1
top1k-typed-with-typed-deps,tough-cookie,lib/memstore.ts,TS2304,2
top1k-typed-with-typed-deps,tough-cookie,lib/memstore.ts,TS2345,3
top1k-typed-with-typed-deps,tough-cookie,lib/memstore.ts,TS2365,3
top1k-typed-with-typed-deps,tough-cookie,lib/pathMatch.ts,TS2451,1
top1k-typed-with-typed-deps,tough-cookie,lib/permuteDomain.ts,TS2451,2
top1k-typed-with-typed-deps,tough-cookie,lib/permuteDomain.ts,TS2339,1
top1k-typed-with-typed-deps,tough-cookie,lib/pubsuffix-psl.ts,TS2314,1
top1k-typed-with-typed-deps,tough-cookie,lib/pubsuffix-psl.ts,TS2339,2
top1k-typed-with-typed-deps,tough-cookie,lib/store.ts,TS2451,1
top1k-typed-with-typed-deps,tough-cookie,lib/store.ts,TS2339,1
top1k-typed-with-typed-deps,tough-cookie,lib/utilHelper.ts,TS2314,1
top1k-typed-with-typed-deps,tough-cookie,lib/utilHelper.ts,TS2339,5
top1k-typed-with-typed-deps,tough-cookie,lib/validators.ts,TS2367,1
top1k-typed-with-typed-deps,tough-cookie,lib/validators.ts,TS2345,1
top1k-typed-with-typed-deps,tough-cookie,lib/validators.ts,TS2339,1
top1k-typed-with-typed-deps,tough-cookie,lib/validators.ts,TS2358,1
top1k-typed-with-typed-deps,tough-cookie,lib/validators.ts,TS2359,1
top1k-typed-with-typed-deps,tough-cookie,lib/validators.ts,TS2304,1
top1k-typed-with-typed-deps,tough-cookie,lib/validators.ts,TS4060,1
top1k-typed-with-typed-deps,tr46,index.ts,TS2451,2
top1k-typed-with-typed-deps,tr46,index.ts,TS2304,6
top1k-typed-with-typed-deps,tr46,index.ts,TS4060,5
top1k-typed-with-typed-deps,tr46,index.ts,TS2345,4
top1k-typed-with-typed-deps,tr46,index.ts,TS2339,24
top1k-typed-with-typed-deps,tr46,scripts/generateMappingTable.ts,TS2451,5
top1k-typed-with-typed-deps,tr46,scripts/generateMappingTable.ts,TS2393,1
top1k-typed-with-typed-deps,tr46,scripts/generateMappingTable.ts,TS2314,1
top1k-typed-with-typed-deps,tr46,scripts/generateMappingTable.ts,TS2740,1
top1k-typed-with-typed-deps,tr46,scripts/generateMappingTable.ts,TS2339,3
top1k-typed-with-typed-deps,tr46,scripts/generateMappingTable.ts,TS2345,1
top1k-typed-with-typed-deps,tr46,scripts/generateRegexes.ts,TS2451,4
top1k-typed-with-typed-deps,tr46,scripts/generateRegexes.ts,TS2345,13
top1k-typed-with-typed-deps,tr46,scripts/generateRegexes.ts,TS2339,44
top1k-typed-with-typed-deps,tr46,scripts/generateUnicodeCodePoints.ts,TS2451,1
top1k-typed-with-typed-deps,tr46,scripts/generateUnicodeCodePoints.ts,TS1108,1
top1k-typed-with-typed-deps,tr46,scripts/generateUnicodeCodePoints.ts,TS2739,1
top1k-typed-with-typed-deps,tr46,scripts/generateUnicodeCodePoints.ts,TS2339,3
top1k-typed-with-typed-deps,tr46,scripts/generateUnicodeCodePoints.ts,TS2322,2
top1k-typed-with-typed-deps,tr46,scripts/getLatestTests.ts,TS2451,4
top1k-typed-with-typed-deps,tr46,scripts/getLatestTests.ts,TS2393,1
top1k-typed-with-typed-deps,tr46,scripts/getLatestTests.ts,TS2314,1
top1k-typed-with-typed-deps,tr46,scripts/getLatestTests.ts,TS2339,6
top1k-typed-with-typed-deps,tr46,scripts/getLatestTests.ts,TS2740,1
top1k-typed-with-typed-deps,tr46,scripts/getLatestTests.ts,TS2322,1
top1k-typed-with-typed-deps,type-check,browser/type-check.ts,TS2739,1
top1k-typed-with-typed-deps,type-check,browser/type-check.ts,TS2554,71
top1k-typed-with-typed-deps,type-check,browser/type-check.ts,TS2339,313
top1k-typed-with-typed-deps,type-check,browser/type-check.ts,TS2314,15
top1k-typed-with-typed-deps,type-check,browser/type-check.ts,TS2345,36
top1k-typed-with-typed-deps,type-check,browser/type-check.ts,TS2365,54
top1k-typed-with-typed-deps,type-check,browser/type-check.ts,TS2405,6
top1k-typed-with-typed-deps,type-check,browser/type-check.ts,TS2538,11
top1k-typed-with-typed-deps,type-check,browser/type-check.ts,TS2304,1
top1k-typed-with-typed-deps,type-check,browser/type-check.ts,TS2740,2
top1k-typed-with-typed-deps,type-check,browser/type-check.ts,TS2367,2
top1k-typed-with-typed-deps,type-check,browser/type-check.ts,TS2322,144
top1k-typed-with-typed-deps,type-check,browser/type-check.ts,TS2769,5
top1k-typed-with-typed-deps,type-check,browser/type-check.ts,TS2363,1
top1k-typed-with-typed-deps,type-check,lib/check.ts,TS2339,17
top1k-typed-with-typed-deps,type-check,lib/check.ts,TS2314,1
top1k-typed-with-typed-deps,type-check,lib/check.ts,TS2345,8
top1k-typed-with-typed-deps,type-check,lib/check.ts,TS2365,1
top1k-typed-with-typed-deps,type-check,lib/check.ts,TS2405,1
