"System","Dataset","Package","File","Number of anys","Number of any[]","Number of Function","Total annotations"
DeepTyper,top1k-typed-nodeps,yn,index.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps,yn,lenient.ts,8,0,0,16
DeepTyper,top1k-typed-nodeps,yocto-queue,index.ts,2,0,0,3
DeepTyper,top1k-typed-nodeps-es6,abab,index.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,abab,karma.conf.ts,0,0,0,1
DeepTyper,top1k-typed-nodeps-es6,abab,lib/atob.ts,0,0,0,9
DeepTyper,top1k-typed-nodeps-es6,abab,lib/btoa.ts,0,0,0,8
DeepTyper,top1k-typed-nodeps-es6,abbrev,abbrev.ts,4,0,0,9
DeepTyper,top1k-typed-nodeps-es6,acorn-jsx,index.ts,50,1,0,69
DeepTyper,top1k-typed-nodeps-es6,acorn-jsx,xhtml.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,bench/colors.ts,10,0,0,18
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,bench/dryrun.ts,3,0,0,3
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,bench/index.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,bench/load-ansi-colors.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,bench/load-chalk.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,examples/alias.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,examples/chained.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,examples/colors.ts,1,0,0,2
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,examples/nested.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,examples/nesting-bug.ts,2,0,0,2
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,examples/ok.ts,0,0,0,1
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,examples/readme-examples.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,examples/screenshot-table.ts,3,1,0,6
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,examples/screenshot.ts,0,0,0,2
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,examples/styles.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,examples/theme-custom-fn.ts,1,0,0,4
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,examples/theme.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,examples/theme2.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,examples/unstyle.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,index.ts,16,0,0,39
DeepTyper,top1k-typed-nodeps-es6,ansi-colors,symbols.ts,3,0,0,6
DeepTyper,top1k-typed-nodeps-es6,ansi-regex,fixtures/ansi-codes.ts,5,0,0,5
DeepTyper,top1k-typed-nodeps-es6,ansi-regex,fixtures/view-codes.ts,0,3,0,8
DeepTyper,top1k-typed-nodeps-es6,ansi-regex,index.ts,0,0,0,1
DeepTyper,top1k-typed-nodeps-es6,ansi-styles,index.ts,5,0,0,32
DeepTyper,top1k-typed-nodeps-es6,ansi-styles,screenshot.ts,0,0,0,4
DeepTyper,top1k-typed-nodeps-es6,arg,index.ts,9,0,0,15
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/check.ts,4,0,0,4
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/2-1-0.ts,6,1,0,8
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/array-union.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/concat-apply.ts,1,1,0,2
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/current.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/for-concat.ts,2,0,0,3
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/for-each.ts,4,1,0,5
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/for-in.ts,3,2,0,7
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/for.ts,1,2,0,4
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/reduce.ts,3,2,0,5
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/while-concat-push.ts,1,3,0,5
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/while-concat.ts,0,2,0,3
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/while-continue-for.ts,4,0,0,5
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/while-for-unique.ts,3,0,0,4
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/while-for.ts,4,0,0,5
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/while-push-apply.ts,2,0,0,3
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/while-seen.ts,1,3,0,6
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/while-while-unique.ts,3,0,0,5
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/code/while-while.ts,6,0,0,8
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/fixtures/five-arrays.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/fixtures/ten-arrays.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/fixtures/two-arrays.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,arr-union,benchmark/index.ts,1,0,0,1
DeepTyper,top1k-typed-nodeps-es6,arr-union,index.ts,3,0,0,6
DeepTyper,top1k-typed-nodeps-es6,array-union,index.ts,1,0,0,1
DeepTyper,top1k-typed-nodeps-es6,array-uniq,index.ts,1,1,0,2
DeepTyper,top1k-typed-nodeps-es6,array-unique,benchmark/code/filter.ts,2,1,0,3
DeepTyper,top1k-typed-nodeps-es6,array-unique,benchmark/code/for-in.ts,2,1,0,5
DeepTyper,top1k-typed-nodeps-es6,array-unique,benchmark/code/linear-search-01.ts,1,1,0,2
DeepTyper,top1k-typed-nodeps-es6,array-unique,benchmark/code/set-immutable.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,array-unique,benchmark/code/set.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,array-unique,benchmark/code/while-hash.ts,2,1,0,4
DeepTyper,top1k-typed-nodeps-es6,array-unique,benchmark/code/while.ts,2,1,0,4
DeepTyper,top1k-typed-nodeps-es6,array-unique,benchmark/fixtures/long.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,array-unique,benchmark/fixtures/med.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,array-unique,benchmark/fixtures/short.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,array-unique,benchmark/index.ts,1,0,0,1
DeepTyper,top1k-typed-nodeps-es6,array-unique,benchmark/randomize.ts,0,2,0,4
DeepTyper,top1k-typed-nodeps-es6,array-unique,index.ts,4,1,0,10
DeepTyper,top1k-typed-nodeps-es6,arrify,index.ts,2,0,0,2
DeepTyper,top1k-typed-nodeps-es6,assert-plus,assert.ts,27,0,0,51
DeepTyper,top1k-typed-nodeps-es6,astral-regex,index.ts,1,0,0,3
DeepTyper,top1k-typed-nodeps-es6,atob,bin/atob.ts,1,0,0,1
DeepTyper,top1k-typed-nodeps-es6,atob,browser-atob.ts,3,0,0,10
DeepTyper,top1k-typed-nodeps-es6,atob,node-atob.ts,0,0,0,2
DeepTyper,top1k-typed-nodeps-es6,aws4,aws4.ts,28,1,0,47
DeepTyper,top1k-typed-nodeps-es6,aws4,browser/index.ts,2,0,0,2
DeepTyper,top1k-typed-nodeps-es6,aws4,example.ts,4,0,0,4
DeepTyper,top1k-typed-nodeps-es6,aws4,lru.ts,10,0,0,17
DeepTyper,top1k-typed-nodeps-es6,balanced-match,example.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,balanced-match,index.ts,6,0,0,17
DeepTyper,top1k-typed-nodeps-es6,base64-js,base64js.min.ts,24,0,0,39
DeepTyper,top1k-typed-nodeps-es6,base64-js,bench/basic.ts,0,0,0,7
DeepTyper,top1k-typed-nodeps-es6,base64-js,bench/bench.ts,6,0,0,8
DeepTyper,top1k-typed-nodeps-es6,base64-js,index.ts,13,4,0,43
DeepTyper,top1k-typed-nodeps-es6,binary-extensions,index.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,boolbase,index.ts,0,0,0,2
DeepTyper,top1k-typed-nodeps-es6,brorand,index.ts,14,0,0,19
DeepTyper,top1k-typed-nodeps-es6,browser-process-hrtime,index.ts,1,0,0,7
DeepTyper,top1k-typed-nodeps-es6,buffer-crc32,index.ts,11,0,0,15
DeepTyper,top1k-typed-nodeps-es6,buffer-from,index.ts,6,0,0,15
DeepTyper,top1k-typed-nodeps-es6,bytes,index.ts,8,0,0,25
DeepTyper,top1k-typed-nodeps-es6,cacheable-lookup,benchmark.ts,15,0,0,17
DeepTyper,top1k-typed-nodeps-es6,cacheable-lookup,source/index.ts,25,0,0,46
DeepTyper,top1k-typed-nodeps-es6,callsites,index.ts,3,0,0,5
DeepTyper,top1k-typed-nodeps-es6,camelcase,index.ts,1,0,0,33
DeepTyper,top1k-typed-nodeps-es6,caseless,index.ts,8,0,0,30
DeepTyper,top1k-typed-nodeps-es6,char-regex,fixture/all-telugu-chars.ts,0,2,0,10
DeepTyper,top1k-typed-nodeps-es6,char-regex,index.ts,1,0,0,33
DeepTyper,top1k-typed-nodeps-es6,chownr,.github/workflows/package-json-repo.ts,7,0,0,9
DeepTyper,top1k-typed-nodeps-es6,chownr,chownr.ts,46,0,0,80
DeepTyper,top1k-typed-nodeps-es6,ci-info,index.ts,5,0,0,10
DeepTyper,top1k-typed-nodeps-es6,cli-boxes,index.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,cli-spinners,example-all.ts,5,0,0,10
DeepTyper,top1k-typed-nodeps-es6,cli-spinners,example.ts,1,0,0,2
DeepTyper,top1k-typed-nodeps-es6,cli-spinners,index.ts,1,0,0,4
DeepTyper,top1k-typed-nodeps-es6,clone,clone.ts,31,3,0,52
DeepTyper,top1k-typed-nodeps-es6,co,index.ts,33,3,1,48
DeepTyper,top1k-typed-nodeps-es6,collect-v8-coverage,index.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,color-name,index.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,color-support,bin.ts,1,0,0,1
DeepTyper,top1k-typed-nodeps-es6,color-support,browser.ts,2,0,0,3
DeepTyper,top1k-typed-nodeps-es6,color-support,index.ts,11,0,0,17
DeepTyper,top1k-typed-nodeps-es6,colors,examples/normal-usage.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,colors,examples/safe-string.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,colors,lib/colors.ts,32,0,0,45
DeepTyper,top1k-typed-nodeps-es6,colors,lib/custom/american.ts,0,0,0,2
DeepTyper,top1k-typed-nodeps-es6,colors,lib/custom/trap.ts,2,0,0,8
DeepTyper,top1k-typed-nodeps-es6,colors,lib/custom/zalgo.ts,9,1,0,20
DeepTyper,top1k-typed-nodeps-es6,colors,lib/extendStringPrototype.ts,8,0,0,14
DeepTyper,top1k-typed-nodeps-es6,colors,lib/index.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,colors,lib/maps/america.ts,3,0,0,4
DeepTyper,top1k-typed-nodeps-es6,colors,lib/maps/rainbow.ts,3,0,0,5
DeepTyper,top1k-typed-nodeps-es6,colors,lib/maps/random.ts,1,0,0,5
DeepTyper,top1k-typed-nodeps-es6,colors,lib/maps/zebra.ts,2,0,0,4
DeepTyper,top1k-typed-nodeps-es6,colors,lib/styles.ts,3,0,0,5
DeepTyper,top1k-typed-nodeps-es6,colors,lib/system/has-flag.ts,2,0,0,5
DeepTyper,top1k-typed-nodeps-es6,colors,lib/system/supports-colors.ts,5,0,0,13
DeepTyper,top1k-typed-nodeps-es6,colors,safe.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,colors,themes/generic-logging.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,component-emitter,index.ts,12,1,0,17
DeepTyper,top1k-typed-nodeps-es6,content-type,index.ts,9,0,1,25
DeepTyper,top1k-typed-nodeps-es6,cookie,benchmark/index.ts,5,0,0,7
DeepTyper,top1k-typed-nodeps-es6,cookie,benchmark/parse-top.ts,3,0,0,10
DeepTyper,top1k-typed-nodeps-es6,cookie,benchmark/parse.ts,4,0,0,9
DeepTyper,top1k-typed-nodeps-es6,cookie,index.ts,8,0,0,34
DeepTyper,top1k-typed-nodeps-es6,cookie,scripts/update-benchmark.ts,15,0,2,28
DeepTyper,top1k-typed-nodeps-es6,cookie,scripts/version-history.ts,2,0,0,15
DeepTyper,top1k-typed-nodeps-es6,cookie-signature,index.ts,2,0,0,7
DeepTyper,top1k-typed-nodeps-es6,create-require,create-require.ts,5,0,0,8
DeepTyper,top1k-typed-nodeps-es6,create-require,jest.config.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,cssom,build.ts,2,0,0,14
DeepTyper,top1k-typed-nodeps-es6,cssom,docs/fix-value/fix-value.ts,1,0,0,11
DeepTyper,top1k-typed-nodeps-es6,cssom,docs/parse.ts,7,0,0,36
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSConditionRule.ts,2,0,0,3
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSDocumentRule.ts,2,1,0,4
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSFontFaceRule.ts,2,0,0,3
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSGroupingRule.ts,5,0,0,9
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSHostRule.ts,2,1,0,4
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSImportRule.ts,3,0,0,10
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSKeyframeRule.ts,2,0,0,3
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSKeyframesRule.ts,2,1,0,4
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSMediaRule.ts,3,1,0,5
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSOM.ts,0,0,0,1
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSRule.ts,1,0,0,3
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSStyleDeclaration.ts,14,1,0,19
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSStyleRule.ts,7,0,0,15
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSStyleSheet.ts,5,0,0,9
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSSupportsRule.ts,2,1,0,4
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSValue.ts,2,0,0,6
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/CSSValueExpression.ts,14,0,0,30
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/MatcherList.ts,4,0,0,8
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/MediaList.ts,4,0,0,8
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/StyleSheet.ts,1,0,0,3
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/clone.ts,11,0,0,11
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/index.ts,21,0,0,21
DeepTyper,top1k-typed-nodeps-es6,cssom,lib/parse.ts,11,1,0,26
DeepTyper,top1k-typed-nodeps-es6,cssom,src/CSSOM_END.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,cssom,src/CSSOM_START.ts,1,0,0,2
DeepTyper,top1k-typed-nodeps-es6,cssom,src/files.ts,0,0,0,1
DeepTyper,top1k-typed-nodeps-es6,cssom,src/loader.ts,2,0,1,7
DeepTyper,top1k-typed-nodeps-es6,decamelize,index.ts,0,0,0,6
DeepTyper,top1k-typed-nodeps-es6,decode-uri-component,index.ts,6,0,0,19
DeepTyper,top1k-typed-nodeps-es6,dedent,dedent.ts,1,0,0,11
DeepTyper,top1k-typed-nodeps-es6,dedent,dist/dedent.ts,5,0,0,11
DeepTyper,top1k-typed-nodeps-es6,dedent,flow-typed/npm/jest_v18.x.x.ts,22,4,14,70
DeepTyper,top1k-typed-nodeps-es6,dedent,macro.ts,1,0,0,1
DeepTyper,top1k-typed-nodeps-es6,deep-extend,index.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,deep-extend,lib/deep-extend.ts,15,1,0,19
DeepTyper,top1k-typed-nodeps-es6,deepmerge,index.ts,30,0,0,43
DeepTyper,top1k-typed-nodeps-es6,deepmerge,rollup.config.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,define-lazy-prop,index.ts,3,0,0,7
DeepTyper,top1k-typed-nodeps-es6,delegates,index.ts,22,0,0,26
DeepTyper,top1k-typed-nodeps-es6,depd,benchmark/index.ts,6,0,0,7
DeepTyper,top1k-typed-nodeps-es6,depd,benchmark/wrapfunction.ts,2,0,0,4
DeepTyper,top1k-typed-nodeps-es6,depd,benchmark/wrapproperty.ts,2,0,0,4
DeepTyper,top1k-typed-nodeps-es6,depd,index.ts,66,3,0,108
DeepTyper,top1k-typed-nodeps-es6,depd,lib/browser/index.ts,4,0,0,11
DeepTyper,top1k-typed-nodeps-es6,destroy,index.ts,14,0,0,21
DeepTyper,top1k-typed-nodeps-es6,detect-newline,index.ts,0,0,0,6
DeepTyper,top1k-typed-nodeps-es6,detect-node,browser.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,detect-node,index.esm.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,detect-node,index.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,diff,Gruntfile.ts,1,0,0,4
DeepTyper,top1k-typed-nodeps-es6,diff,examples/node_example.ts,2,0,0,5
DeepTyper,top1k-typed-nodeps-es6,diff,karma.conf.ts,2,0,0,2
DeepTyper,top1k-typed-nodeps-es6,diff,rollup.config.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,diff,runtime.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,diff,src/convert/dmp.ts,0,2,0,3
DeepTyper,top1k-typed-nodeps-es6,diff,src/convert/xml.ts,1,2,0,7
DeepTyper,top1k-typed-nodeps-es6,diff,src/diff/array.ts,4,0,0,7
DeepTyper,top1k-typed-nodeps-es6,diff,src/diff/base.ts,15,2,0,35
DeepTyper,top1k-typed-nodeps-es6,diff,src/diff/character.ts,0,0,0,5
DeepTyper,top1k-typed-nodeps-es6,diff,src/diff/css.ts,0,0,1,6
DeepTyper,top1k-typed-nodeps-es6,diff,src/diff/json.ts,11,1,0,20
DeepTyper,top1k-typed-nodeps-es6,diff,src/diff/line.ts,0,1,2,13
DeepTyper,top1k-typed-nodeps-es6,diff,src/diff/sentence.ts,0,0,1,6
DeepTyper,top1k-typed-nodeps-es6,diff,src/diff/word.ts,0,0,0,15
DeepTyper,top1k-typed-nodeps-es6,diff,src/index.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,diff,src/patch/apply.ts,10,0,0,25
DeepTyper,top1k-typed-nodeps-es6,diff,src/patch/create.ts,8,2,0,41
DeepTyper,top1k-typed-nodeps-es6,diff,src/patch/merge.ts,45,2,0,82
DeepTyper,top1k-typed-nodeps-es6,diff,src/patch/parse.ts,6,0,0,17
DeepTyper,top1k-typed-nodeps-es6,diff,src/util/array.ts,2,0,0,6
DeepTyper,top1k-typed-nodeps-es6,diff,src/util/distance-iterator.ts,0,0,0,5
DeepTyper,top1k-typed-nodeps-es6,diff,src/util/params.ts,2,0,0,3
DeepTyper,top1k-typed-nodeps-es6,diff,tasks/version.ts,1,0,0,2
DeepTyper,top1k-typed-nodeps-es6,dotenv,config.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,dotenv,lib/cli-options.ts,2,0,0,6
DeepTyper,top1k-typed-nodeps-es6,dotenv,lib/env-options.ts,0,0,0,1
DeepTyper,top1k-typed-nodeps-es6,dotenv,lib/main.ts,13,0,0,24
DeepTyper,top1k-typed-nodeps-es6,duplexer3,example.ts,6,0,0,7
DeepTyper,top1k-typed-nodeps-es6,duplexer3,index.ts,12,0,0,15
DeepTyper,top1k-typed-nodeps-es6,ee-first,index.ts,11,4,1,21
DeepTyper,top1k-typed-nodeps-es6,emittery,examples/clock.ts,4,0,0,8
DeepTyper,top1k-typed-nodeps-es6,emittery,examples/emit.ts,1,0,0,2
DeepTyper,top1k-typed-nodeps-es6,emittery,examples/emitonce.ts,1,0,0,1
DeepTyper,top1k-typed-nodeps-es6,emittery,examples/eventdata.ts,1,0,0,1
DeepTyper,top1k-typed-nodeps-es6,emittery,index.ts,32,5,0,72
DeepTyper,top1k-typed-nodeps-es6,emittery,maps.ts,3,0,0,3
DeepTyper,top1k-typed-nodeps-es6,emoji-regex,index.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,emoji-regex,script/build.ts,2,0,0,3
DeepTyper,top1k-typed-nodeps-es6,emoji-regex,src/index.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,encodeurl,index.ts,0,0,0,5
DeepTyper,top1k-typed-nodeps-es6,escalade,bench/index.ts,16,0,0,23
DeepTyper,top1k-typed-nodeps-es6,escalade,bench/load.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,escalade,src/async.ts,6,0,0,6
DeepTyper,top1k-typed-nodeps-es6,escalade,src/sync.ts,4,0,0,4
DeepTyper,top1k-typed-nodeps-es6,escape-html,benchmark/index.ts,2,0,0,4
DeepTyper,top1k-typed-nodeps-es6,escape-html,index.ts,1,0,0,8
DeepTyper,top1k-typed-nodeps-es6,escape-string-regexp,index.ts,0,0,0,1
DeepTyper,top1k-typed-nodeps-es6,eslint-visitor-keys,lib/index.ts,3,0,0,9
DeepTyper,top1k-typed-nodeps-es6,eslint-visitor-keys,lib/visitor-keys.ts,1,0,0,2
DeepTyper,top1k-typed-nodeps-es6,eslint-visitor-keys,rollup.config.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,eslint-visitor-keys,tools/backward-compatible-keys.ts,1,0,0,1
DeepTyper,top1k-typed-nodeps-es6,eslint-visitor-keys,tools/build-keys-from-ts.ts,1,0,0,1
DeepTyper,top1k-typed-nodeps-es6,eslint-visitor-keys,tools/get-keys-from-ts.ts,41,5,0,78
DeepTyper,top1k-typed-nodeps-es6,estraverse,estraverse.ts,54,1,0,81
DeepTyper,top1k-typed-nodeps-es6,estraverse,gulpfile.ts,1,0,0,5
DeepTyper,top1k-typed-nodeps-es6,esutils,lib/ast.ts,5,0,0,13
DeepTyper,top1k-typed-nodeps-es6,esutils,lib/code.ts,1,0,0,23
DeepTyper,top1k-typed-nodeps-es6,esutils,lib/keyword.ts,1,0,0,32
DeepTyper,top1k-typed-nodeps-es6,esutils,lib/utils.ts,3,0,0,3
DeepTyper,top1k-typed-nodeps-es6,esutils,tools/generate-identifier-regex.ts,21,0,0,22
DeepTyper,top1k-typed-nodeps-es6,etag,benchmark/body0-100b.ts,7,0,0,10
DeepTyper,top1k-typed-nodeps-es6,etag,benchmark/body1-1kb.ts,7,0,0,10
DeepTyper,top1k-typed-nodeps-es6,etag,benchmark/body2-5kb.ts,7,0,0,10
DeepTyper,top1k-typed-nodeps-es6,etag,benchmark/body3-10kb.ts,7,0,0,10
DeepTyper,top1k-typed-nodeps-es6,etag,benchmark/body4-100kb.ts,7,0,0,10
DeepTyper,top1k-typed-nodeps-es6,etag,benchmark/index.ts,5,0,0,7
DeepTyper,top1k-typed-nodeps-es6,etag,benchmark/stats.ts,4,0,0,8
DeepTyper,top1k-typed-nodeps-es6,etag,index.ts,12,0,0,17
DeepTyper,top1k-typed-nodeps-es6,eventemitter3,benchmarks/run/add-remove.ts,2,0,0,5
DeepTyper,top1k-typed-nodeps-es6,eventemitter3,benchmarks/run/context.ts,3,0,0,6
DeepTyper,top1k-typed-nodeps-es6,eventemitter3,benchmarks/run/emit-multiple-listeners.ts,2,0,0,7
DeepTyper,top1k-typed-nodeps-es6,eventemitter3,benchmarks/run/emit.ts,2,0,0,5
DeepTyper,top1k-typed-nodeps-es6,eventemitter3,benchmarks/run/hundreds.ts,2,0,0,5
DeepTyper,top1k-typed-nodeps-es6,eventemitter3,benchmarks/run/init.ts,2,0,0,4
DeepTyper,top1k-typed-nodeps-es6,eventemitter3,benchmarks/run/listeners.ts,2,0,0,6
DeepTyper,top1k-typed-nodeps-es6,eventemitter3,benchmarks/run/once.ts,2,0,0,5
DeepTyper,top1k-typed-nodeps-es6,eventemitter3,benchmarks/run/remove-emit.ts,3,0,0,7
DeepTyper,top1k-typed-nodeps-es6,eventemitter3,benchmarks/template.ts,1,0,0,3
DeepTyper,top1k-typed-nodeps-es6,eventemitter3,index.ts,38,0,0,53
DeepTyper,top1k-typed-nodeps-es6,events,events.ts,69,3,0,105
DeepTyper,top1k-typed-nodeps-es6,exec-sh,example/example.ts,4,0,0,4
DeepTyper,top1k-typed-nodeps-es6,exec-sh,lib/exec-sh.ts,9,0,0,21
DeepTyper,top1k-typed-nodeps-es6,exit,Gruntfile.ts,0,0,0,1
DeepTyper,top1k-typed-nodeps-es6,exit,lib/exit.ts,2,0,0,6
DeepTyper,top1k-typed-nodeps-es6,extend,index.ts,15,0,0,27
DeepTyper,top1k-typed-nodeps-es6,extsprintf,examples/simple.ts,0,0,0,0
DeepTyper,top1k-typed-nodeps-es6,extsprintf,lib/extsprintf.ts,14,0,0,36
DeepTyper,top1k-typed-nodeps-es6,fast-deep-equal,benchmark/index.ts,4,0,0,6
DeepTyper,top1k-typed-nodeps-es6,fast-deep-equal,build.ts,0,0,0,1
DeepTyper,top1k-typed-nodeps-es6,fast-json-stable-stringify,benchmark/index.ts,4,0,0,4
DeepTyper,top1k-typed-nodeps-es6,fast-json-stable-stringify,example/key_cmp.ts,3,0,0,4
DeepTyper,top1k-typed-nodeps-es6,fast-json-stable-stringify,example/nested.ts,1,0,0,1
DeepTyper,top1k-typed-nodeps-es6,fast-json-stable-stringify,example/str.ts,1,0,0,1
DeepTyper,top1k-typed-nodeps-es6,fast-json-stable-stringify,example/value_cmp.ts,3,0,0,4
DeepTyper,top1k-typed-nodeps-es6,fast-json-stable-stringify,index.ts,11,1,0,18
DeepTyper,top1k-typed-nodeps-es6,filesize,lib/filesize.es6.min.ts,5,0,0,9
DeepTyper,top1k-typed-nodeps-es6,filesize,lib/filesize.es6.ts,7,0,0,30
DeepTyper,top1k-typed-nodeps-es6,filesize,lib/filesize.esm.min.ts,4,0,0,7
DeepTyper,top1k-typed-nodeps-es6,filesize,lib/filesize.esm.ts,5,0,0,28
DeepTyper,top1k-typed-nodeps-es6,filesize,lib/filesize.min.ts,10,0,0,15
DeepTyper,top1k-typed-nodeps-es6,filesize,lib/filesize.ts,12,0,0,37
DeepTyper,top1k-typed-nodeps-es6,filesize,rollup.config.ts,2,0,0,5
DeepTyper,top1k-typed-nodeps-es6,filesize,src/constants.ts,0,0,0,21
DeepTyper,top1k-typed-nodeps-es6,filesize,src/filesize.ts,3,0,0,6
DeepTyper,top1k-typed-nodeps-es6,filesize,src/strings.ts,1,0,0,1
DeepTyper,top1k-typed-nodeps-es6,filter-obj,benchmark.ts,8,0,0,15
DeepTyper,top1k-typed-nodeps-es6,filter-obj,index.ts,6,0,0,14
DeepTyper,top1k-typed-nodeps-es6,flatted,cjs/index.ts,37,3,0,47
DeepTyper,top1k-typed-nodeps-es6,flatted,es.ts,29,1,0,33
