"System","Dataset","Package","File","Error code","Count"
InCoder,top1k-typed-nodeps,@xtuc_long,index.ts,TS2709,10
InCoder,top1k-typed-nodeps,@xtuc_long,index.ts,TS2339,29
InCoder,top1k-typed-nodeps,@xtuc_long,index.ts,TS2554,21
InCoder,top1k-typed-nodeps,@xtuc_long,index.ts,TS2304,3
InCoder,top1k-typed-nodeps,@xtuc_long,index.ts,TS2552,4
InCoder,top1k-typed-nodeps,@xtuc_long,index.ts,TS2345,1
InCoder,top1k-typed-nodeps,abab,index.ts,TS2451,2
InCoder,top1k-typed-nodeps,abab,karma.conf.ts,TS2503,1
InCoder,top1k-typed-nodeps,abab,lib/atob.ts,TS2384,1
InCoder,top1k-typed-nodeps,abab,lib/atob.ts,TS2451,1
InCoder,top1k-typed-nodeps,abab,lib/atob.ts,TS2345,1
InCoder,top1k-typed-nodeps,abab,lib/btoa.ts,TS2384,1
InCoder,top1k-typed-nodeps,abab,lib/btoa.ts,TS2451,1
InCoder,top1k-typed-nodeps,abbrev,abbrev.ts,TS2304,2
InCoder,top1k-typed-nodeps,abbrev,abbrev.ts,TS4078,2
InCoder,top1k-typed-nodeps,acorn-jsx,index.ts,TS2502,1
InCoder,top1k-typed-nodeps,acorn-jsx,index.ts,TS2339,171
InCoder,top1k-typed-nodeps,acorn-jsx,index.ts,TS2749,2
InCoder,top1k-typed-nodeps,acorn-jsx,index.ts,TS4078,1
InCoder,top1k-typed-nodeps,acorn-jsx,index.ts,TS2554,2
InCoder,top1k-typed-nodeps,ansi-colors,bench/colors.ts,TS2451,2
InCoder,top1k-typed-nodeps,ansi-colors,bench/colors.ts,TS2554,1
InCoder,top1k-typed-nodeps,ansi-colors,bench/colors.ts,TS2304,1
InCoder,top1k-typed-nodeps,ansi-colors,bench/colors.ts,TS4078,1
InCoder,top1k-typed-nodeps,ansi-colors,examples/alias.ts,TS2451,1
InCoder,top1k-typed-nodeps,ansi-colors,examples/chained.ts,TS2451,2
InCoder,top1k-typed-nodeps,ansi-colors,examples/colors.ts,TS2451,2
InCoder,top1k-typed-nodeps,ansi-colors,examples/nested.ts,TS2451,1
InCoder,top1k-typed-nodeps,ansi-colors,examples/nesting-bug.ts,TS2451,4
InCoder,top1k-typed-nodeps,ansi-colors,examples/readme-examples.ts,TS2451,2
InCoder,top1k-typed-nodeps,ansi-colors,examples/screenshot-table.ts,TS2451,1
InCoder,top1k-typed-nodeps,ansi-colors,examples/screenshot.ts,TS2451,1
InCoder,top1k-typed-nodeps,ansi-colors,examples/styles.ts,TS2451,2
InCoder,top1k-typed-nodeps,ansi-colors,examples/theme-custom-fn.ts,TS2451,1
InCoder,top1k-typed-nodeps,ansi-colors,examples/theme.ts,TS2451,3
InCoder,top1k-typed-nodeps,ansi-colors,examples/theme2.ts,TS2451,1
InCoder,top1k-typed-nodeps,ansi-colors,examples/unstyle.ts,TS2451,1
InCoder,top1k-typed-nodeps,ansi-colors,index.ts,TS2339,25
