Package,File,"Number of errors"
@gar_promisify,index.ts,1
@trysound_sax,examples/example.ts,1
@trysound_sax,examples/get-products.ts,1
@trysound_sax,examples/hello-world.ts,0
@trysound_sax,examples/pretty-print.ts,2
@trysound_sax,lib/sax.ts,4
arr-flatten,benchmark/libs.ts,0
arr-flatten,index.ts,2
asynckit,bench.ts,0
asynckit,index.ts,0
asynckit,lib/abort.ts,0
asynckit,lib/async.ts,0
asynckit,lib/defer.ts,0
asynckit,lib/iterate.ts,0
asynckit,lib/readable_asynckit.ts,0
asynckit,lib/readable_parallel.ts,0
asynckit,lib/readable_serial.ts,0
asynckit,lib/readable_serial_ordered.ts,0
asynckit,lib/state.ts,0
asynckit,lib/streamify.ts,0
asynckit,lib/terminator.ts,0
asynckit,parallel.ts,0
asynckit,serial.ts,0
asynckit,serialOrdered.ts,1
asynckit,stream.ts,0
console-browserify,index.ts,11
core-util-is,lib/util.ts,5
delayed-stream,lib/delayed_stream.ts,12
emojis-list,update.ts,3
es-module-lexer,lexer.ts,1
es-module-lexer,lib/lexer.asm.ts,1
es-module-lexer,lib/lexer.emcc.asm.ts,0
es-module-lexer,src/lexer.asm.ts,1
es6-object-assign,dist/object-assign.min.ts,28
es6-object-assign,dist/object-assign.ts,22
es6-object-assign,index.ts,0
fs-monkey,src/patchFs.ts,1
fs-monkey,src/patchRequire.ts,2
fs-monkey,src/util/lists.ts,0
fs.realpath,index.ts,1
fs.realpath,old.ts,2
growly,example/bakery.ts,1
growly,example/simple.ts,0
growly,lib/gntp.ts,27
growly,lib/growly.ts,32
is-arrayish,index.ts,1
is-weakmap,index.ts,3
map-cache,index.ts,3
normalize-range,index.ts,4
oauth-sign,index.ts,1
path-dirname,index.ts,7
prr,prr.ts,1
pseudomap,pseudomap.ts,2
querystring-es3,encode.ts,1
querystring-es3,index.ts,0
resolve-url,resolve-url.ts,8
snapdragon-node,index.ts,108
stealthy-require,gulpfile.ts,0
stealthy-require,lib/index.ts,21
style-loader,src/runtime/setAttributesWithAttributes.ts,NA
style-loader,src/runtime/setAttributesWithAttributesAndNonce.ts,NA
style-loader,src/runtime/setAttributesWithoutAttributes.ts,NA
style-loader,src/runtime/singletonStyleDomAPI.ts,NA
style-loader,src/runtime/styleDomAPI.ts,NA
style-loader,src/runtime/styleTagTransform.ts,NA
unpipe,index.ts,2
v8-compile-cache,v8-compile-cache.ts,80
vm-browserify,example/run/bundle.ts,13
vm-browserify,example/run/entry.ts,0
vm-browserify,example/run/server.ts,0
vm-browserify,index.ts,0
weak-map,weak-map.ts,44
websocket-extensions,lib/pipeline/cell.ts,1
websocket-extensions,lib/pipeline/functor.ts,0
websocket-extensions,lib/pipeline/index.ts,0
websocket-extensions,lib/pipeline/pledge.ts,0
websocket-extensions,lib/pipeline/ring_buffer.ts,0
websocket-extensions,lib/websocket_extensions.ts,1
websocket-extensions,spec/parser_spec.ts,1
websocket-extensions,spec/runner.ts,0
websocket-extensions,spec/websocket_extensions_spec.ts,17
whatwg-fetch,fetch.ts,4
whatwg-fetch,prettier.config.ts,0
whatwg-fetch,rollup.config.ts,0
