"Package","Contains code","Is typed","Number of deps","Number of typed deps","Percentage of typed deps"
js-yaml,True,True,1,1,1.00
jsbn,True,True,0,0,NA
jsdom,True,True,27,17,0.63
jsesc,True,True,0,0,NA
json-buffer,True,True,0,0,NA
json-parse-better-errors,True,True,0,0,NA
json-parse-even-better-errors,True,False,0,0,NA
json-schema,True,True,0,0,NA
json-schema-traverse,True,False,0,0,NA
json-stable-stringify-without-jsonify,True,False,0,0,NA
json-stringify-safe,True,True,0,0,NA
json3,True,True,0,0,NA
json5,True,False,1,1,1.00
jsonfile,True,True,1,1,1.00
jsprim,True,False,4,4,1.00
jwa,True,True,3,0,0.00
jws,True,True,2,1,0.50
keyv,True,True,1,1,1.00
kind-of,True,True,0,0,NA
kleur,True,False,0,0,NA
klona,True,False,0,0,NA
lcid,True,False,1,0,0.00
leven,True,False,0,0,NA
levn,True,False,2,2,1.00
lines-and-columns,True,False,0,0,NA
load-json-file,True,False,0,0,NA
loader-runner,True,True,0,0,NA
loader-utils,True,True,3,1,0.33
locate-path,True,False,1,0,0.00
lodash,True,True,0,0,NA
lodash.clonedeep,True,True,0,0,NA
lodash.debounce,True,True,0,0,NA
lodash.isplainobject,True,True,0,0,NA
lodash.memoize,True,True,0,0,NA
lodash.merge,True,True,0,0,NA
lodash.sortby,True,True,0,0,NA
lodash.truncate,True,True,0,0,NA
lodash.uniq,True,True,0,0,NA
log-symbols,True,False,2,0,0.00
loglevel,True,False,0,0,NA
loose-envify,True,False,1,0,0.00
lower-case,True,False,1,0,0.00
lowercase-keys,True,False,0,0,NA
lru-cache,True,False,1,1,1.00
make-dir,True,False,1,1,1.00
make-error,True,False,0,0,NA
makeerror,True,False,1,1,1.00
map-cache,True,False,0,0,NA
map-obj,True,False,0,0,NA
map-visit,True,False,1,0,0.00
md5.js,True,False,3,1,0.33
mdn-data,True,False,0,0,NA
media-typer,True,True,0,0,NA
memfs,True,False,1,0,0.00
memory-fs,True,True,2,1,0.50
meow,True,False,12,2,0.17
merge-descriptors,True,True,0,0,NA
merge-stream,True,True,0,0,NA
merge2,True,True,0,0,NA
methods,True,True,0,0,NA
micromatch,True,True,2,2,1.00
miller-rabin,True,False,2,2,1.00
mime,True,True,0,0,NA
mime-db,True,True,0,0,NA
mime-types,True,True,1,1,1.00
mimic-fn,True,False,0,0,NA
mimic-response,True,False,0,0,NA
min-indent,True,True,0,0,NA
minimalistic-assert,True,True,0,0,NA
minimalistic-crypto-utils,True,False,0,0,NA
minimatch,True,True,1,1,1.00
minimist,True,True,0,0,NA
minimist-options,True,False,3,1,0.33
minipass,True,False,1,1,1.00
minipass-collect,True,False,1,0,0.00
minipass-flush,True,False,1,0,0.00
minipass-pipeline,True,False,1,0,0.00
minizlib,True,True,2,1,0.50
mississippi,True,False,10,10,1.00
mixin-deep,True,False,0,0,NA
mkdirp,True,True,0,0,NA
moment,True,False,0,0,NA
move-concurrently,True,True,6,2,0.33
ms,True,True,0,0,NA
mute-stream,True,True,0,0,NA
nan,True,False,0,0,NA
nanocolors,True,False,0,0,NA
nanoid,True,False,0,0,NA
nanomatch,True,False,11,7,0.64
natural-compare,True,True,0,0,NA
negotiator,True,True,0,0,NA
neo-async,True,False,0,0,NA
next-tick,True,True,0,0,NA
nice-try,True,True,0,0,NA
no-case,True,False,2,0,0.00
node-domexception,True,False,0,0,NA
node-fetch,True,True,2,0,0.00
node-forge,True,True,0,0,NA
node-int64,True,True,0,0,NA
node-libs-browser,True,False,23,5,0.22
node-modules-regexp,True,False,0,0,NA
node-notifier,True,True,6,3,0.50
node-releases,False,False,0,0,NA
nopt,True,True,1,1,1.00
normalize-package-data,True,True,4,4,1.00
normalize-path,True,True,0,0,NA
normalize-range,True,False,0,0,NA
normalize-url,True,False,0,0,NA
npm-run-path,True,False,1,0,0.00
npmlog,True,True,4,1,0.25
nth-check,True,False,1,1,1.00
number-is-nan,True,True,0,0,NA
nwsapi,True,True,0,0,NA
oauth-sign,True,False,0,0,NA
object-assign,True,True,0,0,NA
object-copy,True,False,3,1,0.33
object-inspect,True,True,0,0,NA
object-is,True,False,2,2,1.00
object-keys,True,True,0,0,NA
object-visit,True,False,1,0,0.00
object.assign,True,False,4,4,1.00
object.entries,True,False,3,3,1.00
object.getownpropertydescriptors,True,True,3,3,1.00
object.pick,True,True,1,0,0.00
object.values,True,False,3,3,1.00
on-finished,True,True,1,1,1.00
on-headers,True,True,0,0,NA
once,True,True,1,0,0.00
onetime,True,False,1,0,0.00
open,True,False,3,0,0.00
opn,True,False,1,0,0.00
optionator,True,False,6,3,0.50
ora,True,False,9,3,0.33
os-browserify,True,False,0,0,NA
os-homedir,True,True,0,0,NA
os-locale,True,False,1,0,0.00
os-tmpdir,True,True,0,0,NA
p-cancelable,True,False,0,0,NA
p-each-series,True,False,0,0,NA
p-finally,True,False,0,0,NA
p-limit,True,False,1,0,0.00
p-locate,True,False,1,0,0.00
p-map,True,False,1,0,0.00
p-timeout,True,False,0,0,NA
p-try,True,False,0,0,NA
pako,True,True,0,0,NA
parallel-transform,True,True,3,2,0.67
param-case,True,False,2,0,0.00
parent-module,True,False,1,0,0.00
parse-asn1,True,False,5,1,0.20
parse-json,True,True,4,0,0.00
parse5,True,False,0,0,NA
parseurl,True,True,0,0,NA
pascal-case,True,False,2,0,0.00
pascalcase,True,True,0,0,NA
path-browserify,True,True,0,0,NA
path-dirname,True,False,0,0,NA
path-exists,True,False,0,0,NA
path-is-absolute,True,True,0,0,NA
path-is-inside,True,True,0,0,NA
path-key,True,False,0,0,NA
path-parse,True,True,0,0,NA
path-to-regexp,True,False,0,0,NA
path-type,True,False,0,0,NA
pbkdf2,True,True,5,4,0.80
peek-readable,True,False,0,0,NA
performance-now,True,False,0,0,NA
picomatch,True,True,0,0,NA
pify,True,True,0,0,NA
pinkie,True,False,0,0,NA
pinkie-promise,True,False,1,0,0.00
pirates,True,False,1,0,0.00
pkg-dir,True,False,1,0,0.00
pkg-up,True,False,1,0,0.00
pop-iterate,True,False,0,0,NA
portfinder,True,False,3,3,1.00
posix-character-classes,True,False,0,0,NA
postcss,True,False,3,0,0.00
postcss-loader,True,False,3,1,0.33
postcss-modules-extract-imports,True,True,0,0,NA
postcss-modules-local-by-default,True,True,3,1,0.33
postcss-modules-scope,True,True,1,0,0.00
postcss-modules-values,True,True,1,1,1.00
postcss-selector-parser,True,False,2,2,1.00
postcss-value-parser,True,False,0,0,NA
prelude-ls,True,True,0,0,NA
prepend-http,True,False,0,0,NA
prettier,True,True,0,0,NA
pretty-format,True,False,4,1,0.25
process,True,False,0,0,NA
process-nextick-args,True,False,0,0,NA
progress,True,True,0,0,NA
promise,True,False,1,1,1.00
promise-inflight,True,True,0,0,NA
prompts,True,True,2,0,0.00
prop-types,True,True,3,2,0.67
proxy-addr,True,True,2,1,0.50
prr,True,False,0,0,NA
pseudomap,True,False,0,0,NA
psl,True,True,0,0,NA
public-encrypt,True,False,6,3,0.50
pump,True,True,2,2,1.00
pumpify,True,True,3,3,1.00
punycode,True,True,0,0,NA
q,True,True,3,1,0.33
qs,True,True,1,0,0.00
query-string,True,False,4,2,0.50
querystring,True,False,0,0,NA
querystring-es3,True,False,0,0,NA
querystringify,True,True,0,0,NA
queue-microtask,True,False,0,0,NA
quick-lru,True,False,0,0,NA
randombytes,True,True,1,0,0.00
randomfill,True,False,2,1,0.50
range-parser,True,True,0,0,NA
raw-body,True,False,4,2,0.50
rc,True,True,4,3,0.75
react,True,True,2,1,0.50
react-dom,True,True,3,2,0.67
react-is,True,True,0,0,NA
read-pkg,True,False,4,2,0.50
read-pkg-up,True,False,3,0,0.00
readable-stream,True,True,3,2,0.67
readable-web-to-node-stream,True,False,1,1,1.00
readdirp,True,False,1,1,1.00
redent,True,False,2,0,0.00
regenerate,True,True,0,0,NA
regenerate-unicode-properties,True,False,1,1,1.00
regenerator-runtime,True,True,0,0,NA
regenerator-transform,True,False,1,0,0.00
regex-not,True,True,2,1,0.50
regexp-tree,True,False,0,0,NA
regexp.prototype.flags,True,False,2,2,1.00
regexpp,True,False,0,0,NA
regexpu-core,True,False,6,1,0.17
registry-auth-token,True,True,1,1,1.00
regjsgen,True,False,0,0,NA
regjsparser,True,False,1,1,1.00
remove-trailing-separator,True,False,0,0,NA
repeat-element,True,True,0,0,NA
repeat-string,True,True,0,0,NA
request,True,True,20,12,0.60
request-promise-core,True,False,1,1,1.00
require-directory,True,True,0,0,NA
require-from-string,True,True,0,0,NA
require-main-filename,True,False,0,0,NA
requires-port,True,True,0,0,NA
resolve,True,True,2,2,1.00
resolve-alpn,True,False,0,0,NA
resolve-cwd,True,False,1,0,0.00
resolve-from,True,False,0,0,NA
resolve-url,True,False,0,0,NA
responselike,True,True,1,0,0.00
restore-cursor,True,False,2,1,0.50
ret,True,False,0,0,NA
retry,True,True,0,0,NA
reusify,True,False,0,0,NA
rimraf,True,True,1,1,1.00
ripemd160,True,True,2,1,0.50
rsvp,True,True,0,0,NA
run-async,True,False,0,0,NA
run-parallel,True,True,1,0,0.00
run-queue,True,False,1,0,0.00
rxjs,True,False,1,0,0.00
safe-buffer,True,False,0,0,NA
safe-regex,True,True,1,0,0.00
safer-buffer,True,True,0,0,NA
sane,True,True,9,3,0.33
sax,True,True,0,0,NA
saxes,True,False,1,0,0.00
scheduler,True,True,2,1,0.50
schema-utils,True,False,3,0,0.00
semver,True,True,1,0,0.00
send,True,True,13,13,1.00
serialize-javascript,True,True,1,1,1.00
serve-static,True,True,4,4,1.00
set-blocking,True,False,0,0,NA
set-value,True,True,2,0,0.00
setimmediate,True,True,0,0,NA
setprototypeof,True,False,0,0,NA
sha.js,True,True,2,1,0.50
shallow-clone,True,False,1,1,1.00
shebang-command,True,True,1,0,0.00
shebang-regex,True,False,0,0,NA
shell-quote,True,True,0,0,NA
shellwords,True,False,0,0,NA
side-channel,True,False,3,3,1.00
signal-exit,True,True,0,0,NA
simple-swizzle,True,True,1,0,0.00
sisteransi,True,False,0,0,NA
slash,True,False,0,0,NA
slice-ansi,True,True,2,0,0.00
snapdragon,True,False,11,2,0.18
snapdragon-capture,True,False,0,0,NA
snapdragon-node,True,False,0,0,NA
snapdragon-util,True,False,1,1,1.00
sockjs-client,True,True,6,5,0.83
sort-keys,True,False,1,0,0.00
source-list-map,True,True,0,0,NA
source-map,True,False,0,0,NA
source-map-js,True,False,0,0,NA
source-map-resolve,True,False,2,2,1.00
source-map-support,True,True,2,1,0.50
source-map-url,True,False,0,0,NA
spdx-correct,True,True,2,1,0.50
spdx-exceptions,False,False,0,0,NA
spdx-expression-parse,True,True,2,0,0.00
spdx-license-ids,False,False,0,0,NA
split-on-first,True,False,0,0,NA
split-string,True,False,0,0,NA
sprintf-js,True,True,0,0,NA
sshpk,True,True,9,6,0.67
ssri,True,True,1,0,0.00
stable,True,False,0,0,NA
stack-utils,True,True,1,0,0.00
static-extend,True,False,2,0,0.00
statuses,True,True,0,0,NA
stealthy-require,True,False,0,0,NA
stream-browserify,True,False,2,2,1.00
stream-each,True,True,2,2,1.00
stream-http,True,False,4,3,0.75
stream-shift,True,True,0,0,NA
strict-uri-encode,True,True,0,0,NA
string-length,True,False,2,0,0.00
string-width,True,False,3,0,0.00
string.prototype.trimend,True,False,2,2,1.00
string.prototype.trimstart,True,False,2,2,1.00
string_decoder,True,False,1,0,0.00
strip-ansi,True,False,1,0,0.00
strip-bom,True,False,0,0,NA
strip-eof,True,False,0,0,NA
strip-final-newline,True,True,0,0,NA
strip-indent,True,False,1,1,1.00
strip-json-comments,True,False,0,0,NA
strtok3,True,False,2,0,0.00
style-loader,True,False,0,0,NA
supports-color,True,True,1,0,0.00
supports-hyperlinks,True,False,2,1,0.50
svgo,True,True,7,2,0.29
symbol-observable,True,False,0,0,NA
symbol-tree,True,True,0,0,NA
table,True,False,6,3,0.50
tapable,True,True,0,0,NA
tar,True,True,6,4,0.67
tar-stream,True,True,5,4,0.80
terminal-link,True,False,2,0,0.00
terser,True,False,3,1,0.33
terser-webpack-plugin,True,False,6,1,0.17
test-exclude,True,False,3,2,0.67
text-table,True,True,0,0,NA
throat,True,False,0,0,NA
through,True,True,0,0,NA
through2,True,True,1,1,1.00
timers-browserify,True,False,1,1,1.00
tmp,True,True,1,1,1.00
tmpl,True,True,0,0,NA
to-arraybuffer,True,False,0,0,NA
to-fast-properties,True,False,0,0,NA
to-object-path,True,False,1,1,1.00
to-regex,True,True,4,2,0.50
to-regex-range,True,True,1,1,1.00
toidentifier,True,False,0,0,NA
token-types,True,False,2,0,0.00
tough-cookie,True,True,3,3,1.00
tr46,True,True,1,1,1.00
trim-newlines,True,False,0,0,NA
ts-node,True,False,12,1,0.08
tsconfig-paths,True,False,4,1,0.25
tslib,True,False,0,0,NA
tsutils,True,False,1,0,0.00
tty-browserify,True,False,0,0,NA
tunnel-agent,True,False,1,0,0.00
tweetnacl,True,False,0,0,NA
type,True,False,0,0,NA
type-check,True,True,1,1,1.00
type-detect,True,True,0,0,NA
type-fest,False,False,0,0,NA
type-is,True,True,2,2,1.00
typedarray,True,False,0,0,NA
typedarray-to-buffer,True,True,0,0,NA
typescript,True,False,0,0,NA
uglify-js,True,True,0,0,NA
unbox-primitive,True,False,4,2,0.50
unicode-canonical-property-names-ecmascript,True,False,0,0,NA
unicode-match-property-ecmascript,True,False,2,0,0.00
unicode-match-property-value-ecmascript,True,False,0,0,NA
unicode-property-aliases-ecmascript,True,False,0,0,NA
union-value,True,False,2,2,1.00
unique-filename,True,False,1,0,0.00
unique-slug,True,False,1,1,1.00
unique-string,True,False,1,0,0.00
universalify,True,True,0,0,NA
unpipe,True,False,0,0,NA
unset-value,True,False,2,0,0.00
upath,True,False,0,0,NA
uri-js,True,False,1,1,1.00
urix,True,True,0,0,NA
url,True,False,2,1,0.50
url-parse,True,True,2,2,1.00
url-parse-lax,True,True,1,0,0.00
use,True,False,0,0,NA
util,True,False,6,3,0.50
util-deprecate,True,True,0,0,NA
util.promisify,True,True,5,4,0.80
utils-merge,True,True,0,0,NA
uuid,True,True,0,0,NA
v8-compile-cache,True,False,0,0,NA
v8-to-istanbul,True,False,3,1,0.33
validate-npm-package-license,True,True,2,2,1.00
vary,True,True,0,0,NA
verror,True,True,3,2,0.67
vm-browserify,True,False,0,0,NA
w3c-hr-time,True,True,1,0,0.00
w3c-xmlserializer,True,True,1,1,1.00
walker,True,False,1,0,0.00
watchpack,True,True,2,2,1.00
wcwidth,True,True,1,1,1.00
weak-map,True,False,0,0,NA
web-streams-polyfill,True,False,0,0,NA
webidl-conversions,True,True,0,0,NA
webpack,True,True,24,11,0.46
webpack-dev-middleware,True,False,5,2,0.40
webpack-sources,True,True,0,0,NA
websocket-driver,True,False,3,0,0.00
websocket-extensions,True,False,0,0,NA
whatwg-encoding,True,True,1,0,0.00
whatwg-fetch,True,False,0,0,NA
whatwg-mimetype,True,True,0,0,NA
whatwg-url,True,True,2,2,1.00
which,True,True,1,1,1.00
which-boxed-primitive,True,False,5,3,0.60
which-collection,True,False,4,0,0.00
which-module,True,False,0,0,NA
which-typed-array,True,False,6,2,0.33
wide-align,True,False,1,0,0.00
widest-line,True,False,1,0,0.00
word-wrap,True,False,0,0,NA
wordwrap,True,True,0,0,NA
worker-farm,True,False,1,0,0.00
wrap-ansi,True,True,3,0,0.00
wrappy,True,False,0,0,NA
write-file-atomic,True,True,4,4,1.00
ws,True,True,0,0,NA
xml-name-validator,True,True,0,0,NA
xml2js,True,True,2,1,0.50
xmlbuilder,True,False,0,0,NA
xmlchars,True,False,0,0,NA
xtend,True,True,0,0,NA
y18n,True,False,0,0,NA
yallist,True,True,0,0,NA
yaml,True,False,0,0,NA
yargs,True,True,7,2,0.29
yargs-parser,True,True,0,0,NA
yn,True,False,0,0,NA
yocto-queue,True,False,0,0,NA
