% DO NOT MODIFY: this file is generated by an R script
TS2339 & Property '{0}' does not exist on type '{1}.' & 2,222 & 15,130 & 4,520 & 4,456 \\
TS2322 & Type '{0}' is not assignable to type '{1}'. & 1,240 & 2,692 & 112 & 102 \\
TS2345 & Argument of type '{0}' is not assignable to parameter of type '{1}'. & 241 & 2,581 & 522 & 529 \\
TS2304 & Cannot find name '{0}'. & 166 & 440 & 1,225 & 1,049 \\
TS2554 & Expected {0} arguments, but got {1}. & 241 & 582 & 560 & 568 \\
TS2349 & This expression is not callable. & 895 & 292 & 15 & 31 \\
TS2551 & Property '{0}' does not exist on type '{1}'. Did you mean '{2}'? & 173 & 354 & 343 & 342 \\
TS2307 & Cannot find module '{0}' or its corresponding type declarations. & 269 & 304 & 271 & 271 \\
TS4078 & Parameter '{0}' of exported function has or is using private name '{1}'. & 17 & 18 & 616 & 344 \\
TS2367 & This comparison appears to be unintentional because the types '{0}' and '{1}' have no overlap. & 103 & 676 & 91 & 88 \\
Other &  & 738 & 2,537 & 2,000 & 1,662 \\
Total &  & 6,305 & 25,606 & 10,275 & 9,442 \\
